CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	SPANISH_AWE_MEAN	SPANISH_RELIEF_MEAN	SPANISH_EXCITEMENT_MEAN	SPANISH_AMUSEMENT_MEAN	SPANISH_PLEASURE_MEAN	SPANISH_CONTENTMENT_MEAN	SPANISH_SERENITY_MEAN	LINE_IN_SOURCE
308	TOUCAN	tucán	2.56522	2.30000	1.95000	2.50000	2.36842	2.45000	2.39130	8650
3083	BALLOON	globo	2.00000	2.55000	2.65000	3.38095	3.00000	2.20000	2.70000	4136
3084	BLACKBOARD	pizarra	2.20000	2.10526	2.05000	2.38095	1.80000	1.95652	1.95455	6644
3085	CARROT	zanahoria	1.70000	1.70833	1.45000	2.09091	2.90000	1.75000	2.05000	8986
3086	COMPUTER	ordenador	2.25000	2.55000	2.45455	2.90000	2.45000	2.95000	2.30000	6180
3089	GIRAFFE	jirafa	2.45000	2.22727	2.21739	2.85000	2.50000	2.65000	2.80000	5020
3090	GUITAR	guitarra	3.10000	3.04545	3.10000	3.41667	3.15000	3.05000	3.55000	4248
3091	LEMON	limón	2.25000	2.20000	2.14286	2.39130	2.65000	2.90000	2.12000	5222
3092	LIGHTER	mechero	1.50000	1.95652	2.10000	1.65000	2.05000	2.05000	1.40909	5544
3096	RACKET	cohete	3.05000	1.30000	3.05000	2.55000	2.10000	2.85000	1.50000	1731
3099	SOFA	sofá	1.75000	3.20000	2.25000	2.71429	4.15000	2.80000	3.85000	8054
3101	SWING	columpio	2.25000	2.75000	2.25000	4.05000	2.90000	3.10000	3.04000	1775
3102	TANK	tanque	1.45000	1.55000	1.35000	1.68182	1.05000	1.35000	1.40000	8285
3104	THERMOMETER	termómetro	1.95000	2.10000	1.81818	1.60000	1.95833	1.76190	2.00000	8389
3105	UMBRELLA	paraguas	2.00000	2.95000	1.50000	2.05000	2.45000	2.68182	2.20000	6311
3106	WARDROBE	armario	1.40000	2.25000	2.05000	1.70000	2.75000	2.15000	1.65000	656
3107	WHISTLE (INSTRUMENT)	silbato	1.20000	1.65000	2.00000	2.35000	1.80000	2.05000	1.60000	7966
3110	CLAP	aplaudir	3.45000	3.75000	3.65000	3.60000	3.34783	3.80000	2.73913	577
3111	CONDUCT	dirigir	3.17391	2.31818	3.25000	2.70000	2.45000	2.90476	2.60000	2815
3121	OPERATE (MEDICINE)	operar	2.75000	1.75000	2.25000	1.95000	1.60000	2.05000	1.71429	6148
3122	PAINT (SOMETHING)	pintar	3.25000	2.95455	3.20000	3.71429	3.75000	3.90000	3.45000	6619
3128	SHOWER (ACTION)	ducha	2.10000	3.95000	2.60000	3.18182	4.05000	3.95000	3.55000	2960
3135	VACUUM (SOMETHING)	aspirar	3.66667	2.77273	2.85714	2.33333	2.54167	3.70000	3.05000	774
3137	OAR	remo	1.60000	1.95000	2.00000	2.00000	1.95000	1.85000	2.30000	7438
3144	GORILLA	gorila	2.70000	1.75000	2.38095	2.15000	2.40000	2.40000	1.50000	4163
3145	HIPPOPOTAMUS	hipopótamo	2.15000	1.90000	1.90000	2.55000	2.60000	1.90000	1.90000	4352
315	CURASSOW	pavo	2.15000	1.50000	1.66667	1.60000	1.80000	2.10000	2.18182	6420
318	FOOTPRINT	huella	2.35000	1.87500	2.60000	2.20000	2.20000	2.59091	2.25000	4424
3199	TWIST (AROUND)	torcer	1.50000	1.40000	1.50000	1.60000	1.56000	1.45000	1.75000	8484
3202	CANNON	cañón	2.05000	1.50000	2.25000	1.60000	1.45000	2.05000	1.55000	1350
3208	CENTER OR MIDDLE	medio	2.05000	2.33333	2.05000	2.05000	2.00000	2.55000	2.50000	5562
323	FAT (ORGANIC SUBSTANCE)	grasa	1.65000	1.38095	1.30000	1.50000	1.50000	1.82609	1.76190	4200
3230	DECEIVE	engañar	1.65000	1.20000	1.30000	1.50000	1.10000	1.10000	1.25000	3188
3235	OPEN (STATE)	abierto	2.20000	2.95000	3.25000	2.95238	2.85000	2.60000	3.35000	18
326	CLOAK	capa	1.80000	2.00000	2.21739	2.34783	2.40000	2.00000	2.22727	1353
3282	GROOM	novio	3.15000	2.85000	3.35000	4.10000	4.05000	3.30000	3.35000	6025
3283	CAGE	jaula	1.55000	1.15000	1.25000	1.31818	1.05000	1.10000	1.55000	5009
3284	GRAVEYARD	cementerio	2.00000	1.25000	1.20000	1.09524	1.30000	1.60000	2.65000	1511
3287	BLOOM	florecer	3.65000	3.75000	3.91667	3.13636	3.95000	4.05000	3.75000	3877
3302	QUARREL (VERB)	discutir	1.45455	1.45000	1.75000	1.55000	1.40000	1.60000	1.40000	2835
3303	PICTURE (PAINTING)	cuadro	3.15000	2.50000	2.15000	2.75000	3.04545	2.50000	2.95000	2300
3304	PICTURE (PHOTOGRAPH)	fotografía	3.35000	2.90000	3.60000	3.65000	4.15000	3.40000	3.75000	3928
3311	FLOWING BODY OF WATER	arroyo	1.31579	2.90476	2.05000	2.15000	2.70000	1.65000	3.70000	693
3314	LYNX	lince	2.30000	1.75000	2.60000	2.40000	2.45833	2.60000	2.59091	5229
3325	PEARL	perla	3.37500	2.68000	3.20000	2.18182	3.30000	3.15000	2.80000	6539
3333	BELIEF (RELIGIOUS)	creencia	3.55000	3.40000	3.20000	2.47619	2.80000	2.70000	3.04762	2251
3351	STOP DOING	parar	1.75000	3.15000	1.35000	1.61905	2.15000	2.35000	2.90000	6324
3375	PATIENT (SICK PERSON)	paciente	3.10000	2.90909	2.50000	1.80000	3.00000	2.85000	2.78261	6241
3377	EMPEROR	emperador	2.40000	1.55000	2.35000	1.52174	1.90000	2.30000	1.95455	3111
3396	BUILDING	edificio	1.87500	2.15000	1.80000	2.14286	2.30000	1.85000	2.23810	3005
3399	WAREHOUSE	almacén	1.85000	1.65000	1.75000	1.75000	1.45000	2.00000	1.65000	372
34	STAIRS	escalera	1.60000	2.10000	2.15000	2.15000	1.95000	1.95000	1.80000	3306
3405	RULER	regla	1.55000	2.52174	1.38095	2.05000	1.70000	2.50000	1.72727	7381
3429	COMPARE	comparar	1.85000	1.52174	1.80000	1.61905	1.95000	1.85000	1.80000	1827
3447	BEGIN OR START	empezar	2.95000	3.55000	3.72727	3.20000	3.10000	3.55000	3.00000	3113
345	SAP	savia	2.22222	2.35000	2.11111	1.89474	2.55000	1.78947	2.36364	7820
3458	SILENCE	silencio	3.10000	3.70000	2.00000	2.26087	3.60000	3.95238	4.28571	7968
3460	BEACH	playa	3.18182	3.95238	3.80000	4.25000	4.40000	4.25000	4.35000	6679
3469	LEVEL	nivel	2.35000	1.90000	2.70000	2.30000	2.10000	2.90000	1.76190	5987
3472	DANCE (MOVEMENT)	danza	3.50000	3.60000	3.55000	4.20000	3.70000	3.80000	3.62500	2373
353	STRIKE	golpear	1.10000	1.90000	1.55000	1.28571	1.75000	1.65217	1.16667	4157
3544	WAVE (VERB)	saludar	2.25000	2.30000	3.10000	3.15000	3.40000	3.60000	3.30000	7775
356	SHEARS	tijeras	1.40000	1.60000	1.75000	2.10000	1.75000	1.75000	1.54545	8428
357	HANG UP	colgar	1.65000	1.95000	2.35000	1.88000	1.75000	1.90000	1.95238	1752
3608	WARRIOR	guerrero	3.25000	2.15000	2.45000	1.90909	2.46429	2.85000	1.71429	4239
361	PEG	pinza	1.50000	2.15000	1.40000	2.04348	1.86957	1.95000	1.60000	6624
3612	INDIGENOUS PEOPLES OF THE AMERICAS	indio	2.31579	2.15000	1.75000	1.80000	1.90000	1.75000	2.27273	4655
3628	HONOR (SOMEBODY)	honor	3.50000	3.25000	3.22727	2.50000	3.75000	3.35000	3.75000	4385
3632	GENEROUS	generoso	3.80000	3.70000	3.10000	3.25000	3.62500	4.55000	3.86957	4089
3635	ADULT	adulto	2.40000	2.50000	1.90000	2.38095	2.85000	3.20000	2.33333	202
3639	AVOID	evitar	1.90000	2.43478	1.81818	1.30000	1.95000	1.70000	1.55000	3557
3644	AGREEMENT	acuerdo	3.25000	3.45000	2.95455	2.60870	3.30000	3.90000	3.30000	147
3645	PERSUADE	persuadir	2.40000	2.72727	2.70000	1.75000	2.40000	2.05000	2.35000	6564
3649	PUNISH	castigar	1.40000	1.58333	1.35000	1.30000	1.20000	1.30000	1.10000	1451
3653	COOKING POT	olla	1.70000	1.55000	1.69565	1.70000	1.80000	1.95833	2.10000	6128
3654	TAKE OUT	sacar	1.55000	2.40000	1.85000	1.95000	1.85000	2.40000	1.91304	7738
3657	GRANARY	granero	1.63158	2.40000	1.65000	2.22727	1.55000	2.78947	2.42857	4193
3665	TRAVEL	viajar	3.90476	3.95000	4.27273	4.52174	4.60000	4.30000	3.40000	8857
367	RIDE	montar	2.35000	2.35000	3.10000	2.23810	2.25000	2.45000	2.28571	5768
3675	ZEBRA	cebra	2.30000	2.15000	2.45000	2.55000	2.40000	2.55000	2.80000	1489
3681	PARTRIDGE	perdiz	1.75000	1.95000	1.80000	1.66667	2.15000	1.75000	2.04167	6505
3687	DESERT	desierto	1.95833	2.00000	1.71429	2.04762	2.35000	2.10000	2.52381	2629
3689	BUBBLE	burbuja	2.55000	2.70000	2.50000	2.42857	2.60000	2.50000	2.85000	1189
369	OWE	deber	2.40000	1.90000	2.10000	1.39130	1.95000	1.75000	1.95238	2383
3709	BRILLIANT	brillante	3.60000	2.85000	3.60000	3.17391	3.70000	4.00000	3.25000	1153
371	PICK UP	recoger	1.50000	3.05000	2.25000	1.80000	2.70000	2.40000	2.50000	7276
3711	TIE (NOUN)	corbata	1.86364	1.90000	1.85000	1.45000	1.82609	2.45000	2.20000	2168
3732	POMEGRANATE	granada	1.56522	2.15000	1.85000	2.27273	2.10000	1.95000	1.65000	4189
3748	DROP (OF A LIQUID)	gota	2.05000	2.40000	2.05000	1.60000	2.45000	2.35000	2.39130	4167
3762	SAFE	enchufe	1.35000	1.91304	1.55000	1.75000	2.15000	1.55000	1.59091	3148
377	LOUD	ruidoso	1.65000	1.40000	1.45000	2.40000	1.30000	1.35000	1.25000	7717
3780	PET	mascota	3.85000	3.85000	4.00000	3.68182	3.56522	3.90000	3.86957	5495
3797	OSTRICH	avestruz	1.90000	2.15000	2.15000	1.90000	1.75000	2.10000	2.00000	912
38	SPREAD OUT	extender	2.20000	3.00000	2.20000	1.90476	2.35000	3.19048	2.15000	3647
3830	WALL	muro	1.50000	1.88889	1.27273	1.70000	1.90000	1.34783	1.82609	5870
3847	INTEREST (FEELING)	interés	4.05000	3.05000	4.50000	3.28571	3.55000	4.00000	2.95000	4883
3873	CHOCOLATE	chocolate	3.30000	3.41667	3.85000	3.30000	4.60000	4.15000	3.33333	1599
3876	DENTIST	dentista	2.60000	2.15000	1.60000	1.65000	1.95000	1.85000	1.80952	2490
3878	DIAMOND	diamante	3.30000	2.55000	2.91304	2.35000	3.30000	3.20000	2.82609	2744
388	FISHNET	red	2.10000	2.39130	2.20000	1.80952	1.75000	2.25000	2.05000	7324
3882	ROSE	rosa	2.65000	3.35000	2.75000	2.45455	3.35000	3.55000	3.31818	7695
3888	SKUNK	mofeta	1.25000	1.55000	1.28571	2.10000	1.95652	1.35000	1.45000	5734
390	PUNISHMENT	castigo	1.45000	1.30000	1.40000	1.20000	1.15000	1.85000	1.25000	1452
391	BLESS	bendecir	2.60000	2.69565	2.50000	1.95000	2.25000	2.50000	2.25000	1042
3917	DEVIL	diablo	1.70000	1.30000	1.47826	2.15000	1.40000	1.25000	1.55000	2734
3929	BRAZILIAN CEDAR	cedro	1.68750	2.00000	1.40000	1.35294	2.29412	2.33333	2.72222	1491
394	SHAMAN (FOLK HEALER)	curandero	2.56522	2.85000	2.12000	1.90476	2.00000	2.65000	2.00000	2361
3955	HOSTILITY	hostilidad	1.55000	1.25000	1.65000	1.35000	1.43478	1.15000	1.62500	4415
3957	SYSTEM	sistema	1.70000	1.90000	2.35000	1.85000	1.95000	2.20000	1.78947	8015
3958	SOCIETY	sociedad	2.45000	2.30000	2.75000	2.55000	2.50000	2.57143	2.15000	8046
3966	CONCEPT	concepto	1.90000	2.65000	2.33333	1.70000	2.45000	2.90000	2.33333	1907
3974	UNHAPPY	infeliz	1.50000	1.25000	1.15000	1.30000	1.30000	1.25000	1.20000	4699
3975	NERVOUS	nervioso	1.70000	1.90000	2.80000	1.45000	1.55000	1.60000	1.45000	5960
399	PLANTAIN	plátano	1.80769	2.15000	2.05000	2.20000	2.95000	2.40000	2.15000	6673
3991	TORTILLA	tortilla	2.40000	1.65000	2.80000	2.50000	3.47826	3.20000	2.45455	8502
3994	PIANO (INSTRUMENT)	piano	3.05000	3.30000	3.00000	3.10000	3.45000	3.10000	3.20000	6597
4000	LIGHTBULB	bombilla	2.60000	2.00000	2.80000	1.85000	2.40000	1.90000	2.00000	1119
4005	SUITCASE	maleta	1.30000	2.60000	3.10000	2.57143	2.60000	2.55000	2.60000	5384
4006	ROBOT	robot	2.55000	2.20000	2.35000	2.36364	2.15000	2.30000	2.04762	7669
4007	WALRUS	morsa	1.80000	1.50000	1.55000	2.09091	1.75000	2.00000	1.86364	5795
4011	TRUCK	camión	1.55000	1.82609	1.80000	1.60000	2.05000	1.80000	1.73913	1294
4012	TELESCOPE	telescopio	3.35000	1.80000	2.56522	2.85000	2.80000	2.71429	2.78261	8327
4013	AMBULANCE	ambulancia	2.73913	3.00000	1.65000	1.45000	1.25000	1.65000	1.47619	432
4014	MICROPHONE	micrófono	1.80000	2.25000	2.40000	2.80000	2.35000	2.40000	2.00000	5646
4015	PIRATE	pirata	1.70000	1.50000	2.09091	2.63636	2.35000	1.85000	1.54545	6632
4016	MICROSCOPE	microscopio	3.05000	1.95000	2.60000	2.05000	2.65000	2.35000	1.85000	5648
4017	JELLYFISH	medusa	2.45000	1.45000	1.75000	1.60000	1.60000	2.05000	1.80000	5571
4020	CLOWN	payaso	1.90000	2.15000	2.22727	3.54167	2.25000	2.10000	1.80000	6422
4021	DINOSAUR	dinosaurio	2.85000	1.30435	2.80000	2.66667	2.75000	2.05000	1.82609	2797
4022	SUBMARINE	submarino	2.50000	2.00000	2.35000	2.28571	2.35000	2.40000	1.80000	8146
4023	VIOLIN	violín	2.85000	2.50000	2.25000	3.09091	2.65000	2.75000	3.56522	8908
4024	SAXOPHONE	saxofón	2.13043	2.41667	2.10000	2.70000	2.54545	2.35000	2.95000	7822
4035	SWEATER	jersey	1.55000	3.13043	2.55000	1.70000	2.70833	2.85000	2.80000	5018
404	ALCOHOL (FERMENTED DRINK)	alcohol	1.71429	2.95000	2.90000	2.95000	2.60000	1.60000	1.42308	329
41	IGNORE	ignorar	1.45000	1.77273	1.60000	1.50000	1.45000	1.65000	2.19048	4478
420	FOREST	bosque	3.25000	3.40000	2.75000	2.72727	3.31818	3.60000	3.75000	1133
43	LEAD (GUIDE)	guiar	3.20000	3.25000	3.00000	2.33333	2.90000	3.30000	3.24000	4243
457	BLIND PERSON	ciego	2.50000	1.35000	1.90000	1.70000	1.60000	1.35000	2.00000	1614
471	UPPER LEG (THIGH)	muslo	1.80000	2.45000	1.57143	1.80000	2.85000	2.61905	2.05000	5880
472	PELICAN	pelícano	2.65000	1.85000	2.05000	2.60000	2.50000	2.70000	2.09091	6451
474	DRESS	vestido	2.30000	2.50000	2.25000	2.26087	3.00000	2.75000	2.22727	8844
476	CUP	taza	1.55000	2.60000	2.40000	2.10000	2.05000	2.55000	2.61905	8304
477	LATE	tarde	1.95000	1.76190	2.40000	2.00000	2.30000	2.00000	2.23810	8293
479	GROW	crecer	3.30000	3.65000	3.70000	3.60000	4.00000	4.00000	3.40000	2244
480	PLATE	plato	1.60000	1.75000	1.50000	2.35000	2.25000	2.86364	2.15000	6677
482	NOBLE	noble	3.25000	2.90000	2.65000	2.85000	3.80000	3.45000	3.85714	5988
484	CONDEMN	condenar	1.60000	1.50000	1.24000	1.19048	1.55000	1.50000	1.50000	1936
485	DISAPPEAR	desaparecer	2.25000	2.18182	1.55000	1.80000	2.00000	1.90000	2.20000	2549
486	MINISTER	ministro	2.10000	1.50000	1.75000	1.55000	1.50000	2.20000	1.65000	5679
487	SHY	tímido	1.90000	1.60000	2.05000	2.50000	2.00000	1.85000	2.65000	8432
488	MANNER	manera	1.80000	2.25000	2.05000	1.86364	2.25000	2.15000	1.95455	5413
489	KIDNEY	riñón	2.15000	2.20000	1.65000	1.60870	1.65000	1.90000	1.66667	7654
491	CENTER	centro	2.00000	2.60000	1.90000	1.80000	2.10000	2.18182	2.65000	1526
497	SCAR	cicatriz	2.45000	2.54545	1.72000	1.45000	1.94737	1.75000	1.75000	1609
499	CURE	curar	3.45000	4.40000	4.15000	1.86957	4.15000	4.45000	3.95000	2362
500	CRUEL	cruel	1.50000	1.20000	1.25000	1.35000	1.05000	1.10000	1.25000	2291
501	LIFT	levantar	2.45000	3.15000	2.75000	2.30000	2.26087	3.21739	2.20000	5174
502	NAIL (TOOL)	clavo	1.80000	1.50000	1.35000	1.55000	1.55000	1.45000	1.55000	1682
503	FROG	rana	1.80000	2.17391	2.05000	2.77273	1.60000	2.61905	1.75000	7191
504	LEARN	aprender	4.20000	3.60870	3.75000	4.00000	3.65000	4.35000	3.81818	600
506	MAIZE	maíz	2.00000	1.75000	1.80000	1.70000	2.90000	1.70000	2.05000	5369
509	CERTAIN	seguro	3.05000	3.85000	3.40000	2.10000	3.55000	4.05000	3.80000	7859
52	SHIVER	temblar	1.80000	1.45000	2.20000	1.76190	1.70000	1.50000	1.30000	8334
522	WOLF	lobo	2.35000	2.25000	2.40000	2.27273	2.30000	1.91304	2.04762	5280
523	BACK OF HEAD	posterior	2.10000	2.00000	2.25000	1.80000	2.45000	2.10000	2.04762	6779
53	SPIRIT	espíritu	3.45000	2.55000	3.25000	2.75000	3.30000	2.80952	3.45000	3414
539	NEST	nido	2.25000	2.50000	2.28571	1.85000	2.75000	2.40741	3.15000	5974
544	SPICY	picante	2.00000	1.45000	2.76190	2.26087	2.83333	2.30000	1.48000	6598
55	WHISPER	murmurar	2.04348	1.90000	1.77273	1.80000	2.12500	1.80000	2.22727	5869
568	RISE (MOVE UPWARDS)	ascender	3.05000	3.19048	3.72727	2.95000	2.85000	4.00000	2.90000	725
575	TREAD	pisar	1.50000	1.80000	1.45833	1.80000	2.15000	2.20000	2.20000	6638
578	KISS	besar	3.50000	3.70000	4.55000	4.00000	4.70000	3.95000	3.40000	1057
579	BATTLE	batalla	2.45455	1.85000	2.34783	1.85000	1.55000	1.70000	1.23810	1021
581	COME BACK	regresar	2.40000	2.80000	2.90000	2.42857	2.80000	3.65000	3.15000	7386
582	LEND	prestar	2.19048	2.25000	2.30000	2.60000	3.10000	2.65000	2.54545	6880
584	DIFFICULT	difícil	3.10000	2.00000	2.80000	1.70000	1.64000	2.20000	1.72727	2771
585	BOOT	bota	1.75000	1.95238	1.95000	2.04167	2.47619	1.90000	1.45000	1134
586	GARDEN	jardín	2.95000	2.85000	3.15000	3.52381	3.65000	3.00000	3.40000	5004
587	ANT	hormiga	2.40000	1.70000	1.55000	1.90000	2.40000	2.30000	2.19048	4398
589	CLOSED	cerrado	1.35000	2.00000	1.38095	1.30000	1.40000	1.55000	1.71429	1547
59	ELECTRICITY	electricidad	2.05000	2.65000	2.05000	2.10000	2.46154	2.05000	2.05000	3047
590	NAKED	desnudo	2.35000	1.65000	2.05000	2.76190	3.00000	3.25000	2.60000	2647
593	POTATO	papa	3.05000	3.10000	2.55000	2.90000	2.42105	3.05000	3.40000	6299
594	PIECE	pieza	1.83333	1.86364	1.65000	2.00000	1.95000	1.69565	2.45000	6607
596	POSTAGE STAMP	sello	1.65000	1.77273	2.15000	1.95000	2.00000	1.75000	2.62500	7866
597	PHYSICIAN	médico	3.40000	3.95000	2.80000	2.05000	2.15000	2.85000	3.25000	5559
598	SHELL	concha	2.15000	2.00000	2.35000	2.60000	3.30000	2.20000	2.90909	1912
6	EARTHQUAKE	terremoto	2.15000	1.09091	1.75000	1.09524	1.35000	1.05000	1.10000	8394
60	OAT	avena	1.71429	2.15000	1.95000	1.85000	2.63158	1.95000	2.20833	903
601	LIE (MISLEAD)	mentir	1.42857	1.45000	1.42857	1.28571	1.45000	1.30000	1.50000	5597
602	HIDE (CONCEAL)	esconder	2.00000	1.91667	1.70000	2.57143	1.95000	1.50000	1.75000	3335
603	COAT	abrigo	2.31818	2.88000	2.30000	1.95238	3.00000	2.15000	3.00000	36
604	GLASS	vaso	1.50000	1.90000	1.75000	1.61905	1.80000	1.90000	1.80000	8763
605	GRAIN	grano	1.56522	1.45000	1.95000	1.61905	1.65000	1.60870	1.90000	4198
606	GRASS	hierba	1.95000	3.00000	2.30000	2.72727	3.08696	3.25000	3.40000	4336
607	GRASSHOPPER	saltamontes	2.05000	2.18182	2.10000	1.75000	1.90000	1.85000	2.05000	7769
609	HAIL	granizo	2.55000	2.00000	1.81818	2.00000	2.35000	2.15000	1.88000	4195
610	PORT	puerto	2.16667	2.70000	1.80000	2.30000	2.65000	2.35000	3.34783	7105
614	HILL	colina	1.90000	2.00000	2.36364	2.75000	3.05000	2.45000	3.19048	1754
615	HORSE	caballo	2.95000	2.70000	2.20000	3.30000	2.85000	2.25000	2.60870	1211
616	HOSPITAL	hospital	3.05000	1.80000	1.90000	1.26087	1.70000	1.95000	1.90000	4410
617	ICE	hielo	2.05000	2.65000	1.95000	2.35000	3.10000	2.35000	1.80000	4334
619	ANIMAL	animal	2.85000	2.25000	2.55000	3.65000	3.90000	2.60000	2.80000	493
620	INSECT	insecto	1.75000	1.61905	1.60000	1.85000	1.45000	1.45000	2.16667	4799
621	IRON	hierro	2.05000	1.65000	1.40000	1.45000	2.35000	1.75000	1.65000	4337
622	ISLAND	isla	2.45000	3.33333	2.90476	3.40909	4.05000	2.65000	3.40000	4990
623	LAGOON	laguna	2.05000	2.04545	2.70000	2.15000	3.15000	2.05000	3.30000	5082
624	LAKE	lago	3.00000	3.33333	3.25000	3.25000	3.13043	3.35000	3.52381	5080
625	LAMP	lámpara	1.60000	2.15000	1.83333	1.50000	1.90000	2.35000	2.31818	5088
627	LEAD (CHEMICAL ELEMENT)	plomo	1.55000	1.45000	1.25000	1.54545	1.52174	1.85000	1.39130	6688
628	LEAF	hoja	1.86957	1.95000	1.95000	2.05000	2.50000	1.90000	2.71429	4366
630	LIGHT (RADIATION)	luz	3.25000	3.30000	3.75000	2.50000	3.43478	3.70000	3.60000	5332
632	LIZARD	lagartija	1.90000	1.85000	1.95000	2.15000	1.95000	2.45000	1.80000	5078
633	MARKET	mercado	2.50000	2.10000	2.80000	2.55000	2.55000	3.05000	1.65000	5605
634	MEAT	carne	2.35000	1.65000	2.05000	1.75000	3.17391	2.10000	1.75000	1411
635	MILK	leche	1.65000	2.22727	2.19048	1.95455	2.34615	2.15000	2.15000	5124
636	MILL	molino	1.55000	1.72727	1.65000	2.15000	2.05000	1.90000	3.00000	5743
637	MOSS	musgo	2.00000	2.10000	1.70000	1.35000	1.95000	2.55000	2.45000	5876
638	MOTORCYCLE	motocicleta	2.00000	1.85000	1.73913	2.38095	2.65000	2.30000	1.95000	5810
639	MOUNTAIN	montaña	3.30000	3.00000	2.95000	2.65000	3.55000	2.95652	3.43478	5766
64	PIN	alfiler	1.65000	1.20000	1.55000	1.85000	1.57895	1.90000	1.65000	352
640	MUD	lodo	1.15000	1.61905	1.30000	1.68421	1.26316	1.40000	1.30000	5292
641	MUSHROOM	hongo	1.87500	1.50000	1.60000	2.14286	1.36000	1.75000	1.95238	4384
642	MUSIC	música	3.95000	4.00000	4.00000	3.95455	4.55000	4.15000	4.35000	5877
643	NEED (NOUN)	necesidad	2.25000	2.05000	2.54545	2.23810	2.80000	2.40000	1.80000	5939
644	OAK	roble	2.05000	2.04167	2.35000	2.63636	2.86957	2.60000	3.40000	7667
645	OCEAN	océano	3.80000	2.57143	3.25000	2.75000	3.90909	3.30000	4.05263	6091
646	ASH	ceniza	1.38462	1.35000	1.45000	1.50000	1.40000	1.35000	2.00000	1517
647	PAINT (PIGMENTS)	pintura	3.45000	2.85000	3.15000	3.30000	3.27273	3.35000	2.71429	6623
648	PAPER	papel	1.63636	1.90000	2.05000	2.50000	2.35000	1.90000	2.66667	6304
651	SEAL	foca	1.90000	1.75000	1.80000	2.38095	2.40000	2.30000	2.04762	3886
652	PLAIN	llano	1.95000	2.95000	1.80952	1.73913	2.65000	2.05000	2.86957	5265
653	PLANT (VEGETATION)	planta	2.90000	2.90000	2.20000	1.81818	3.00000	2.90000	3.25000	6661
655	POISON	veneno	1.70000	1.20000	1.95000	1.47619	1.40000	1.60000	1.18182	8798
657	PRICE	precio	2.65000	1.85000	1.90000	1.66667	2.30000	2.19231	2.13043	6806
658	RAIN (PRECIPITATION)	lluvia	2.55000	2.73913	2.45000	3.25000	3.00000	3.00000	3.80000	5278
660	REEF	arrecife	3.35000	2.25000	2.52632	2.31579	3.38889	2.40000	3.10000	679
661	RELIGION	religión	2.40000	2.50000	2.00000	2.05000	1.95000	2.75000	2.45000	7423
662	BATTERY	pila	1.85000	2.20000	1.95000	1.90000	2.20000	1.55000	1.70000	6609
664	RESIN	resina	1.40000	1.50000	1.75000	1.45455	2.05000	1.90000	2.09524	7539
665	BEE	abeja	2.04762	1.40000	1.90000	1.45000	2.25000	1.85000	1.83333	13
666	RIVER	río	2.10000	3.05000	2.85000	3.28571	3.75000	3.40000	3.70000	7655
667	ROAD	carretera	1.80000	2.40000	2.08696	2.35000	2.25000	3.20000	2.55000	1420
670	ROOT	raíz	2.50000	2.65000	2.45000	2.15000	2.17391	2.55000	2.70000	7186
671	SAND	arena	2.05000	2.60000	2.85000	3.85000	2.42857	2.45833	3.60870	641
672	EARLY	temprano	2.05000	3.05000	1.90000	1.85000	2.40000	2.65000	2.86364	8354
673	SCHOOL	colegio	2.47619	2.47619	2.25000	2.80000	2.55000	2.45000	2.05000	1749
674	MOUTH	boca	2.90000	2.40000	2.70000	3.05000	3.95000	2.60000	2.59091	1099
677	AXE	hacha	1.35000	1.40000	1.60000	1.38095	1.40000	1.45000	1.75000	4264
678	BEARD	barba	1.90476	1.95000	1.60000	2.40000	2.45000	1.70000	2.20000	986
68	TATTOO	tatuaje	2.55000	2.35000	3.15000	3.50000	3.45000	3.60000	2.13043	8299
680	BREAK (DESTROY OR GET DESTROYED)	romper	1.70000	2.25000	1.95000	2.22727	1.95000	1.80000	1.95238	7690
681	DESTROY	destruir	1.40000	1.65000	1.38095	1.52381	1.60000	1.30000	1.36364	2698
682	SIDE	lado	1.55000	1.80000	1.55000	2.30000	2.10000	2.13636	2.15000	5074
683	PERSON	persona	3.85000	3.20000	3.37500	3.65000	3.40000	3.20000	3.45455	6557
685	DECIDE	decidir	2.90000	3.50000	2.70000	2.45000	2.86364	3.55000	2.69565	2401
686	EASY	fácil	2.45000	3.55000	2.80952	2.69565	3.70000	2.85000	3.72727	3687
688	LUNG	pulmón	2.10000	2.50000	2.30000	1.60000	2.20000	2.55000	1.60000	7110
69	SOBER	sobrio	2.21053	3.00000	2.30000	2.70000	3.30000	2.70000	3.27273	8040
690	BOTTOM	fondo	2.40000	1.75000	1.65000	1.86364	2.20000	1.65000	2.60000	3897
691	SEASON	estación	2.30000	2.65000	2.35000	1.90000	2.45000	2.45000	2.22727	3440
692	BRING	traer	1.70000	2.45000	2.35000	2.05000	2.35000	2.70000	2.05000	8527
694	GET	obtener	2.45000	3.40000	3.45000	2.71429	3.20000	3.75000	2.85714	6082
695	GO	ir	2.04545	3.00000	2.80000	2.72727	3.05000	2.85000	3.15000	4970
696	STIR	revolver	1.45000	1.60000	1.55000	2.00000	2.45000	1.45000	1.75000	7632
698	WISE	sabio	4.35000	3.60000	3.60000	2.00000	3.55000	4.33333	3.75000	7733
699	SAD	triste	1.55000	2.04762	1.40909	1.14286	1.70000	1.60000	1.59091	8625
700	CARRY	llevar	2.00000	2.35000	2.25000	1.81818	1.75000	2.14286	2.26087	5273
