CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AOA_READING_MEAN	ENGLISH_AOA_WRITING_MEAN	ENGLISH_AOA_READING_UNTRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_UNTRAINED_GPT_SCORE	ENGLISH_AOA_UNTRAINED_GPT_SCORE	ENGLISH_AOA_READING_TRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_TRAINED_GPT_SCORE	ENGLISH_AOA_TRAINED_GPT_SCORE	LINE_IN_SOURCE
3855	ITCH (CAUSE ITCHING OR FEEL ITCHY)	itch	7.693548387096774	7.635416666666667	6.5	7.5	4.5	5.4	5.7	4.9	3826
3857	EGGSHELL	eggshell	6.143535427319211	7.054054054054054	8.5	8.5	5.5	5.5	6	5	6120
3858	CONFUSED	confused	6.961937716262975	8.02121913580247	8.5	9.5	5.5	7.1	7.5	7	1209
3860	POSSESSIONS	belongings	9.368421052631579	10.631578947368421	8.5	9.5	6.5	8.5	8.9	8	6740
3861	FAIL	fail	7.77027027027027	8	7.2	8.5	5.5	6.1	6.2	5.9	2727
3867	ALCOHOLIC (PERSON)	alcoholic	9.291666666666666	10.368421052631579	12.5	12.5	8.5	11	11.2	10.9	11030
387	SLING	sling	8.661764705882353	9.367647058823529	8.5	8.5	6.5	7.7	8	7.5	8744
3871	MURDERER	killer	7.828571428571428	8.333333333333334	8.5	8.5	6.5	7.1	7.3	7	3031
3872	BLOND	blond	8.121621621621621	8.972972972972974	7.5	8.5	5.5	7	7.1	6.5	6070
3873	CHOCOLATE	chocolate	6.268518518518518	5.857777777777779	6.5	7.5	4.5	5	5.5	4	548
3874	KNOWLEDGE	knowledge	7.453648915187377	8.1721875	10.5	10.5	6.5	8.1	8.5	7.9	2581
3875	CRIMINAL	criminal	7.424168975069252	7.735312500000001	10.5	11.5	8.5	8.1	8.4	7.9	4455
3876	DENTIST	dentist	7.288571428571428	8.408564814814815	7.5	7.5	6.5	5.5	6	5	2042
3878	DIAMOND	diamond	8.06005859375	8.63888888888889	8.5	9.5	6.5	6.1	6.2	6	2827
3879	IMAGINE	imagine	7.674740484429066	8.256756756756756	7.5	9.5	5.5	7	7.1	6.5	681
3881	PISTOL	pistol	8.243243243243244	9.067567567567568	9.5	9.5	7.5	8.5	9	8	7562
3882	ROSE	rose	6.742857142857143	7.418918918918919	6.5	6.5	5	5.5	6	5	638
3883	NOISY	noisy	6.651234567901235	7.134062500000001	5.5	7.5	4.5	6.4	6.7	6	1395
3885	IMPATIENT	impatient	10.56060606060606	11.378787878787879	9.5	10.5	6.5	8.5	9	8	4910
3886	TARANTULA	tarantula	9.93939393939394	10.878787878787879	10.5	10.5	8.5	9.1	9.7	8.9	4536
3887	NOBODY	nobody	6.48734693877551	6.552977839335181	6.5	7.5	4.5	5.5	6	5	563
3888	SKUNK	skunk	7.659602076124568	8.26643598615917	7.5	7.5	6.5	6.4	6.7	6	1270
3892	ACQUIRE (SOMETHING)	acquire	9.554054054054054	10.31081081081081	10.5	11.5	8.5	10.5	11	10	5930
3893	AFFORD	afford	8.094907407407408	9.067567567567568	9.5	10.5	7.5	8.4	8.7	8	3700
3894	ATTACH	attach	5.935555555555555	6.6181640625	8.5	9.5	5.5	7.7	8	7.4	5328
3895	DETECT	detect	8.631578947368421	9.0375	9.5	9.5	7.5	9.1	9.5	9	10149
3896	ROAR	roar	6.618906064209274	7.28466796875	5.5	6.5	4.5	6.1	6.3	5.9	883
3897	NATURE	nature	7.44775390625	8.573529411764707	7.5	9.5	6.5	7.1	7.4	7	1433
390	PUNISHMENT	punishment	6.1913580246913575	7.185902118334551	8.5	9.5	5.5	6	6.5	5	4783
3902	TRUST (SOMEBODY)	trust	6.3447265625	6.685171658144631	7.5	8.5	5.2	6.5	6.7	6	1318
3903	SYMPATHIZE	sympathize	10.605263157894736	11.368421052631579	10.5	11.5	8.5	10.5	11	10	9966
3904	ENCOUNTER (MEET)	encounter	8.716962524654832	10	9.5	10.5	8.5	10.1	10.5	9.9	5063
391	BLESS	bless	7.464489795918368	8.26466049382716	7.5	8.5	5.5	6.4	6.7	6	2901
3914	TURQUOISE	turquoise	9.379629629629628	10.164737654320987	10.5	10.5	7.5	9.5	10	9	4528
3915	PRIDE	pride	8.907894736842104	9.56578947368421	8.5	9.5	6.5	7.1	7.2	7	1616
3916	PLEASURE	pleasure	8.723684210526315	9.153846153846153	8.5	9.5	6.5	8.5	8.9	8	3078
3917	DEVIL	devil	6.185171658144631	6.976990504017531	8.5	8.5	5.5	6.5	6.9	6	3263
392	MAGIC	magic	6.814506539833531	7.039591836734695	6.5	7.5	5.2	5.5	6	5	429
3929	BRAZILIAN CEDAR	cedar	8.066530612244899	8.757551020408163	10.5	10.5	8.5	9.5	10	9	5252
3947	HONEYCOMB	honeycomb	6.683864265927977	7.716216216216216	9.5	10.5	7.5	8.4	8.7	8	7486
3948	SHOTGUN	shotgun	8.921052631578947	9.56578947368421	9.5	9.5	7.5	8.1	8.5	7.9	7686
395	PILL	pill	5.743496357960458	6.679063360881543	7.5	7.5	5.5	6.4	6.7	5.9	3648
3951	PANDA	panda	6.343265306122449	6.612534626038781	6.5	7.5	5.5	7	7.1	6.9	1255
3952	REFRIGERATOR	refrigerator	6.599173553719008	7.0051939058171735	8.5	10.5	5.5	6.5	7	5.9	2697
3953	CHARITY	charity	7.857142857142857	8.181632653061225	9.5	10.5	7.5	8.4	8.7	8	4520
3954	FRIENDSHIP	friendship	7.83447265625	8.480324074074074	8.5	9.5	5.5	6.1	6.3	5.9	1368
3957	SYSTEM	system	9.676470588235293	10.294117647058824	8.5	9.5	8.5	9.1	9.5	9	1819
3958	SOCIETY	society	9	9.455882352941176	10.5	11.5	8.5	10	10.2	9.9	4287
3959	RELATIONSHIP	relationship	9.5	10.297297297297296	10.5	11.5	7.5	9.1	9.5	9	6710
3960	IDENTITY	identity	9.878378378378379	10.662162162162161	11.5	11.5	10.5	10	10.2	9.9	4718
3961	TEAM	team	6.776734693877551	7.373265157048942	6.5	7.5	5.2	6.1	6.2	5.9	419
3962	DISCIPLINE	discipline	8.403225806451612	9.125	10.5	11.5	8.5	8	8.5	7.5	6222
3963	SCENERY	scenery	10.094594594594595	10.736842105263158	9.2	10.5	7.5	8.7	9	8.5	5231
3965	TRAUMA	trauma	9.527027027027026	9.973684210526315	12.5	12.5	12.5	11.5	12	11	2514
3967	CONTENT	content	9.212121212121213	9.691176470588236	9.5	10.5	7.5	8.1	8.4	8	3219
3968	EFFECT	effect	7.221450617283951	7.789819944598339	10.5	11.5	8.5	9.1	9.5	9	3797
3969	RESULT	result	9.1	9.042857142857143	8.5	9.5	6.5	8.1	8.2	8	3553
3972	EXCITED	excited	8.152777777777779	7.824324324324325	7.5	8.5	4.5	6.1	6.5	6	467
3973	DEPRESSED	depressed	8.234567901234568	9.472972972972974	11.5	11.5	8.5	10.5	11	10	5816
3974	UNHAPPY	unhappy	6.521219135802469	7.589846603360117	7.5	7.5	5.2	6.1	6.3	5.9	1998
3975	NERVOUS	nervous	6.68213296398892	7.663708086785009	7.5	9.5	5.5	8	8.1	7.5	1001
3976	EXPLODE	explode	7.648533950617284	8.113573407202216	8.5	9.5	6.5	7.5	8	7	3495
3977	SHINY	shiny	5.2414266117969825	6.18990634755463	6.5	7.5	4.5	5.5	6	5	718
3978	COMPANION	companion	7.847645429362881	8.914127423822714	9.5	10.5	7.5	9	9.2	8.9	6900
3979	TADPOLE	tadpole	8.448717948717949	9.423076923076923	7.5	7.5	5.2	7.1	7.5	7	6027
398	PIERCE	pierce	8.121621621621621	8.81081081081081	9.5	10.5	7.5	8.4	8.7	8	4988
3982	BREEZE	breeze	8.402777777777779	8.855263157894736	7.5	8.5	5.5	7.1	7.3	7	1076
3984	THESE (PLURAL OF THIS)	these	6.983333333333333	7.806451612903226	6.5	7.5	3.5	6.1	6.2	5.9	190
3985	THOSE (PLURAL OF THAT)	those	5.583333333333333	5.9279155188246095	6.5	7.5	3.5	6.1	6.3	5.9	196
3986	COLLAPSE	collapse	8.244897959183673	8.900462962962962	9.5	10.5	7.5	8.5	9	8	4328
3987	HOARSE	hoarse	9.557142857142857	9.926470588235293	9.5	10.5	7.5	9.5	10	9	4557
3988	PLATEAU	plateau	9.221450617283951	10.141620498614959	11.5	11.5	12.5	11.5	12	11	10573
3990	LAWN	lawn	6.145328719723183	6.78734693877551	6.5	7.5	5.5	6.2	6.4	5.9	1366
3991	TORTILLA	tortilla	8.757142857142858	9.64864864864865	10.5	10.5	8.5	8.5	9	8	5583
3992	SARDINE	sardine	8.425207756232686	9.6875	9.5	9.5	6.5	8.5	9	8	4942
3993	JINGLE (INSTRUMENT)	jingle	7.396484375	8.009641873278238	6.5	8.5	5.5	7	7.2	6.9	2041
3994	PIANO (INSTRUMENT)	piano	7.484848484848484	7.916666666666667	7.5	7.5	5.5	6.1	6.4	6	1827
4	COURTYARD	courtyard	9.06578947368421	10.054054054054054	9.5	10.5	8.5	10	10.2	9.9	3425
40	ENVY	envy	8.565972222222221	9.111836734693878	9.5	9.5	6.5	9.1	9.4	9	8375
4000	LIGHTBULB	lightbulb	8.5	9.355263157894736	7.5	8.5	5.5	6.4	6.7	6	5305
4003	PLIERS	pliers	9.314285714285715	9.43421052631579	9.5	9.5	7.5	8.5	9	8	5390
4005	SUITCASE	suitcase	8	8.81578947368421	6.5	7.5	4.5	7.1	7.4	6.9	2590
4006	ROBOT	robot	6.611111111111111	7.237034331628926	7.5	7.5	8.5	7.1	7.3	7	1349
4007	WALRUS	walrus	8.385714285714286	9.157142857142857	7.5	8.5	7.5	7.1	7.5	7	1855
4008	SANDWICH	sandwich	6.310553633217993	6.923130193905817	6.5	7.5	5.2	5.1	5.4	4.9	1533
4010	TOASTER	toaster	7.67741935483871	7.9	6.5	7.5	5.5	6	6.1	5	4452
4011	TRUCK	truck	5.028095733610822	5.4765625	5.5	5.5	3.5	4.5	5	4	621
4012	TELESCOPE	telescope	9.166666666666666	9.58108108108108	8.5	9.5	8.5	8.1	8.5	8	2475
4013	AMBULANCE	ambulance	8.191176470588236	8.955882352941176	7.5	8.5	5.5	6.4	6.9	6	2825
4014	MICROPHONE	microphone	7.677335640138407	9.128571428571428	9.5	10.5	6.5	7.5	8	7	6018
4015	PIRATE	pirate	8.034279778393353	8.5309375	6.5	7.5	6.5	6.1	6.4	5.9	931
4016	MICROSCOPE	microscope	10.073529411764707	10.385714285714286	10.5	10.5	10.5	9.1	9.4	9	6729
4017	JELLYFISH	jellyfish	8.176470588235293	8.51388888888889	6.5	7.5	5.2	6.5	6.9	6	2285
4018	BLOUSE	blouse	8.179398148148149	8.182825484764543	8.5	9.5	6.5	7.5	7.9	7	5347
4019	CIGAR	cigar	8.460526315789474	9.297297297297296	12.5	11.5	8.5	9	9.2	8.9	7783
4020	CLOWN	clown	5.829999999999999	6.0973370064279155	5.2	6.5	4.5	5.1	5.3	4.9	1883
4021	DINOSAUR	dinosaur	6.402483564645726	7.650625	6.5	7.5	5.5	5.5	6	5	461
4022	SUBMARINE	submarine	8.275969529085872	9.716216216216216	8.5	9.5	7.5	7.5	7.9	7	1361
4023	VIOLIN	violin	6.97469387755102	7.70679012345679	8.5	8.5	6.5	7.1	7.5	7	3333
4024	SAXOPHONE	saxophone	9.305555555555555	10.171052631578947	10.5	10.5	8.5	8.4	9	8	4686
4025	LANTERN	lantern	9.028571428571428	9.486842105263158	7.5	8.5	6.5	7.1	7.5	7	1945
4026	SAILBOAT	sailboat	7.144896193771626	7.772244897959185	7.5	7.5	5.5	6.5	6.9	6	4766
4027	BATHTUB	bathtub	5.221759809750297	5.683265306122449	5.2	6.5	4.5	5	5.1	4	2806
4028	ASHTRAY	ashtray	8.355263157894736	9.736842105263158	9.5	9.5	6.5	7.4	8	7	7181
4030	DOORKNOB	doorknob	6.044117647058823	6.567493112947658	7.5	8.5	4.5	6	6.5	5	4384
4033	ELEVATOR	elevator	6.29016620498615	7.203813280736358	7.5	8.5	5.5	6.5	6.7	6	2814
4035	SWEATER	sweater	5.629032258064516	6.887096774193548	6.5	7.5	4.5	6.1	6.2	5.9	1755
404	ALCOHOL (FERMENTED DRINK)	alcohol	9.771428571428572	10.202702702702704	12.5	12.5	8.5	10.1	10.5	9.9	6668
41	IGNORE	ignore	8.052631578947368	8.652777777777779	8.5	9.5	6.5	7.4	7.7	7	3036
410	YAM	yam	8.932432432432432	10.135135135135135	7.5	7.5	5.5	7.5	7.7	7	5021
419	SEVERE	severe	11.3125	11.8125	10.5	10.5	8.5	9.5	10	9	5126
42	STINKING	stinky	6.993079584775086	7.728979591836735	6.5	6.5	4.5	5.1	5.2	4.9	1595
420	FOREST	forest	6.860041623309053	7.19212962962963	7.2	8.5	5.2	7	7.1	6.9	420
43	LEAD (GUIDE)	lead	7.10445580715851	7.701241782322863	8.5	9.5	5.5	7.1	7.2	7	904
430	TWIST	twist	6.7726530612244895	7.368055555555555	7.2	7.5	5.2	6.1	6.3	5.9	1738
44	INJURE	injure	8.333333333333334	9.243243243243244	8.5	9.5	6.5	7.5	7.9	7	6190
446	LOWER ARM	forearm	9.82857142857143	9.958333333333334	8.5	9.5	6.5	8.9	9	8.5	8729
449	CORN FIELD	cornfield	7.8379247015610645	8.863636363636363	9.5	9.5	7.5	7.1	7.3	7	4126
45	EVIL	evil	6.856401384083045	7.159169550173011	8.5	9.5	5.5	6.1	6.3	6	1319
459	SNAP (OF STICK)	snap	7.509182736455464	7.68736303871439	5.2	6.5	4.5	6.1	6.2	5.9	1258
467	CRAYFISH	crayfish	8.319444444444445	8.911764705882353	9.5	9.5	8.5	8.5	9	8	6814
470	POSSUM	possum	7.814285714285714	8.393939393939394	8.5	9.5	6.5	7.5	8	7	2738
471	UPPER LEG (THIGH)	thigh	7.327854671280276	7.631848064280497	9.5	9.5	5.5	7.5	7.9	7	6032
472	PELICAN	pelican	8.291666666666666	8.972222222222221	8.5	9.5	7.5	7.5	8	7	4246
474	DRESS	dress	4.787222222222223	5.167222222222223	5.2	6.5	3.5	4.5	5	4	1006
476	CUP	cup	5.6	5.467078189300411	4.5	5	2.5	4.1	4.2	3.9	732
477	LATE	late	6.0457856399583765	7.023415977961433	6.5	6.5	4.5	5.5	5.5	5	488
478	LIP	lip	4.7063492063492065	4.996666666666667	5.2	5	3.5	4.5	5	4	4379
479	GROW	grow	6.273673257023934	6.420014609203799	5.2	6.5	3.5	5.1	5.2	4.9	305
48	BE SILENT	silent	5.670524691358025	6.807479224376731	7.5	8.5	5.2	6.7	7	6.5	1377
480	PLATE	plate	5.17741935483871	5.641224489795919	4.5	6.5	3.5	4.5	4.5	4	887
481	DISH	dish	5.922067901234568	6.480609418282548	5.2	6.5	3.5	4.5	5	4	1705
485	DISAPPEAR	disappear	7.035899653979238	8.125	7.5	8.5	5.5	7.1	7.4	7	1202
486	MINISTER	minister	9.837837837837839	10.210526315789474	10.5	11.5	8.5	9.1	9.5	9	2407
487	SHY	shy	6.422453703703704	6.661265432098765	6.5	6.5	4.5	6.1	6.4	6	1089
488	MANNER	manner	8.41025641025641	9.179487179487179	8.5	9.5	6.5	8	8.2	7.5	4145
489	KIDNEY	kidney	7.75	8.458333333333334	11.5	10.5	7.5	8.4	8.7	8	9776
49	REFUSE	refuse	6.920408163265306	7.622837370242215	9.5	9.5	6.5	8.5	8.9	8	3406
490	DESCENDANTS	descendant	10.64864864864865	11.276315789473685	11.5	12.5	9.5	10.5	11	10	10345
491	CENTER	center	7.964081632653061	8.701241782322864	7.5	8.5	5.2	6.7	7	6.5	1232
492	THREE	three	4.937869822485207	5.272294887039239	4.5	5	2.5	4.1	4.2	3.9	134
493	FIVE	five	6.1328125	6.332986472424557	5.2	5	3.5	4	4	4	316
494	FLIRT	flirt	9.407894736842104	10.092105263157896	11.5	11.5	12.5	10.5	10.9	10	8780
495	REVENGE	revenge	8.326989619377162	8.529218407596787	10.5	11.5	8.5	9	9.5	8.5	4223
496	CUCUMBER	cucumber	6.14530612244898	7.2286340394448505	7.5	8.5	5.2	7	7.5	6.5	3270
497	SCAR	scar	8.016129032258064	8.333333333333334	7.5	7.5	5.5	6.1	6.4	6	5977
499	CURE	cure	7.81300219138057	8.229783037475345	9.5	9.5	7.5	7.1	7.3	7	2434
5	GAZELLE	gazelle	10.08974358974359	10.907894736842104	9.5	10.5	8.5	9.9	10.2	9.5	2689
500	CRUEL	cruel	7.540895061728396	8.35803324099723	8.5	9.5	7.5	8.1	8.4	7.9	3711
501	LIFT	lift	5.790633608815427	6.317142857142857	5.8	6.5	3.5	5.5	6	5	1137
502	NAIL (TOOL)	nail	7.7592592592592595	8.387096774193548	6.5	6.5	4.5	5.5	5.5	5	2044
503	FROG	frog	5.935546875	6.73048668503214	5.2	6.5	4.5	5.1	5.2	4.9	383
504	LEARN	learn	5.2776816608996535	5.807098765432098	5.2	6.5	3.5	5.1	5.2	4.9	447
506	MAIZE	corn	6.038062283737025	6.60445580715851	5.5	6.5	4.5	5.1	5.2	4.9	693
507	MELON	melon	5.602941176470588	6.222222222222222	6.5	7.5	5	6.1	6.4	6	1167
508	PERIOD	period	7.39061224489796	7.70871913580247	7.5	9.5	6.5	8.1	8.2	8	4139
509	CERTAIN	certain	7.249134948096886	8.485294117647058	8.5	9.5	6.5	8.1	8.5	8	1697
51	SORE	sore	6.418918918918919	7.116873630387144	7.5	8.5	5.5	6.1	6.3	6	1628
518	SPARK	spark	8.121621621621621	9.051282051282051	7.5	7.5	5.5	7	7.2	6.9	2863
519	SPOT	spot	6.28125	6.671875	5.2	5.5	3.5	5.1	5.2	4.9	569
52	SHIVER	shiver	6.760387811634349	7.9868421052631575	7.5	8.5	5.5	7.5	7.9	7	2483
522	WOLF	wolf	5.995	6.494377162629758	7.2	7.5	5.2	6.1	6.4	6	478
523	BACK OF HEAD	rear	7.0351080246913575	7.881578947368421	8.5	8.5	5.5	7.1	7.4	6.9	3306
526	HOWL	howl	6.409387755102041	7.375510204081632	7.5	8.5	5.2	6.1	6.3	6	2376
528	DREADFUL	dreadful	7.914858645627876	8.966469428007889	9.5	9.5	7.5	8.7	9	8.5	2927
53	SPIRIT	spirit	8.414285714285715	8.960526315789474	9.5	9.5	7.5	7.1	7.5	7	1208
530	FRECKLE	freckle	7.572543617998163	7.827246165084003	7.5	8.5	6.5	6.5	7	6	5294
534	HUMP	hump	7.297297297297297	8.162162162162161	6.5	7.5	5.5	7	7.1	6.9	3847
535	INFLATED	inflated	8.916666666666666	9.513513513513514	9.5	10.5	8.5	9.1	9.5	9	6869
539	NEST	nest	6.23718836565097	7.131117604090577	5.2	6.5	4.5	5.5	5.9	5	581
54	SHRINK	shrink	7.573529411764706	7.902777777777778	8.5	9.5	6.5	7.1	7.3	7	2103
541	POETRY	poetry	8.763157894736842	9.675	10.5	10.5	8.5	7.1	7.4	7	4995
543	SHUTTLE	shuttle	8.186997808619429	9.207175925925927	9.5	9.5	7.5	9.5	10	9	6426
544	SPICY	spicy	7.921875	7.797145328719724	8.5	8.5	5.5	6.4	6.7	6	1656
547	SURFACE	surface	9.425	10.375	8.5	9.5	6.5	8.1	8.4	8	1729
55	WHISPER	whisper	7.109375	7.466122448979591	7.2	7.5	4.5	6.2	6.5	6	1168
557	OFFEND	offend	9.986486486486486	10.297297297297296	10.5	11.5	8.5	8.5	9	8	5225
568	RISE (MOVE UPWARDS)	rise	6.287419651056015	7.278549382716049	7.5	7.5	4.5	6.9	7	6.5	1018
569	SPOIL (BECOME SPOILED)	rot	7.65478515625	8.485294117647058	7.5	7.5	6.5	7.1	7.2	7	4516
57	ATOP	upon	6.7272727272727275	6.98137326515705	7.5	8.5	6.5	8.1	8.5	7.9	541
571	STING	sting	8.094693028095733	9.044117647058824	7.5	7.5	5.5	6.4	6.7	6	4417
573	SWAY	sway	8.546712802768168	9.172753834915996	8.5	8.5	6.5	8.5	9	8	2313
575	TREAD	tread	9.394736842105264	9.842105263157896	9.5	9.5	7.5	9.5	10	9	6555
577	FOREFINGER	forefinger	9.085714285714285	9.82857142857143	9.5	10.5	6.5	8.5	9	8	7552
578	KISS	kiss	5.94	5.841695501730104	5.2	6.5	3.5	5.1	5.2	4.9	577
579	BATTLE	battle	7.47800925925926	8.243243243243244	8.5	9.5	7.5	7.1	7.4	7	1097
58	LIQUID	liquid	6.118421052631579	6.9605263157894735	7.5	8.5	5.5	7.1	7.4	7	3010
580	FUR	fur	6.780276816608996	7.1186997808619425	6.5	6.5	4.5	5.5	6	5	820
581	COME BACK	return	6.56062819576333	7.315789473684211	8.5	9.5	5.2	7.1	7.4	7	948
582	LEND	lend	6.896604938271604	7.89517896274653	7.2	7.2	5.2	7	7.1	6.5	3224
584	DIFFICULT	difficult	7.623046875	8.161764705882353	8.5	9.5	6.5	7.5	8	7	1517
585	BOOT	boot	5.482266435986159	6.010226442658875	5.2	6.5	3.5	5.4	5.7	4.9	2808
586	GARDEN	garden	7.729448491155047	8.09228515625	6.5	6.5	4.5	5.5	5.7	5	394
587	ANT	ant	5.131944444444445	5.443877551020408	5.2	5	4.5	5.1	5.2	4.9	2438
59	ELECTRICITY	electricity	7.4582511505588425	8.799687500000001	8.5	9.5	8.5	7	7.2	6.9	3866
590	NAKED	naked	8.253333333333334	8.44482421875	7.5	8.5	5.5	5.5	6	5	2317
592	PISS	urinate	9.1125	9.73076923076923	9.5	10.5	5.5	9	9.3	8.9	7767
593	POTATO	potato	5.7041015625	6.14819944598338	5.5	6.5	3.5	5.1	5.4	4.9	761
594	PIECE	piece	5.779296875	6.699591836734694	7.5	8.5	4.5	6.1	6.2	5.9	647
595	GROUNDNUT (PEANUT)	peanut	6.262975778546712	6.797662527392257	6.5	7.5	4.5	5.1	5.3	4.9	1954
596	POSTAGE STAMP	stamp	6.844489795918367	7.764660493827161	6.5	7.5	5.2	6.1	6.2	5.9	2734
597	PHYSICIAN	doctor	5.656141868512111	6.189814814814815	6.5	6.5	4.5	5.1	5.3	4.9	851
598	SHELL	shell	6.446740128558311	7.079861111111111	6.5	6.5	4.5	6	6.1	5.5	833
6	EARTHQUAKE	earthquake	8.234953703703702	8.79455017301038	9.5	9.5	7.5	7.1	7.3	7	5457
60	OAT	oats	6.060546875	7.409090909090909	6.5	6.5	4.5	7	7.1	6.9	3911
600	STRANGE	strange	7.941736028537456	8.19074394463668	7.5	8.5	5.2	7.1	7.4	7	525
603	COAT	coat	5.5625	6.609795918367348	5.2	6.5	3.5	5.1	5.2	4.9	981
604	GLASS	glass	5.994513031550069	6.542240587695133	5.2	6.5	3.5	5.1	5.2	4.9	1022
605	GRAIN	grain	7.532258064516129	7.492283950617284	7.5	8.5	5.2	8	8.1	7.9	3058
606	GRASS	grass	5.193239795918367	5.842351716961499	5.2	6.5	3.5	4.5	5	4	505
607	GRASSHOPPER	grasshopper	7.8125	8.290633608815428	7.5	8.5	5.5	6.4	6.9	6	3271
608	GULF	gulf	8.624917817225509	9.225	9.5	9.5	8.5	9.1	9.3	9	9835
609	HAIL	hail	7.769230769230769	8.64102564102564	8.5	8.5	6.5	7.1	7.3	7	3728
610	PORT	port	8.905405405405405	9.368421052631579	9.5	9.5	7.5	9.1	9.3	9	4336
611	HARVEST	crop	7.5	7.336033950617284	8.5	7.5	5.2	7.1	7.3	7	3527
612	HEAT	heat	5.602076124567474	6.335648148148149	7.2	7.5	4.5	5.5	5.5	5	1570
613	HIGH TIDE	flood	6.636574074074074	7.404897959183674	8.2	9.5	5.5	7	7.2	6.9	3296
614	HILL	hill	4.82	5.2378121284185495	6.5	6.5	4.5	5.1	5.2	4.9	539
615	HORSE	horse	5.049586776859504	5.26806640625	6.2	6.5	3.5	5.1	5.3	4.9	698
616	HOSPITAL	hospital	6.5408631772268135	7.477508650519032	6.5	7.5	5.2	5.5	6	5	1735
617	ICE	ice	5.009548611111111	5.3388888888888895	5.2	6.5	3.5	4.9	5	4	347
619	ANIMAL	animal	5.730902777777779	6.800832342449465	5.2	6.5	3.5	4.5	5	4	770
620	INSECT	insect	5.603515625	6.900118906064209	6.5	7.5	6.5	6.1	6.3	6	3621
621	IRON	iron	6.941111111111112	7.585714285714285	7.5	8.5	5.5	7.1	7.5	7	2754
622	ISLAND	island	7.978420569329659	9.257575757575758	8.5	9.5	6.2	7.1	7.5	7	932
623	LAGOON	lagoon	9.916666666666666	10.314285714285715	10.5	10.5	8.5	10.5	11	10	9963
624	LAKE	lake	6.325892857142857	6.47923875432526	6.5	6.5	5.2	6.1	6.2	6	1268
625	LAMP	lamp	5.327823691460055	6.36455463728191	5.5	5.5	3.5	5.1	5.2	4.9	1680
626	LAND	land	5.956004756242568	6.338842975206612	6.5	6.5	4.5	5.5	5.5	5	520
628	LEAF	leaf	5.550382653061225	5.861882716049383	5.2	6.5	3.5	5	5.1	4.9	945
629	LEATHER	leather	7.4792243767313025	8.127423822714682	8.5	9.5	5.5	7.5	8	7	2937
630	LIGHT (RADIATION)	light	5.037037037037037	5.34619140625	5.2	6.5	2.5	4.1	4.2	3.9	230
631	LIVESTOCK	livestock	7.618421052631579	8.43421052631579	10.5	10.5	8.5	9.1	9.5	9	7940
632	LIZARD	lizard	5.9480968858131495	6.584876543209877	7.5	7.5	5.2	7	7.2	6.5	1571
633	MARKET	market	7.833333333333333	7.909788166544924	7.2	8.5	5.2	6.1	6.2	6	1978
634	MEAT	meat	5.735434007134365	6.495555555555556	6.5	7.5	3.5	5.1	5.2	4.9	1564
635	MILK	milk	6.3	5.9096	4.5	5	2.5	4.4	4.5	3.9	552
636	MILL	mill	7.681818181818182	8.411764705882353	8.5	8.5	7.5	8	8.1	7.9	4234
637	MOSS	moss	8.433391003460208	9.297145328719724	7.5	8.5	6.5	7.1	7.4	7	3742
638	MOTORCYCLE	motorcycle	6.647923875432526	7.7145328719723185	7.5	9.5	6.5	6.5	7	6	3626
639	MOUNTAIN	mountain	6.728650137741047	7.16628086419753	7.5	8.5	5	6.1	6.3	6	674
64	PIN	pin	4.688090737240075	5.375	5.2	5	4.5	5.1	5.2	4.9	2614
640	MUD	mud	5.838333333333334	5.64536157779401	4.5	5.5	3.5	4.6	5	3.9	865
641	MUSHROOM	mushroom	6.672023374726078	7.491781722550954	7.5	7.5	5.2	6.5	6.9	6	3142
642	MUSIC	music	4.9898929845422115	5.771808999081727	6.5	7.5	3.5	4.5	5	4	421
644	OAK	oak	7.72972972972973	8.176857330703484	7.5	7.5	6.5	7.1	7.2	7	1527
645	OCEAN	ocean	6.1	6.548996913580247	7.5	8.5	5.2	6.1	6.4	6	540
646	ASH	ashes	6.612456747404844	7.803030303030303	7.5	8.5	5.2	6.5	6.9	6	3317
647	PAINT (PIGMENTS)	paint	5.8466796875	6.533601168736304	5.5	6.5	3.5	5.1	5.2	4.9	614
648	PAPER	paper	5.0728	5.40181660899654	5.5	6.5	4.5	4	4	4	364
649	PASTURE	pasture	7.426470588235294	7.748456790123457	9.2	9.5	7.5	8.5	9	8	2211
65	AMBUSH	ambush	8.638775510204082	9.17824074074074	10.5	10.5	9.5	10.5	11	10	9720
651	SEAL	seal	6.384515570934256	6.98070987654321	6.5	6.5	4.5	6.1	6.2	6	1397
652	PLAIN	plain	7.71875	7.954545454545454	7.2	7.5	5.2	6.7	7	6.5	1248
653	PLANT (VEGETATION)	plant	5.6337890625	5.842040816326531	5.2	6.5	3.5	5	5.1	5	656
654	PLASTIC	plastic	6.445069204152249	7.138787436084734	6.5	8.5	5.2	6.1	6.4	6	1269
655	POISON	poison	6.663194444444445	7.254766600920448	8.5	9.5	6.5	7.1	7.5	7	3001
656	POLICE	police	6.52197265625	6.7368421052631575	6.5	8.5	5.5	5.4	5.7	4.9	1081
657	PRICE	price	7.069636678200692	7.563184806428049	7.2	8.5	5.2	6.1	6.2	6	3056
