CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AOA_READING_UNTRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_UNTRAINED_GPT_SCORE	ENGLISH_AOA_UNTRAINED_GPT_SCORE	ENGLISH_AOA_READING_TRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_TRAINED_GPT_SCORE	ENGLISH_AOA_TRAINED_GPT_SCORE	LINE_IN_SOURCE
2290	PUDDLE	puddle	5.5	6.5	4.5	5.11	5.44	4.89	16842
2291	VOLCANO	volcano	8.5	8.5	7.5	7.11	7.33	7	24247
2294	WRINKLE	wrinkle	9.5	9.5	6.5	7	7.22	6.89	24964
2295	SUNSET	sunset	7.5	7.5	5.5	6.11	6.22	5.95	21168
2296	SUNRISE	sunrise	7.5	7.5	5.2	6.11	6.37	5.95	21164
2297	DUSK	dusk	8.5	9.5	6.5	8.11	8.5	8	6505
2298	VIRGIN	virgin	12.5	12.5	12.5	11.5	11.8	11	24178
2299	STRAW	straw	6.5	6.5	4.5	5.22	5.44	4.89	20822
23	RYE	rye	10.5	10.5	8.5	10.47	10.95	10	18451
230	SWEEP	sweep	6.5	7.5	4.5	5.5	6	5	21349
2301	ME	me	4.5	5	1.5	4	4	3	12971
2302	CIRCULAR (ROUND IN TWO DIMENSIONS)	circular	9.5	10.5	7.5	7.11	7.37	7	3406
2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	spherical	11.5	11.5	10.5	11.5	12	11	20248
2308	THIN	thin	6.5	6.5	4.5	5.11	5.22	4.89	21882
231	SHAVE	shave	8.5	8.5	5.5	7.11	7.22	6.89	19210
2310	US (OBLIQUE CASE OF WE)	us	5	5	2.5	4	4	4	23913
2313	BRONZE	bronze	9.5	10.5	8.5	9.11	9.5	9	2514
2316	FREE	free	6.5	7.5	4.5	5.11	5.33	4.89	8499
2318	CHESTNUT	chestnut	9.5	9.5	7.5	8.47	8.95	8	3264
2319	LID (COVER, CAP)	lid	5.2	6.5	3.5	5.5	5.67	5	12249
232	FLEA	flea	7.5	8.5	6.5	6.5	7	6	8104
2321	MAD PERSON	lunatic	11.5	11.5	10.5	10.47	10.95	10	12601
2329	LACK (NOT HAVE)	lack	8.5	8.5	6.5	8	8.11	7.89	11934
2334	MELT	melt	6.5	7.5	4.5	6.11	6.22	5.95	13068
2335	CUNNING	cunning	10.5	10.5	8.5	10.47	10.95	10	4902
2336	OF THIS KIND (SUCH)	so	4.5	5	2.5	4	4	4	19944
2339	NEED (SOMETHING)	need	5.2	6.5	3.5	5	5.11	4.89	13986
234	PADDLE	paddle	7.5	8.5	5.5	6.11	6.33	6	15103
2340	SUNNY	sunny	5.5	6.5	3.5	5	5.11	4.5	21163
2341	CLOUDY	cloudy	6.5	7.5	4.5	5.5	6	5	3584
2342	LANDSCAPE	landscape	9.5	9.5	7.5	8.68	8.95	8.47	11993
2343	STEEL	steel	9.5	9.5	7.5	8.11	8.33	8	20615
2344	PETROL	petrol	9.5	8.5	6.5	12.5	12.67	12	15641
2348	CRAB	crab	6.5	6.5	5.2	6.37	6.68	5.95	4625
2349	SHRIMP	shrimp	8.5	8.5	5.5	7.11	7.37	6.95	19377
2350	EARTHWORM	earthworm	8.5	8.5	6.5	6.5	6.89	6	6568
2351	SILKWORM	silkworm	10.5	10.5	8.5	9.47	9.95	9	19475
2352	DRAGONFLY	dragonfly	8.5	8.5	7.5	7.11	7.37	6.95	6329
2354	CRICKET	cricket	8.5	8.5	7.5	7.5	7.89	7	4734
2355	GECKO	gecko	9.5	9.5	8.5	9.47	9.95	9	8801
2359	LOTUS	lotus	10.5	10.5	8.5	11.47	11.95	11	12528
236	STEPMOTHER	stepmother	8.5	9.5	5.5	7.11	7.37	6.95	20639
2365	RADISH	radish	8.5	8.5	6.5	7.5	7.89	7	17099
2366	ONION	onion	7.5	8.5	5.2	6.37	6.68	5.95	14627
2367	MANDARINE	tangerine	8.5	9.5	6.5	7.47	7.95	7	21550
2368	GARLIC	garlic	9.5	9.5	6.5	8.11	8.33	8	8751
237	STEPFATHER	stepfather	8.5	9.5	5.5	7.5	7.89	7	20637
2374	DREAM	dream	6.5	7.5	4.5	5.11	5.33	4.89	6362
2375	VERTICAL	vertical	9.5	10.5	8.5	9.11	9.33	9	24092
2376	HORIZONTAL	horizontal	9.5	10.5	8.5	10	10.22	9.89	10100
238	PRAWNS	prawn	9.5	9.5	7.5	12.5	12.8	12	16265
2386	TURKEY	turkey	7.5	7.5	5	5.5	6	5	22610
239	FLOWER	flower	5.2	6.5	3.5	4.5	5	4	8180
2393	JOURNEY	journey	8.5	9.5	6.5	8	8.11	7.95	11707
2396	KNOCK	knock	6.5	7.5	3.5	5.11	5.22	4.89	11893
2397	LOBSTER	lobster	8.5	8.5	6.5	7.47	7.95	7	12420
2398	MANGO	mango	8.5	8.5	6.5	9.47	9.68	9	12770
24	PRAY	pray	8.5	8.5	5.5	6.11	6.22	5.89	16266
240	ELECTION	election	10.5	10.5	8.5	8.11	8.22	8	6705
2400	THEIR	their	7.2	8.5	4.5	7.11	7.47	6.89	21831
2401	PICTURE	picture	5.5	7.5	4.5	5.11	5.22	4.89	15743
2402	ROBIN	robin	6.5	7.5	5.2	6.11	6.22	6	18267
2403	TOY	toy	3.5	5	2.5	4.11	4.22	2.89	22243
2405	CHRISTMAS	christmas	6.5	7.5	3.5	4.11	4.22	3.89	3362
2406	HOME	home	5.2	6.5	3.5	4	4	4	10012
2407	BIRTHDAY	birthday	5.5	6.5	3.5	4.11	4.37	3.89	1916
2408	CAKE	cake	5	5.5	4.5	4.61	5	3.89	2742
2409	BROWN	brown	5.2	6.5	3.5	5.11	5.22	4.89	2529
241	TREE STUMP	stump	8.5	8.5	6.5	7	7.22	6.89	20925
2410	GOOD-LOOKING	pretty	6.5	7.5	4.5	5.11	5.33	4.89	16463
2411	HURT (SOMEBODY)	hurt	6.5	6.5	3.5	4.61	5	3.89	10280
2412	THANK (SOMEBODY)	thank	5	6.5	3.5	4.11	4.22	3.89	21812
242	COST	cost	7.5	8.5	5	7	7.11	6.89	4512
2422	SOMEONE	someone	6.5	7.5	3.5	6.11	6.37	5.95	20041
2423	CHANNEL	channel	10.5	10.5	8.5	8	8.22	7.89	3137
2424	MEMBER	member	8.5	8.5	5.5	7.11	7.37	6.95	13072
2425	PROBLEM	problem	7.5	8.5	4.5	6.11	6.22	5.95	16552
2426	CLIMATE	climate	10.5	10.5	8.5	10	10.11	9.89	3528
2427	FUTURE	future	9.5	9.5	6.5	7.11	7.37	7	8693
2428	LIBRARY	library	7.5	8.5	5.5	5.11	5.33	5	12241
2429	LOGIC	logic	12.5	11.5	10.5	10.47	10.95	10	12460
243	FRESH	fresh	6.5	7.5	4.5	6.11	6.37	5.95	8528
2430	OFFICE	office	8.5	9.5	6.5	7	7.11	6.95	14574
2431	REVOLUTION	revolution	12.5	11.5	10.5	10.47	10.95	10	18111
2432	MARRIAGE	marriage	10.5	11.5	6.5	6.47	6.95	5.95	12861
2433	THEORY	theory	12.5	11.5	12.5	10.47	10.95	10	21844
2434	TRAGEDY	tragedy	10.5	11.5	8.5	9	9.22	8.89	22276
2435	UNIVERSITY	university	12.5	12.5	12.5	9	9.22	8.89	23363
244	LEFT	left	5.2	6.5	3.5	5.11	5.22	5	12137
2440	PINEAPPLE	pineapple	7.5	8.5	5.5	6.5	7	6	15794
2441	CASHEW	cashew	9.5	10.5	6.5	8.47	8.95	8	2949
2445	PAPAYA	papaya	10.5	10.5	8.5	10.47	10.95	10	15186
2446	SLOTH	sloth	9.5	9.5	7.5	9.47	9.95	9	19757
2447	WOODPECKER	woodpecker	8.5	9.5	6.5	7.11	7.47	6.95	24854
2449	FAT (OF MEAT AND FOOD)	fatty	7.5	8.5	5.5	6.5	6.5	6	7726
245	BROOM	broom	5.5	6.5	4.5	5.11	5.33	4.89	2520
2451	FOURTEEN	fourteen	6.5	7.5	5.5	6.11	6.37	5.95	8438
2452	PURPLE	purple	5.5	6.5	4.5	5.11	5.22	4.89	16913
2453	SEVENTEEN	seventeen	6.5	7.5	5.5	6.11	6.22	6	19109
2454	SIXTEEN	sixteen	6.5	7.5	5.5	6.11	6.22	5.89	19556
2457	PATH OR ROAD	way	6.5	6.5	3.5	5.11	5.22	4.89	24449
2459	GRINDSTONE	grindstone	11.5	11.5	10.5	10.47	10.95	10	9290
246	THRUST	thrust	10.5	10.5	7.5	10.47	10.95	10	21960
2465	DISGUST	disgust	8.5	9.5	6.5	8.37	8.68	8	5945
2466	WEIGHT	weight	8.5	9.5	5.2	7	7.47	6.53	24522
2467	GAME	game	5.5	6.5	4.5	4.5	5	4	8729
2468	BAG	bag	4.5	5	3.5	4.5	4.5	4	1414
2469	AGAINST	against	7.2	8.5	5.2	6.5	7	6	407
2470	DEAR	dear	6.5	7.5	4.5	6	6.11	5.89	5120
2471	LADY	lady	6.5	6.5	4.5	5.11	5.22	4.89	11948
2472	SUCKLE (BREASTFEED, NURSE)	suckle	8.5	10.5	3.5	9.67	10	9	21077
2473	HIS (GENITIVE OF HE)	his	5	5	2.5	4	4	4	9952
2474	HER (GENITIVE OF SHE)	her	5.2	5	3.5	4	4	4	9842
248	HAPPEN	happen	7.5	7.5	4.5	6.11	6.22	5.89	9591
2481	FEMALE DOG	bitch	13.5	15.5	11.5	11	11.5	10	1932
2482	TOGETHER	together	6.5	7.5	3.5	5.11	5.33	4.89	22105
2483	COLD (OF WEATHER)	cool	7.5	7.5	4.5	5.5	5.5	5	4404
2486	HIDE	hide	5.5	6.5	3.5	5.11	5.22	4.89	9897
249	FOG	fog	6.5	6.5	4.5	6.11	6.22	6	8228
2493	BOIL	boil	7.5	7.5	5.5	7	7.11	6.89	2177
2496	ADORNED	crested	10.5	10.5	8.5	10.47	10.95	10	4728
2498	OPIUM	opium	15.5	14.5	12.5	13.5	13.94	13	14664
25	DIRT	dirt	5.2	6.5	3.5	4.61	5	3.89	5797
2500	GINGER	ginger	8.5	8.5	6.5	8.11	8.5	8	8924
2501	RICE HUSK	husk	10.5	10.5	8.5	9.47	9.89	9	10289
2502	GONG	gong	8.5	8.5	7.5	8.47	8.95	8	9084
2503	LAUNDER (WASH CLOTHES)	launder	11.5	10.5	8.5	10.47	10.95	10	12050
2504	DIFFERENT	different	7.5	9.5	5.5	6.68	6.95	6.53	5701
2505	BEDROOM	bedroom	5.5	6.5	4.5	4.5	5	4	1667
2506	LOOSE	loose	7.5	8.5	5.5	6.95	7.11	6.53	12507
2507	DISGUSTING	disgusting	8.5	9.5	5.8	7.11	7.5	7	5948
2509	EXCHANGE	exchange	10.5	10.5	7.5	9	9.22	8.89	7281
251	SHARPEN (SOMETHING)	sharpen	8.5	8.5	5.5	6.5	6.5	6	19200
2510	PORCUPINE	porcupine	8.5	9.5	6.5	7.47	8	7	16121
2512	CHICK	chick	5.5	6.5	3.5	5.37	5.68	4.89	3269
2514	SPOUSE	spouse	12.5	12.5	8.5	10	10.22	9.89	20368
2517	CROWDED	crowded	8.5	9.5	6.5	7.11	7.33	7	4811
2518	HEARING (AURAL SENSE)	hearing	7.5	8.5	4.5	6.37	6.67	5.89	9741
2519	SEEING (VISUAL SENSE)	sight	6.5	7.5	4.5	6.11	6.22	6	19449
252	FRIGHTEN	frighten	8.5	8.5	5.5	7.11	7.47	6.95	8553
2524	JOY	joy	6.5	7.5	4.5	6.11	6.22	5.89	11712
2526	POWER	power	7.5	8.5	5.2	6.5	6.7	6	16236
2527	ABILITY	ability	8.5	9.5	6.5	8.95	9.11	8.47	20
2530	SMART	intelligent	10.5	10.5	7.5	8.5	9	8	11261
2531	BROAD	broad	9.5	9.5	6.5	8.89	9.11	8.47	2491
2532	TORNADO	tornado	8.5	9.5	7.5	7.11	7.37	7	22182
2534	DEPTH	depth	9.5	10.5	6.5	8.11	8.37	8	5494
2537	LENGTH	length	8.5	8.5	5.2	7.11	7.37	7	12179
2538	TRENCH (FOSSE)	trench	10.5	9.5	8.5	9.47	9.95	9	22440
2539	PIT (POTHOLE)	pit	6.5	6	5.2	6.11	6.37	5.95	15830
2540	LIME (MATERIAL)	lime	7.5	7.5	5.5	7.11	7.33	7	12305
2541	MIRACLE	miracle	9.5	10.5	7.5	7.11	7.5	7	13351
2542	HERB	herb	10.5	10.5	7.5	10	10.22	9.89	9844
2543	RAVEN	raven	9.5	9.5	7.5	8.47	8.95	8	17219
2544	SHEPHERD	shepherd	9.5	9.5	6.5	8	8.37	7.89	19244
2546	BORDER	border	9.5	9.5	7.5	8.11	8.33	8	2258
2547	CITY	city	6.5	7.5	5.2	6.11	6.22	5.95	3432
2548	BARREL	barrel	8.5	9.5	5.8	7.11	7.37	7	1539
2549	VEHICLE	vehicle	8.5	9.5	6.5	7.5	8	7	24036
255	SERVANT	servant	8.5	9.5	7.5	8	8.22	7.89	19085
2553	MISERY	misery	9.5	10.5	8.5	9.11	9.44	9	13389
2554	PRINCE (RULER)	prince	7.5	7.5	5.2	6.11	6.37	5.95	16507
256	FOOD	food	4.5	5	2.5	4	4	3	8259
2562	SEX (GENDER)	sex	12.5	12.5	12.5	11	11.11	10.89	19124
2564	PIGLET	piglet	6.5	7.5	4.5	5.5	6	5	15761
2568	BAKER	baker	7.5	7.5	5	6.11	6.22	5.89	1429
2569	BUTCHER	butcher	8.5	9.5	6.5	8.11	8.47	7.89	2685
257	WORSHIP	worship	10.5	10.5	7.5	7.5	7.89	7	24924
2570	BEEF	beef	7.5	7.5	5.5	6	6.11	5.89	1676
2571	TRY (TEST)	test	7.5	6.5	6.5	5	5	5	21789
2572	SENSE (PERCEIVE BY SENSES)	sense	7.5	8.5	5.2	7.11	7.5	7	19024
2573	FEELING (EMOTION)	emotion	8.5	9.5	5.5	8.11	8.5	8	6827
2576	ALREADY	already	7.5	8.5	4.5	6.37	6.68	5.89	577
2577	YET	yet	6.5	6.5	3.5	5.5	6	5	25018
2578	PENCIL	pencil	6	6.5	5	5	5	4.89	15452
2579	TOOTHBRUSH	toothbrush	5.5	6.5	4.5	5	5	4	22153
258	CALM	calm	7.5	8.5	4.5	7.11	7.37	6.95	2769
2580	HELICOPTER	helicopter	7.5	8.5	5.5	6.37	6.95	5.95	9806
2581	OCTOPUS	octopus	7.5	7.5	5.5	7.11	7.47	6.95	14547
2584	BENCH	bench	6.5	7.5	5.2	6.11	6.22	5.89	1749
2586	SEAHORSE	seahorse	8.5	8.5	6.5	7.11	7.47	6.95	18861
2587	DARTS	dart	7.5	7.5	6.5	6.11	6.33	6	5056
2588	GLOBE	globe	8.5	8.5	7.5	7.11	7.33	7	8998
2589	WREATH	wreath	9.5	9.5	8.5	7.47	7.95	7	24949
2590	HARMONICA	harmonica	9.5	10.5	7.5	7.47	8	7	9635
2591	RHINOCEROS	rhinoceros	9.5	10.5	7.5	7.33	7.89	6.95	18135
2592	IGLOO	igloo	7.5	7.5	6.5	7.11	7.44	7	10434
2594	DOMINOES	dominoes	8.5	8.5	6.5	7	7.22	6.89	6240
2595	CACTUS	cactus	8.5	8.5	6.5	7.11	7.33	7	2733
2596	ESCALATOR	escalator	8.5	9.5	6.5	7.37	7.95	7	7131
2597	HARP	harp	8.5	8.5	7.5	7.68	7.95	7.47	9645
2599	STETHOSCOPE	stethoscope	11.5	11.5	9.5	8.5	9	8	20663
26	UNPLEASANT	unpleasant	9.5	10.5	6.5	8.5	8.89	8	23481
2600	PYRAMID	pyramid	9.5	9.5	7.5	7.68	7.95	7.47	16948
2601	UNICORN	unicorn	7.5	7.5	6.5	6.11	6.44	5.89	23292
2602	FUNNEL	funnel	8.5	9.5	6.5	8.11	8.5	8	8664
2603	ACCORDION	accordion	10.5	11.5	8.5	10	10.47	9.89	136
2604	NOOSE	noose	12.5	11.5	9.5	9.47	9.95	9	14313
2605	ASPARAGUS	asparagus	9.5	10.5	6.5	8.5	8.89	8	1073
2606	COMPASS	compass	8.5	9.5	7.5	8.11	8.33	8	3879
2607	TRIPOD	tripod	10.5	10.5	8.5	10.47	10.89	10	22497
2617	BULB	bulb	7.5	8.5	5.5	6.5	6.89	6	2590
2618	CAMERA	camera	7.5	7.5	5.5	6.11	6.37	5.95	2780
2619	CARD	card	6.5	6.5	4.5	5.11	5.22	4.89	2872
2620	CARRIAGE	carriage	8.5	9.5	5.5	7.5	8	7	2920
2621	CURTAIN	curtain	7.5	8.5	5.2	6	6.22	5.78	4944
2622	ENGINE	engine	8.5	8.5	5.5	7.5	7.89	7	6941
2623	FLAG	flag	6.5	6.5	4.5	5.11	5.22	4.89	8029
2624	FRAME	frame	7.5	8.5	5.5	6.5	6.7	6	8465
2625	MAP	map	5.2	5.5	5.2	6.11	6.22	5.95	12817
2626	NERVE	nerve	9.5	9.5	7.5	8.11	8.33	8	14026
2627	ORANGE (FRUIT)	orange	5.5	6.5	4.5	5.11	5.22	4.89	14711
2628	PLANT STEM	stem	8.5	8.5	7.5	7.11	7.33	7	20627
2629	TRAY	tray	5.5	6.5	4.5	6.37	6.68	5.95	22412
263	HERDSMAN	herdsman	10.5	10.5	8.5	10.47	10.95	10	9853
2630	WHIP	whip	8.5	7.5	5.5	6.37	6.68	5.95	24608
2631	WIRE	wire	8.5	8.5	5.8	7.11	7.37	6.95	24762
2638	FISHING	fishing	6.5	7.5	5.5	6.11	6.22	5.89	7994
2640	LARVA	maggot	10.5	10.5	8.5	8.47	8.95	8	12666
2643	INK	ink	6.5	6.5	5	5.5	5.5	5	11084
265	FOWL	fowl	10.5	10.5	7.5	10	10.22	9.94	8441
2651	BE IGNORANT	ignorant	10.5	11.5	8.5	10.11	10.47	9.89	10438
2656	MIDNIGHT	midnight	7.5	8.5	5.5	7.11	7.37	6.95	13238
2657	LADLE	ladle	8.5	9.5	7.5	9	9.22	8.89	11947
2658	COAL	coal	8.5	8.5	6.5	7.11	7.37	6.95	3614
2662	TOENAIL	toenail	8.5	8.5	5.5	5.5	6	5	22101
2664	SCAB	scab	7.5	7.5	5.5	6.5	6.89	6	18634
2665	WART	wart	9.5	9.5	7.5	7.11	7.37	7	24371
2666	SOLE (FOOT)	sole	9.5	9.5	8.5	8.5	8.89	8	20008
2667	TORSO	torso	9.5	10.5	8.5	10.11	10.47	10	22188
2668	SKELETON	skeleton	8.5	8.5	6.5	6.68	6.95	6.47	19576
2669	POINT (WITH FINGER)	point	6.5	7.5	4.5	6	6.11	5.89	16013
2670	ACROSS	across	6.5	7.5	4.5	6.5	7	6	193
268	DRIBBLE	dribble	7.5	8.5	4.5	7.11	7.37	7	6386
2680	MACHETE	machete	12.5	14.5	10.5	11.5	12	11	12644
2685	CARP (FISH)	carp	10.5	9.5	8.5	9.47	9.95	9	2914
269	COOKED	boiled	7.5	8.5	4.5	7	7.22	6.89	2178
2691	PATERNAL AUNT (FATHER'S SISTER)	satisfy	9.5	9.5	6.5	8.11	8.5	8	18594
27	AIR	air	5.5	6.5	2.5	4.5	5	3.89	461
270	JUG	jug	5.5	6.5	4.5	5.5	5.89	5	11736
2704	FADE (LOOSE COLOR)	fade	8.5	8.5	5.2	7.11	7.22	7	7593
2705	INHALE	inhale	8.5	9.5	6.5	8.11	8.5	8	11048
2706	GNAW	gnaw	8.5	9.5	6.5	9	9.47	8.47	9039
2708	TALK	talk	5.5	6.5	2.5	4.89	5	3.89	21535
2709	FLATTER	flatter	9.5	9.5	7.5	8.47	8.95	8	8083
271	SAUCER	saucer	7.5	8.5	5.2	6.89	7.11	6.53	18603
2712	GET DIZZY	dizzy	6.5	7.5	4.5	6.37	6.68	5.95	6187
2715	DESPISE	despise	10.5	11.5	8.5	10	10.47	9.89	5559
2717	STEEP	steep	7.5	8.5	6.5	8.11	8.5	8	20619
272	TONGS	tongs	8.5	8.5	5.5	8.47	8.95	8	22135
273	DOUGH	dough	8.5	9.5	5.5	7	7.22	6.89	6288
274	KNEAD	knead	10.5	10.5	8.5	10	10.47	9.47	11873
275	PEEL	peel	6.5	6.5	3.5	5.5	6	5	15427
2753	UNTIL	until	6.5	7.5	4.5	6.11	6.37	5.89	23763
2754	TOWARDS	towards	8.5	9.5	5.2	7.5	8	7	22226
2755	BUSY	busy	6.5	7.5	3.5	5.5	6	5	2681
2756	IDLE	idle	10.5	10.5	8.5	9.47	9.95	9	10427
2758	CAREFUL	cautious	9.5	10.5	7.5	9.11	9.5	8.89	3018
2759	RECOMMEND	recommend	10.5	11.5	8.5	9.11	9.5	9	17388
2762	BLOCK (THE WAY)	obstruct	11.5	11.5	9.5	11.5	12	11	14511
2765	CHERRY	cherry	7.5	7.5	5.5	6	6.11	5.89	3259
2766	WATERMELON	watermelon	6.5	7.5	4.5	5.5	6	5	24425
2769	PORK	pork	7.5	7.5	5.5	6.5	6.67	6	16123
277	SPINDLE	spindle	10.5	10.5	8.5	10.47	10.95	10	20268
2770	JACKET	jacket	6.5	6.5	4.5	5.5	5.67	4.89	11595
2771	SHAWL	shawl	9.5	9.5	7.5	8.68	8.95	8.47	19216
2772	KITCHEN KNIFE	chopper	8.5	8.5	6.5	8.47	8.95	8	3343
2773	FINGERTIP	fingertip	8.5	9.5	5.5	6.5	6.89	6	7944
2774	LITTLE FINGER	pinky	6.5	6.5	4.5	5.22	5.44	4.89	15805
2783	SCALES (MEASURE INSTRUMENT)	scale	8.5	8.5	6.5	7.11	7.33	7	18641
2789	BURP	burp	6.5	6.5	3.5	5.61	6	4.89	2659
279	THATCH	thatch	10.5	11.5	8.5	11.5	12	11	21820
2797	SESAME	sesame	8.5	8.5	6.5	6.5	7	6	19094
28	MOISTEN	moisten	10.5	11.5	8.5	9.47	10	9	13509
2804	AMULET	amulet	12.5	12.5	10.5	11.47	11.95	11	659
2805	BIRTH (ACCOUCHEMENT)	birth	6.5	7.5	3.5	5.5	6	5	1914
2806	BLACK MAN	negro	10.5	10.5					14013
2808	BLACKEN	blacken	8.5	9.5	7.5	8.11	8.5	8	1952
2809	BLUEBERRY	blueberry	6.5	7.5	5.5	5.5	6	5	2115
281	POST	pole	7.5	7.5	5.2	6.11	6.33	5.95	16036
2810	BREASTBONE	breastbone	10.5	10.5	8.5	9.47	9.95	9	2411
2815	DIALECT	dialect	12.5	12.5	12.5	12.11	12.47	12	5673
2816	ECHO	echo	9.5	9.5	6.5	7.11	7.33	7	6601
2817	EMU	emu	9.5	8.5	7.5	10.47	10.95	10	6855
2818	FORD (CROSSING)	ford	9.5	8.5	8.5	9.47	9.68	9	8305
2819	GRASSLAND	meadow	8.5	9.5	7.5	8.11	8.47	7.95	12973
2821	JEALOUS	jealous	8.5	9.5	5.5	8.11	8.37	7.89	11636
2824	KNUCKLE	knuckle	9.5	9.5	6.5	7.11	7.44	6.89	11909
2827	MENSTRUATE	menstruate	12.5	12.5	12.5	11	11.22	10.89	13097
2828	MOTH	moth	7.5	7.5	5.2	6.11	6.33	6	13652
2829	MUSSELS	mussel	10.5	10.5	8.5	10.47	10.95	10	13836
2830	OYSTERS	oyster	9.5	10.5	7.5	8.89	9.11	8.47	15081
2831	PENGUIN	penguin	7.5	7.5	5.5	6.11	6.47	5.95	15464
2833	RUM	rum	12.5	12.5	8.5	11.5	11.67	11	18415
2834	SCROTUM	scrotum	15.5	13.5	12.5	11.5	12	11	18822
2836	STARLIGHT	starlight	7.5	8.5	6.5	6.5	6.7	6	20541
2837	SWAN	swan	7.5	7.5	5.2	7	7.11	6.89	21327
2838	TAME	tame	7.5	7.5	5.2	7.11	7.33	7	21544
284	HOE	hoe	9.5	9.5	6.5	8.11	8.37	7.89	9984
2841	WOMBAT	wombat	9.5	9.5	8.5	10.47	10.95	10	24833
2843	CAULIFLOWER	cauliflower	9.5	10.5	6.5	7.5	8	7	3011
2845	SIZE (OF OBJECT)	size	6.5	7.5	4.5	5.5	6	5	19563
2851	AUGUST	august	10.5	10.5	12.5	7	7.11	6.89	1240
2860	BOLT (MOVE IN HASTE)	rush	7.5	7.5	5.2	7	7.11	6.53	18436
2861	BUDGE (ONESELF)	budge	9.5	9.5	8.5	8.11	8.33	8	2572
2862	CONNECT	connect	8.5	9.5	5.5	7.11	7.37	7	4146
2863	DASH (OF VEHICLE)	dash	6.5	6.5	4.5	7	7.22	6.89	5061
2864	DECREASE	decrease	9.5	10.5	7.5	8.11	8.5	8	5228
2865	DIE (FROM ACCIDENT)	perish	11.5	11.5	9.5	10.47	10.95	10	15538
2867	CALCULATE	calculate	9.5	10.5	8.5	8.68	8.95	8.47	2748
2869	BOTHER (HARASS)	bother	7.5	8.5	5.5	6.37	6.68	5.95	2285
287	CONE	cone	7.5	7.5	5.5	6.11	6.22	6	4060
2870	RECOGNIZE (SOMEBODY)	recognize	8.5	9.5	5.5	8.11	8.37	7.89	17383
2872	IMPROVE (SOMETHING)	improve	8.5	9.5	6.5	7.11	7.5	7	10637
2877	RUSTLE (OF LEAVES)	rustle	9.5	10.5	6.5	9.47	10	9	18443
2879	SOUND (OF INSTRUMENT OR VOICE)	sound	6.5	7.5	3.5	5.11	5.22	4.89	20092
288	FORGE	forge	11.5	11.5	12.5	10.47	10.95	10	8349
2880	HALT (STOP)	stop	5	5	3.5	4.11	4.22	3.89	20752
2881	URGE (SOMEONE)	urge	9.5	10.5	6.5	9.11	9.5	9	23900
2882	ADD	add	6.5	6.5	4.5	6	6.11	5.89	230
2883	DISTURB	disturb	8.5	9.5	6.5	8.11	8.5	8	6143
2884	HANG	hang	6.5	7	4.5	6.11	6.22	5.89	9579
2885	HERD (SOMETHING)	herd	7.5	8.5	6.5	7.11	7.33	7	9851
2886	PRODUCE	produce	9.5	10.5	6.5	8.11	8.33	8	16579
2887	THAW (DEW)	thaw	9.5	9.5	6.5	8.11	8.37	8	21822
2888	TINKLE	tinkle	6.5	7.5	4.5	6.37	6.68	5.95	22058
2889	TWINKLE	sparkle	7.5	7.5	5.5	6.11	6.37	5.95	20157
289	MOLD	mold	8.5	8.5	5.5	7.11	7.33	7	13518
2891	TIE UP (TETHER)	tether	10.5	10.5	8.5	10.47	10.95	10	21803
2892	MAKE ANGRY (ANNOY)	annoy	8.5	9.5	5.5	7.11	7.37	6.95	751
2893	NOTICE (SOMETHING)	notice	7.5	8.5	4.5	7.11	7.37	7	14361
2894	TUMBLE (FALL DOWN)	tumble	6.5	7.5	5.5	7	7.47	6.53	22585
2896	CAUSE TO (LET)	let	5.2	6.5	3.5	5.11	5.22	4.89	12199
2897	CHIME (ACTION)	chime	8.5	9.5	6.5	7.11	7.5	7	3297
2898	CONVEY (A MESSAGE)	convey	10.5	11.5	8.5	10.47	11	10	4378
2899	JOG (SOMETHING)	jog	7.5	7.5	7.5	6.11	6.22	6	11684
29	GELD	castrate	15.5	14.5	14.5	13.5	13.89	13	2963
2900	PROTECT	protect	8.5	9.5	5.5	7.11	7.37	7	16728
2902	BRAWL (FIGHT)	brawl	10.5	10.5	8.5	10	10.47	9.89	2383
2903	CHAT (WITH SOMEBODY)	chat	8.5	7.5	5.5	7.11	7.33	7	3189
2904	RINSE	rinse	7.5	8.5	5.5	7	7.26	6.53	18203
2905	KNIT	knit	9.5	9.5	6.5	7.11	7.37	7	11887
2906	TRANSLATE	translate	10.5	11.5	8.5	9.47	9.95	9	22355
2907	ROT	decay	10.5	10.5	8.5	9.11	9.33	9	5153
2909	PREPARE	prepare	8.5	9.5	5.5	7.11	7.33	7	16389
2911	BACKWARD	backward	7.5	8.5	4.5	6.11	6.37	5.95	1397
2912	FORWARD	forward	7.5	8.5	4.5	7	7.11	6.95	8417
2914	ONCE (IN THE PAST)	formerly	10.5	11.5	8.5	10.47	10.95	10	8382
2916	INSTANTLY (IMMEDIATELY)	instantly	8.5	9.5	6.5	8.11	8.47	8	11195
2919	STILL (CONTINUING)	still	6.5	7.5	3.5	6.11	6.22	5.89	20687
292	RUG	rug	5.2	5.5	4.5	5.11	5.33	4.89	18404
