CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_AOA_READING_TRAINED_GPT_SCORE	ENGLISH_AOA_WRITING_TRAINED_GPT_SCORE	ENGLISH_AOA_TRAINED_GPT_SCORE	ENGLISH_AOA_MEAN	LINE_IN_SOURCE
2755	BUSY	busy	5.5	6	5	5.95	3265
2756	IDLE	idle	9.47	9.95	9	8.9	12018
2758	CAREFUL	cautious	9.11	9.5	8.89	8.25	3747
2759	RECOMMEND	recommend	9.11	9.5	9	9.11	20002
2762	BLOCK (THE WAY)	obstruct	11.5	12	11	10.94	16644
2765	CHERRY	cherry	6	6.11	5.89	5.58	4022
2766	WATERMELON	watermelon	5.5	6	5	4.22	27356
2769	PORK	pork	6.5	6.67	6	5.63	18565
277	SPINDLE	spindle	10.47	10.95	10	10.72	23064
2770	JACKET	jacket	5.5	5.67	4.89	3.95	13220
2771	SHAWL	shawl	8.68	8.95	8.47	9.74	21998
2772	KITCHEN KNIFE	chopper	8.47	8.95	8	8.21	4123
2773	FINGERTIP	fingertip	6.5	6.89	6	6	9186
278	AWL	awl	12.5	13	12	10.75	1662
2783	SCALES (MEASURE INSTRUMENT)	scale	7.11	7.33	7	8.85	21402
2789	BURP	burp	5.61	6	4.89	4.67	3234
279	THATCH	thatch	11.5	12	11	10.72	24703
2797	SESAME	sesame	6.5	7	6	7.41	21899
28	MOISTEN	moisten	9.47	10	9	9.28	15530
2804	AMULET	amulet	11.47	11.95	11	11.53	828
2805	BIRTH (ACCOUCHEMENT)	birth	5.5	6	5	5.21	2406
2808	BLACKEN	blacken	8.11	8.5	8	9.05	2447
2809	BLUEBERRY	blueberry	5.5	6	5	6.22	2593
281	POST	pole	6.11	6.33	5.95	5.63	18447
2810	BREASTBONE	breastbone	9.47	9.95	9	10.75	2948
2814	CUTTLEFISH	cuttlefish	11.5	12	11	12.88	5931
2815	DIALECT	dialect	12.11	12.47	12	11.5	6685
2816	ECHO	echo	7.11	7.33	7	8	7714
2817	EMU	emu	10.47	10.95	10	9	8015
2818	FORD (CROSSING)	ford	9.47	9.68	9	8.097349000000001	9577
2819	GRASSLAND	meadow	8.11	8.47	7.95	6.89	14915
2821	JEALOUS	jealous	8.11	8.37	7.89	7.42	13272
2824	KNUCKLE	knuckle	7.11	7.44	6.89	5.94	13610
2826	LIE (FALSEHOOD)	untruth	9.47	9.89	9	7.58	26618
2827	MENSTRUATE	menstruate	11	11.22	10.89	12.67	15048
2828	MOTH	moth	6.11	6.33	6	5.74	15707
2829	MUSSELS	mussel	10.47	10.95	10	10	15901
2830	OYSTERS	oyster	8.89	9.11	8.47	8	17271
2831	PENGUIN	penguin	6.11	6.47	5.95	5.68	17762
2832	PYRE	pyre	13.5	13.8	13	14.07	19505
2833	RUM	rum	11.5	11.67	11	11.56	21119
2834	SCROTUM	scrotum	11.5	12	11	14.44	21588
2836	STARLIGHT	starlight	6.5	6.7	6	7.37	23316
2837	SWAN	swan	7	7.11	6.89	6.317630000000001	24144
2838	TAME	tame	7.11	7.33	7	7.58	24368
284	HOE	hoe	8.11	8.37	7.89	8.72	11510
2841	WOMBAT	wombat	10.47	10.95	10	11.31	27771
2842	TURMERIC	turmeric	13.5	13.8	13	15	25561
2843	CAULIFLOWER	cauliflower	7.5	8	7	6.18	3735
2845	SIZE (OF OBJECT)	size	5.5	6	5	4.84	22372
285	THRESH	thresh	12.5	13	12	14	24814
2851	AUGUST	august	7	7.11	6.89	5.6462390000000005	1547
2860	BOLT (MOVE IN HASTE)	rush	7	7.11	6.53	6.7	21148
2861	BUDGE (ONESELF)	budge	8.11	8.33	8	9.25	3124
2862	CONNECT	connect	7.11	7.37	7	7.58	5004
2863	DASH (OF VEHICLE)	dash	7	7.22	6.89	7.74	6027
2864	DECREASE	decrease	8.11	8.5	8	8.56	6195
2865	DIE (FROM ACCIDENT)	perish	10.47	10.95	10	10.95	17857
2867	CALCULATE	calculate	8.68	8.95	8.47	9.26	3367
2869	BOTHER (HARASS)	bother	6.37	6.68	5.95	6.5	2803
287	CONE	cone	6.11	6.22	6	4.67	4911
2870	RECOGNIZE (SOMEBODY)	recognize	8.11	8.37	7.89	8.89	19994
2872	IMPROVE (SOMETHING)	improve	7.11	7.5	7	7.47	12254
2877	RUSTLE (OF LEAVES)	rustle	9.47	10	9	10.32	21155
2879	SOUND (OF INSTRUMENT OR VOICE)	sound	5.11	5.22	4.89	3.72	22886
288	FORGE	forge	10.47	10.95	10	9.8	9636
2880	HALT (STOP)	stop	4.11	4.22	3.89	2.89	23537
2881	URGE (SOMEONE)	urge	9.11	9.5	9	9.11	26731
2882	ADD	add	6	6.11	5.89	5.1	281
2883	DISTURB	disturb	8.11	8.5	8	8.22	7179
2884	HANG	hang	6.11	6.22	5.89	6.68	11038
2885	HERD (SOMETHING)	herd	7.11	7.33	7	7.74	11357
2886	PRODUCE	produce	8.11	8.33	8	7.75	19063
2887	THAW (DEW)	thaw	8.11	8.37	8	8.11	24705
2888	TINKLE	tinkle	6.37	6.68	5.95	5.67	24946
2889	TWINKLE	sparkle	6.11	6.37	5.95	5.95	22951
289	MOLD	mold	7.11	7.33	7	9.26	15538
2891	TIE UP (TETHER)	tether	10.47	10.95	10	10.67	24684
2892	MAKE ANGRY (ANNOY)	annoy	7.11	7.37	6.95	7.22	940
2893	NOTICE (SOMETHING)	notice	7.11	7.37	7	7.35	16480
2894	TUMBLE (FALL DOWN)	tumble	7	7.47	6.53	7.89	25530
2896	CAUSE TO (LET)	let	5.11	5.22	4.89	4.53	13962
2897	CHIME (ACTION)	chime	7.11	7.5	7	7.83	4068
2898	CONVEY (A MESSAGE)	convey	10.47	11	10	12.65	5225
2899	JOG (SOMETHING)	jog	6.11	6.22	6	6.21	13325
29	GELD	castrate	13.5	13.89	13	12.43	3673
2900	PROTECT	protect	7.11	7.37	7	6.79	19228
2902	BRAWL (FIGHT)	brawl	10	10.47	9.89	9.2	2917
2903	CHAT (WITH SOMEBODY)	chat	7.11	7.33	7	7.33	3956
2904	RINSE	rinse	7	7.26	6.53	4.95	20909
2905	KNIT	knit	7.11	7.37	7	7.86	13588
2906	TRANSLATE	translate	9.47	9.95	9	10	25281
2907	ROT	decay	9.11	9.33	9	8.79	6131
2909	PREPARE	prepare	7.11	7.33	7	7.72	18866
2911	BACKWARD	backward	6.11	6.37	5.95	5.763466	1751
2912	FORWARD	forward	7	7.11	6.95	4.239515000000001	9695
2916	INSTANTLY (IMMEDIATELY)	instantly	8.11	8.47	8	7.543185000000001	12807
2919	STILL (CONTINUING)	still	6.11	6.22	5.89	5.262587000000001	23468
292	RUG	rug	5.11	5.33	4.89	4.61	21110
2920	SUDDENLY	suddenly	7.11	7.5	7	7.383330000000001	23869
2921	THEN	then	6.11	6.22	5.89	6.7439100000000005	24720
2924	A LITTLE	bit	5.5	5.5	5	6.47	2423
2925	HITHER (HERE TO)	hither	11.5	12	11	13.074168	11490
2926	HARDLY	hardly	7.11	7.37	7	7.543185000000001	11078
2927	FROM HERE	hence	11.5	12	11	11.091966000000001	11334
2929	BENEFIT	benefit	9.11	9.5	9	9.17	2219
2930	BOSS	boss	7.11	7.22	6.89	6.16	2795
2931	BUSINESS	business	8.11	8.47	7.89	7.47	3254
2932	COLD (CHILL)	chill	7.11	7.22	7	6.4	4063
2933	CONVERSATION	conversation	8.11	8.37	7.89	7.79	5216
2934	CUCKOO	cuckoo	7.5	7.89	7	6.61	5810
2935	CURRENT (STREAM)	current	9.11	9.33	9	8.94	5878
2936	ELEVATION	elevation	10.47	10.95	10	9.95	7886
2937	FAIRY TALE	tale	6.67	6.89	6.53	6.32	24346
2938	FLAVOR	flavor	6.11	6.33	6	6.3	9347
2939	FLOCK (OF ANIMALS)	flock	7.11	7.37	7	7.18	9399
2940	GATE	gate	5.5	5.89	5	5.32	10101
2941	HAPPINESS	happiness	6.11	6.37	5.89	6.17	11056
2943	BUNDLE	bundle	7.11	7.5	7	7.06	3189
2945	COUNT (QUANTITY)	quantity	9.47	9.95	9	11.11	19545
2946	CRADLE	cradle	6.37	6.68	5.95	5.22	5549
2947	DAMAGE (INJURY)	damage	7.5	7.89	7	7.2	5983
2948	GAP (DISTANCE)	gap	6.5	6.7	6	8.22	10051
2949	LAIR	lair	9.47	9.95	9	11.63	13671
295	WHETSTONE	whetstone	12.5	13	12	12.8	27519
2950	MEANING	meaning	6.11	6.22	6	6.1	14925
2951	POUCH	pouch	7.37	7.68	7	6.56	18686
2952	SLAB	slab	9.11	9.33	9	8.53	22439
2953	SLEEVE	sleeve	5.5	6	5	4.94	22492
2954	SLICE	slice	6	6.11	5.89	5.69	22499
2955	STATE (POLITICS)	state	6.68	6.89	6.53	6.39	23332
2956	TUBE	tube	6.11	6.22	5.89	5.5	25514
2957	WARE	ware	10.47	10.95	10	10.740285000000002	27270
2958	LAUGHTER	laughter	6	6.5	5	5.39	13787
2959	LEASH	leash	6.37	6.68	5.95	5.79	13864
296	CROUCH	crouch	8.11	8.47	8	8.5	5733
2960	LONGING (WISH)	desire	9	9.33	8.89	9.95	6536
2961	MESSAGE	message	7.5	7.7	7	6.32	15095
2962	MOORLAND	moor	11.5	12	11	11.8	15647
2963	NET	net	6.11	6.22	5.89	7	16138
2964	NEWS	news	6.37	6.68	5.95	6.16	16197
2965	PAW	paw	5.37	5.68	4.89	5.89	17650
2966	PERCH (FISH)	perch	8.95	9.11	8.47	9.16	17812
2967	PIKE (FISH)	pike	9.47	9.95	9	12.06	18135
2968	REASON	reason	7.11	7.5	7	7.84	19895
2969	RIBBON	ribbon	5.5	6	5	5.25	20849
297	CROOKED	crooked	7.11	7.5	7	6.33	5703
2970	RIDDLE	riddle	7.11	7.37	6.95	7.17	20865
2971	SIN	sin	7.11	7.22	6.95	6.74	22320
2973	STRAP	strap	6.5	6.7	6	5.61	23595
2974	SWARM (OF BIRDS)	swarm	8.11	8.47	8	8.68	24148
2975	THOUGHT	thought	7	7.22	6.89	5.891350000000001	24798
2976	VIOLENCE	violence	9	9.22	8.89	6.39	27071
2977	WORKER	worker	6.11	6.22	5.95	6.67	27829
2978	DISTANCE	distance	7.11	7.37	7	6.81	7139
298	SHRIEK	shriek	9.47	10	9	8.94	22169
2980	AREA	area	7.47	7.68	7.53	6.58	1234
2981	ITEM	item	7.11	7.33	7	5.68	13202
2982	GIFT	gift	5.11	5.22	4.89	5.05	10264
2983	COMPANIONSHIP	company	8	8.11	7.89	6.84	4734
2984	HEAP	heap	8.5	8.89	8	7.79	11217
2985	HEIGHT	height	6.5	7	6	5.42	11283
2986	CAMPFIRE	campfire	7	7.22	6.89	5.11	3418
2987	AMOUNT	amount	7.11	7.33	7	6.63	809
2988	PATTERN	pattern	7.11	7.33	7	6.89	17639
2989	FRINGE	fringe	9.89	10.16	9.47	9.61	9840
299	SCOLD	scold	8	8.47	7.47	8.53	21515
2990	SACK	sack	6.11	6.33	5.89	5.83	21173
2991	SKI	ski	7	7.11	6.89	6.68	22393
2992	TIP (OF OBJECT)	tip	6.11	6.22	6	5.42	24957
2993	STROKE (OF PEN)	stroke	9.11	9.5	9	9.24	23669
2995	TONE (MUSIC)	tone	8.11	8.33	8	7.67	25043
2996	WEALTH	wealth	8.11	8.33	8	8.76	27391
2997	COLORFUL	colorful	5.5	6	5	4.89	4609
2998	DAMP	damp	7.11	7.33	7	7.67	5989
2999	EVERYWHERE	everywhere	7	7.22	6.78	5.614268000000001	8464
3	BRAVE	brave	6.11	6.22	6	6	2914
300	RATTLE	rattle	6	6.11	5	4.5	19808
3001	POWERFUL	powerful	8	8.11	7.89	6.42	18705
3002	PRECIOUS	precious	7.5	7.89	7	7.57	18755
3003	SOLID	solid	7.11	7.22	7	7.79	22796
3004	FORMER	former	9.11	9.5	9	8.44903	9663
3005	FAMILIAR	familiar	8.11	8.37	7.89	7.21	8869
3006	SPACE (AVAILABLE)	space	6.11	6.22	5.95	5.67	22923
301	CHIEFTAIN	chief	8	8.11	7.89	7.53	4046
3011	GRUB	grub	8.47	8.95	8	8.95	10761
3012	BANDICOOT	bandicoot	13.5	13.8	13	13.42	1849
302	CLAN	clan	10.11	10.44	10	11.05	4262
3020	BREAK (BREAKING)	burst	7.11	7.33	7	7.72	3243
3025	BARN OR SHED	barn	6.11	6.22	5.89	4.5	1928
3026	CONJUNCTIVITIS	conjunctivitis	12.5	13	12	13.94	4998
3028	GRAVEL	gravel	7.11	7.33	7	7.19	10632
303	ABSTAIN FROM FOOD	abstain	12.5	13	12	12.95	91
3032	STARFISH	starfish	6.11	6.33	6	5.76	23310
3033	SCARED	scared	5.11	5.22	4.89	3.79	21432
304	PREACH	preach	8	8.22	7.89	7.33	18734
3044	BOVINE	bovine	12.5	12.94	12	12.41	2838
3046	FODDER	fodder	11.5	12	11	14	9488
3049	COURAGE	courage	8.11	8.33	8	8.42	5477
305	GRANDPARENTS	grandparent	5.11	5.44	4.89	5.5	10589
3050	SEEDLING	seedling	8.11	8.33	8	6.89	21723
3053	TIGHT	tight	6	6.11	5	5.251930000000001	24900
3055	SWINDLE	cheat	6.5	6.89	6	5.11	3974
3057	FLAIL	flail	10.47	10.95	10	12.19	9289
3058	GRAZE	graze	9.11	9.44	9	8.9	10647
3059	MALARIA	malaria	11.5	12	11	12.33	14599
3060	PHEASANT	pheasant	10.47	11	10	9.68	17995
3061	PHLEGM	phlegm	10.47	11	10	11.27	18022
3062	TURNIP	turnip	8.47	8.95	8	7	25569
3064	RUST	rust	7.11	7.37	7	7.75	21152
3065	SADDLE	saddle	6.5	6.89	6	6.42	21189
3066	SCARF OR TURBAN	scarf	6.37	6.68	5.95	5.68	21434
3069	FALSE	fraud	10.47	10.95	10	10.11	9761
307	HAWK	hawk	7.11	7.33	7	6.7439100000000005	11151
3071	INSERT	insert	9	9.22	8.89	8.2	12764
3072	MISPLACE	lose	6	6.11	5.53	5.78	14339
3073	MANAGE	manage	9	9.22	8.89	7.67	14643
3074	FIX	fix	5.5	6	5	5	9265
3076	SLOPE	slope	10	10.11	9.89	8.67	22539
3078	IRRIGATE	irrigate	10.47	10.95	10	9.28	13166
308	TOUCAN	toucan	8.11	8.47	8	8.69	25129
3080	SPLIT OPEN	crack	7.11	7.33	6.89	6.33	5542
3083	BALLOON	balloon	5	5	4	4.37	1821
3084	BLACKBOARD	blackboard	5.5	6	5	5.42	2445
3085	CARROT	carrot	4.5	5	4	2.74	3619
3086	COMPUTER	computer	8.11	8.37	8	9.7	4823
3087	PACIFIER	dummy	6	6	5	5.17	7582
3088	ENVELOPE	envelope	6.11	6.5	6	6.25	8226
3089	GIRAFFE	giraffe	6.11	6.5	5.89	5	10292
309	OPOSSUM	opossum	9	9.47	8.47	8.76	16830
3090	GUITAR	guitar	7.26	7.47	6.95	5.32	10822
3091	LEMON	lemon	5.5	6	5	4.74	13934
3092	LIGHTER	lighter	7.11	7.33	7	7.116905000000001	14062
3093	LIPSTICK	lipstick	6.22	6.47	5.95	5.42	14150
3094	PAINTBRUSH	paintbrush	5.5	6	5	6.22	17327
3095	POSTMAN	postman	6.11	6.33	6	5.22	18637
3096	RACKET	racket	8.11	8.33	8	8.2	19656
3098	SNOWMAN	snowman	5.11	5.22	4.89	3.47	22712
3099	SOFA	sofa	6.22	6.44	5.89	4.5	22764
31	PAN	pan	5.11	5.22	4.89	4.72	17372
3100	SUNGLASSES	sunglasses	5.5	6	5	5.56	23967
3101	SWING	swing	5	5	4	4.16	24194
3102	TANK	tank	6.11	6.22	6	7.17	24387
3104	THERMOMETER	thermometer	7.5	8	7	6.63	24742
3105	UMBRELLA	umbrella	5.22	5.67	4.89	5.68	25689
3106	WARDROBE	wardrobe	8.37	8.68	8	7.84	27269
3110	CLAP	clap	4.61	5	3.89	3.4	4268
3111	CONDUCT	conduct	10	10.22	9.89	8.58	4905
3112	ERUPT	erupt	9.11	9.44	9	8.26	8344
3114	GRATE (SOMETHING)	grate	8.47	8.95	8	8.9	10618
3116	HATCH (OUT)	hatch	7.11	7.33	7	7	11127
3117	HITCHHIKE	hitchhike	9.47	10	9	9.53	11488
3119	MASSAGE (SOMEBODY)	massage	8.47	8.95	8	10.9	14821
312	TAPIR	tapir	12.5	12.8	12	11.23	24404
3120	MOP (SOMETHING)	mop	5.11	5.37	4.95	5.11	15653
3121	OPERATE (MEDICINE)	operate	8.5	8.89	8	7.11	16815
3123	PHOTOGRAPH (SOMETHING)	photograph	7.11	7.47	6.95	6.68	18050
3128	SHOWER (ACTION)	shower	5.61	6	4.89	4.72	22150
3129	SKATE	skate	6.11	6.22	5.89	5.37	22374
3130	SPILL (SOMETHING)	spill	5.11	5.22	4.89	3.84	23057
3131	SUNBATHE	sunbath	9.11	9.33	9	9.6	23946
3132	SURF	surf	7.95	8.11	7.67	7.4	24073
3134	TYPE (ON SOMETHING)	type	7.11	7.37	7	6.58	25637
3135	VACUUM (SOMETHING)	vacuum	6.5	7	6	6.74	26787
3137	OAR	oar	8.11	8.47	8	5.83	16573
3138	STRAWBERRY	strawberry	5.22	5.67	4.89	4.21	23609
3139	LADYBUG	ladybug	5.5	5.89	5	4.84	13663
3140	VEST	vest	6.11	6.33	5.95	5.83	26984
3141	TAMBOURINE	tambourine	7.5	8	7	6.53	24367
3142	BISON	bison	9	9.22	8.89	8.11	2420
3144	GORILLA	gorilla	7.11	7.47	6.89	5.74	10517
3145	HIPPOPOTAMUS	hippopotamus	7.11	7.47	6.95	7	11470
3146	CHEETAH	cheetah	7.11	7.47	7	8.16	4009
3147	HAMSTER	hamster	6.5	7	6	4.37	10985
3149	ARMLET	armband	8.47	8.95	8	10	1258
3153	LORD	lord	7.11	7.37	7	5.95	14334
3157	CIVET	civet	14	14	14	11.33	4238
3160	SLAP	slap	6	6	5	4.67	22454
3167	SERMON	sermon	8.47	8.95	8	6.6	21882
3168	DOWRY	dowry	13.5	13.89	13	14.59	7408
3169	TREATY	treaty	10.11	10.44	10	9.84	25353
317	PIRANHA	piranha	10.47	10.95	10	8.74	18203
3171	RINGWORM	ringworm	9.47	10	9	10.28	20907
3172	SCABIES	scabies	12.5	12.89	12	12	21396
3174	WAKE UP (SOMEONE)	wake	5.11	5.33	4.89	5.63	27229
3176	RACK (FOR STORING FOOD)	rack	7	7.11	6.89	6.26	19655
3179	CORAL ROCK	coral	8.68	9	8.47	9.06	5287
318	FOOTPRINT	footprint	6.11	6.33	6	5.78	9553
3181	MUSTARD	mustard	6.47	6.89	5.95	4.95	15907
3188	MIGHTY OR POWERFUL OR STRONG	mighty	7.11	7.37	6.95	5.63	15233
319	LICK	lick	5	5	4	4.3	14024
3193	CROSSBOW	crossbow	9.47	9.95	9	10.67	5715
3197	SUSPICION	suspicion	10.11	10.47	9.89	10.21	24122
32	EARWAX	earwax	6.5	7	6	6.39	7684
320	LAME	lame	7.11	7.22	7	9.21	13679
3200	COUNTRYSIDE	countryside	8.11	8.5	8	8	5467
3202	CANNON	cannon	7.11	7.5	7	7.9	3463
3204	INSULT	insult	8.11	8.5	8	8.63	12839
321	CHEW	chew	5.11	5.22	4.89	4.05	4032
3213	HIRE OR RENT	hire	8.11	8.47	8	9	11472
3215	CREEP	creep	7.11	7.22	7	8	5630
322	FIG	fig	8.11	8.33	8	8.06	9134
3222	TWIG	twig	6.95	7.11	6.53	6.28	25614
3224	WRING	wring	9.47	10	9	8.18	27902
323	FAT (ORGANIC SUBSTANCE)	fat	5.11	5.22	4.89	5.15	8929
3230	DECEIVE	deceive	10.11	10.47	9.89	8.68	6138
3231	DEITY	deity	11.5	12	11	13	6301
3232	PELT	pelt	10.47	10.95	10	10.836198000000001	17743
3241	CORIANDER	coriander	13.5	13.8	13	13.88	5299
3247	KIWIFRUIT	kiwi	9.11	9.22	9	7.56	13562
3248	MAPLE TREE	maple	7.11	7.33	7	5.94	14725
325	FELT	felt	6.11	6.22	5.89	6.104490000000001	9025
3252	PANCREAS	pancreas	11.5	12	11	12.84	17376
3257	CLITORIS	clitoris	13.5	13.8	13	14	4366
3258	FALCON	falcon	9.47	10	9	7.42	8848
326	CLOAK	cloak	8.11	8.37	8	6.95	4367
3261	HORNET	hornet	7.47	7.95	7	7.28	11646
3263	LAP	lap	5	5	4	3.15	13729
3267	PULSE	pulse	8.47	8.95	8	10.21	19393
3268	QUESTION	question	6.11	6.37	5.95	6.16	19582
3269	PORCH	veranda	11.5	12	11	11.89	26944
327	PONCHO	poncho	8.47	8.95	8	8.84	18519
3274	ENCIRCLE	surround	8.11	8.5	8	8.05	24100
3276	SUNSHINE	sunshine	5.11	5.22	4.89	4.58	23980
3279	MANTIS	mantis	9.47	10	9	9.28	14714
3280	TUSK	tusk	8.11	8.37	8	7.67	25585
3282	GROOM	groom	7.11	7.37	7	7.78	10722
3283	CAGE	cage	5.5	6	5	5.06	3350
3284	GRAVEYARD	cemetery	8	8.37	7.89	7.78	3796
3287	BLOOM	bloom	7	7.11	6.89	6.84	2563
3288	WEED	weed	7.11	7.33	6.89	6.79	27426
329	STOCKING	stocking	6.11	6.33	5.89	6.68	23504
3299	KIND	kind	5.11	5.33	4.89	4.89	13515
33	NETTLE	nettle	11.5	12	11	14.33	16143
330	HEADBAND	headband	6.5	6.7	6	6.33	11172
3300	POLITE	polite	6.37	6.68	5.95	4.63	18460
3302	QUARREL (VERB)	argue	7.68	8	7.37	4.61	1239
3303	PICTURE (PAINTING)	painting	5.5	6	5	5.26	17330
3304	PICTURE (PHOTOGRAPH)	photo	6.11	6.37	5.95	5.16	18043
331	HEADDRESS	headdress	8.95	9.16	8.47	9.06	11175
3312	SHORT (TIME)	brief	9.68	10	9.47	8.44	2996
3313	JACKAL	jackal	10.47	10.95	10	12.17	13215
3314	LYNX	lynx	11.5	12	11	10.53	14470
3315	FLAX	flax	11.5	12	11	12.445405000000001	9354
3317	ELM	elm	9.11	9.22	9	9.06	7904
332	RAG	rag	5.5	5.67	5	5.22	19694
3320	SNARE (TRAP)	snare	10.47	10.95	10	10.68	22650
3325	PEARL	pearl	7.11	7.33	7	6.2750020000000015	17689
3327	AUTUMN OR HARVEST SEASON	harvest	8	8.22	7.89	7.4	11114
3329	YEARLING (HORSE)	yearling	11.5	11.89	11	11.32	27955
333	PLAIT	plait	12.5	13	12	13	18261
3330	LENTILS	lentil	11.5	11.67	11	13.06	13948
3333	BELIEF (RELIGIOUS)	belief	8.11	8.67	8	7.3	2169
3334	RITE	rite	10.47	10.95	10	10.42	20929
3336	FUNERAL	funeral	7.11	7.37	6.89	7.28	9933
334	COOKHOUSE	cookhouse	10.47	10.95	10	10.71	5244
3349	WRISTWATCH	wristwatch	7.11	7.47	6.95	7.32	27910
3353	SIEVE (TOOL)	sieve	10.5	11	10	12.36	22245
3356	INCENSE	incense	10.47	11	10	10.45	12328
3357	CUPBOARD	cupboard	7.11	7.61	6.89	6.39	5850
336	PADLOCK	padlock	8.47	8.95	8	8.84	17302
3361	OFFICIAL	official	9	9.22	8.89	8.68	16719
3367	STUTTERER	stutterer	10.47	10.95	10	10.06	23721
3368	POWDER	powder	6.11	6.5	5.89	5.06	18699
337	PITCHFORK	pitchfork	8.47	8.95	8	6.89	18216
3375	PATIENT (SICK PERSON)	patient	7.11	7.5	7	7.05	17616
3376	ROBBER	robber	7	7.11	6.89	5.74	20967
3377	EMPEROR	emperor	8.67	8.95	8.47	7.44	7993
338	RAKE	rake	5.5	6	5	5.32	19728
3380	HUNTING DOG	hound	8	8.11	7.89	5.74	11711
3382	PEACOCK	peacock	7.11	7.47	6.95	5.763466	17681
3384	WEASEL	weasel	8.37	8.95	8	7.25	27402
3385	ALUMINIUM	aluminum	8.5	9	8	7.26	730
3386	SULPHUR	sulphur	11.5	12	11	10.591087	23922
3388	PLACENTA	placenta	12.5	12.94	12	12.06	18246
3389	MEASLES	measles	8.11	8.47	7.89	9.28	14933
3396	BUILDING	building	6.11	6.37	5.95	6.16	3143
3399	WAREHOUSE	warehouse	10	10.22	9.89	8.58	27271
34	STAIRS	stairs	5.11	5.22	4.89	4.22	23264
340	LASSO	lariat	11.5	12	11	14.08	13746
3401	HENHOUSE	coop	8.47	8.95	8	8.246547	5254
3404	TILE	tile	7.11	7.33	7	6.8	24909
3405	RULER	ruler	6.11	6.22	6	5.94	21117
3406	MERCHANDISE	goods	8.89	9	8.47	7.436615000000001	10493
3407	FILE (TOOL)	file	8.11	8.22	8	8.21	9143
341	SICKLE	sickle	10.47	10.95	10	11.35	22212
3413	IN THIS WAY	thus	10	10.11	9.89	9.19502	24868
3415	BALDHEAD	baldhead	7.11	7.44	6.89	6.17	1801
3416	EVERY (EACH)	each	5.5	6	5	4.953534000000001	7651
342	HAY	hay	6.11	6.22	5.95	5.32	11153
3423	DRILL	drill	7.11	7.37	6.95	7.14	7483
3424	SHEATH	sheath	10.47	10.95	10	10.93	22003
3425	JOKE	joke	5.5	6	5	5.2	13334
3426	SURNAME	surname	11.5	12	11	12.22	24086
3427	DIRECTION	direction	7.11	7.33	7	6.68	6841
3429	COMPARE	compare	8.11	8.37	8	8.57	4737
343	VINE	vine	7.11	7.33	7	6.95	27062
344	TREE TRUNK	trunk	6.5	6.7	6	8.3	25491
3446	PINK	pink	4.11	4.22	3.89	3.8	18175
345	SAP	sap	7.11	7.22	7	7.53	21316
3452	MUCH	much	5	5.11	4.89	4.580539	15781
3458	SILENCE	silence	7.11	7.37	6.95	4.6	22274
346	BANYAN	banyan	13.5	13.75	13	10.75	1883
3460	BEACH	beach	5.11	5.22	4.89	4.8	2040
3466	DANGEROUS	dangerous	6.5	7	6	5.6	6004
3468	KINDNESS	kindness	6.37	6.68	5.95	6.26	13523
3469	LEVEL	level	6.11	6.22	6	6	13976
347	SORGHUM	sorghum	13.5	13.8	13	13.92	22870
3470	LIAR	liar	6.11	6.22	5.89	4.89	13996
3471	OBLIGATION (DUTY)	duty	8.11	8.5	8	7.15	7624
3475	SUFFICE	suffice	11.5	12	11	12.26	23880
35	TAMARIND	tamarind	14.5	15	14	14.86	24366
350	MANGROVE	mangrove	13.5	13.8	13	14.53	14667
351	TARO	taro	13.5	13.75	13	14.2	24417
352	UNTIE	untie	5.5	6	5	4.84	26595
353	STRIKE	strike	8.11	8.33	8	7.75	23649
3533	ONE MILLION	million	7.11	7.33	7	6.47	15274
3534	BEG	beg	6.11	6.33	5.95	5.78	2137
354	POUND	pound	6.11	6.22	6	6.79	18690
3545	WATERY	watery	7	7.11	6.53	6.65	27365
355	CUT DOWN	fell	5.11	5.22	4.89	3.280385	9016
3551	FETCH	fetch	6.11	6.22	5.89	6.61	9074
3552	GREET	greet	7.11	7.37	7	6.47	10671
3553	HELLO	hello	5	5.11	4.89	3.7599500000000003	11304
3554	GOODBYE	farewell	8.5	8.89	8	8.43	8898
356	SHEARS	scissors	5.5	6	5	4.5	21511
359	POTTER	potter	9.47	9.68	9	8.445298999999999	18683
3599	BILLION	billion	9.11	9.44	9	8.37	2330
36	PUBIC HAIR	pubes	12.5	12.7	12	11	19343
3602	TRILLION	trillion	10.11	10.67	10	8.94	25420
3606	STURGEON	sturgeon	11.5	12	11	10.5	23719
3608	WARRIOR	warrior	8.11	8.47	7.95	8.25	27295
361	PEG	peg	5.5	5.67	5	6.829166000000001	17736
3610	MALLARD	mallard	9.47	9.95	9	9.94	14620
3614	PANT	pant	6.11	6.22	5.89	5.94	17399
3615	BLEED	bleed	6	6.11	5	4.28	2493
3616	FAINT (PASS OUT)	faint	7.89	8.11	7.47	7.53	8827
3617	STUMBLE	stumble	7.11	7.33	7	7.94	23704
362	STRING	string	6.37	6.68	5.95	4.94	23653
3620	SLEEPY	sleepy	4.11	4.33	3.89	3.37	22488
3621	DISABLED PERSON	cripple	8.47	8.95	8	9.14	5673
3624	LEPROSY	leprosy	12.11	12.47	12	11.68	13952
3625	HEADACHE	headache	6.5	6.7	6	6.71	11170
