CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_FREQUENCY	CHINESE_FREQUENCY_LOG	CHINESE_FREQUENCY_PM	CHINESE_CD	CHINESE_CD_LOG	CHINESE_CD_PERCENTAGE	LINE_IN_SOURCE
2690	UNCLE (HUSBAND OF FATHER'S SISTER)	姑父	11.0	1.0414	0.33	7.0	0.8451	0.11	33862
2691	PATERNAL AUNT (FATHER'S SISTER)	姑母	4.0	0.6021	0.12	2.0	0.301	0.03	48076
2692	MATERNAL UNCLE (MOTHER'S BROTHER)	舅舅	248.0	2.3945	7.39	74.0	1.8692	1.19	6548
2694	MATERNAL UNCLE (HUSBAND OF ONE'S MATERNAL AUNT)	姨父	15.0	1.1761	0.45	5.0	0.699	0.08	30272
2695	SISTER-IN-LAW (OLDER BROTHER'S WIFE)	嫂子	58.0	1.7634	1.73	37.0	1.5682	0.59	15764
2696	BROTHER-IN-LAW (OLDER SISTER'S HUSBAND)	姐夫	62.0	1.7924	1.85	50.0	1.699	0.8	15144
2697	BROTHER-IN-LAW (YOUNGER SISTER'S HUSBAND)	妹夫	42.0	1.6232	1.25	36.0	1.5563	0.58	18649
2698	BROTHER-IN-LAW (HUSBAND'S OLDER BROTHER)	大伯子	1.0	0.0	0.03	1.0	0.0	0.02	92109
2699	BROTHER-IN-LAW (HUSBAND'S YOUNGER BROTHER)	小叔子	11.0	1.0414	0.33	10.0	1.0	0.16	34334
27	AIR	空气	1365.0	3.1351	40.69	940.0	2.9731	15.06	1903
270	JUG	缸	74.0	1.8692	2.21	51.0	1.7076	0.82	13648
2701	SISTER-IN-LAW (HUSBANDS YOUNGER SISTER)	小姑子	12.0	1.0792	0.36	7.0	0.8451	0.11	33131
2704	FADE (LOOSE COLOR)	退色	6.0	0.7782	0.18	6.0	0.7782	0.1	42796
2705	INHALE	吸气	133.0	2.1239	3.96	103.0	2.0128	1.65	9663
2706	GNAW	啃	187.0	2.2718	5.57	155.0	2.1903	2.48	7833
2707	CLOG (SOMETHING)	塞	1708.0	3.2325	50.91	1115.0	3.0473	17.86	1601
2710	TAKE A PHOTO	照相	287.0	2.4579	8.56	197.0	2.2945	3.16	5919
2711	TRANSPORT	輸	1.0	0.0	0.03	1.0	0.0	0.02	78962
2712	GET DIZZY	晕	980.0	2.9912	29.21	727.0	2.8615	11.65	2461
2713	HAVE A FEVER	发烧	292.0	2.4654	8.7	217.0	2.3365	3.48	5839
2714	HAVE DIARRHEA	泻	31.0	1.4914	0.92	24.0	1.3802	0.38	21804
2716	BLAME (SOMEBODY)	怪	4705.0	3.6726	140.25	2378.0	3.3762	38.09	683
2717	STEEP	陡峭	20.0	1.301	0.6	17.0	1.2304	0.27	27029
2718	STRONG (OF DRINK)	浓	333.0	2.5224	9.93	258.0	2.4116	4.13	5352
272	TONGS	钳子	78.0	1.8921	2.33	69.0	1.8388	1.11	13269
2721	TREE (CLASSIFIER)	棵	616.0	2.7896	18.36	377.0	2.5763	6.04	3459
274	KNEAD	揉	140.0	2.1461	4.17	93.0	1.9685	1.49	9377
2742	SUNNY DAY	晴天	49.0	1.6902	1.46	43.0	1.6335	0.69	17132
2744	PLUM BLOSSOM	梅花	21.0	1.3222	0.63	13.0	1.1139	0.21	26022
2745	APRICOT BLOSSOM	杏花	1.0	0.0	0.03	1.0	0.0	0.02	94362
2746	PEACH BLOSSOM	桃花	18.0	1.2553	0.54	16.0	1.2041	0.26	28097
2748	SWEET OLIVE FLOWER	桂花	1.0	0.0	0.03	1.0	0.0	0.02	74135
2749	UNHUSKED RICE	谷	517.0	2.7135	15.41	223.0	2.3483	3.57	3952
275	PEEL	削	163.0	2.2122	4.86	124.0	2.0934	1.99	8535
2750	GLUTINOUS RICE	糯米	6.0	0.7782	0.18	6.0	0.7782	0.1	42411
2751	BY (PASSIVE MARKER)	被	65695.0	4.8175	1958.33	6150.0	3.7889	98.51	65
2754	TOWARDS	向	17219.0	4.236	513.29	5057.0	3.7039	81.0	231
2755	BUSY	忙	8342.0	3.9213	248.67	3818.0	3.5818	61.16	413
2756	IDLE	闲	268.0	2.4281	7.99	239.0	2.3784	3.83	6199
2757	ANGULAR (SQUAREFORMED)	方	1698.0	3.2299	50.62	914.0	2.9609	14.64	1608
2758	CAREFUL	小心	7022.0	3.8465	209.32	3271.0	3.5147	52.39	477
2759	RECOMMEND	勸	1.0	0.0	0.03	1.0	0.0	0.02	92515
2763	CARRY HORIZONTALLY	端	594.0	2.7738	17.71	465.0	2.6675	7.45	3547
2766	WATERMELON	西瓜	101.0	2.0043	3.01	78.0	1.8921	1.25	11432
2768	LITCHI	荔枝	8.0	0.9031	0.24	7.0	0.8451	0.11	39232
2769	PORK	猪肉	236.0	2.3729	7.04	159.0	2.2014	2.55	6779
2772	KITCHEN KNIFE	菜刀	19.0	1.2788	0.57	16.0	1.2041	0.26	27585
2774	LITTLE FINGER	小指	17.0	1.2304	0.51	16.0	1.2041	0.26	28610
2775	FORENOON	上午	595.0	2.7745	17.74	441.0	2.6444	7.06	3543
2776	WILD GOOSE	大雁	2.0	0.301	0.06	2.0	0.301	0.03	60802
278	AWL	锥子	6.0	0.7782	0.18	4.0	0.6021	0.06	44042
2782	FOOT (MEASURE)	尺	620.0	2.7924	18.48	377.0	2.5763	6.04	3448
2783	SCALES (MEASURE INSTRUMENT)	秤	44.0	1.6435	1.31	32.0	1.5051	0.51	18293
2784	CRUCIAN CARP	鲫鱼	2.0	0.301	0.06	2.0	0.301	0.03	67696
2785	BIVALVIA (MUSSELS OR OYSTERS)	蚌	29.0	1.4624	0.86	13.0	1.1139	0.21	22758
2788	LADLE (WATER)	捞	282.0	2.4502	8.41	222.0	2.3464	3.56	6006
279	THATCH	茅草	2.0	0.301	0.06	2.0	0.301	0.03	65862
2795	MOSQUITO NET	蚊帐	33.0	1.5185	0.98	12.0	1.0792	0.19	21191
2797	SESAME	芝麻	93.0	1.9685	2.77	84.0	1.9243	1.35	11981
2835	SHOOTING STAR	流星	107.0	2.0294	3.19	67.0	1.8261	1.07	10981
2837	SWAN	天鹅	97.0	1.9868	2.89	59.0	1.7709	0.95	11648
284	HOE	锄头	17.0	1.2304	0.51	15.0	1.1761	0.24	28799
2846	MARCH	三月	95.0	1.9777	2.83	74.0	1.8692	1.19	11846
2847	APRIL	四月	128.0	2.1072	3.82	78.0	1.8921	1.25	9907
2848	MAY (MONTH)	五月	159.0	2.2014	4.74	98.0	1.9912	1.57	8664
2849	JUNE	六月	146.0	2.1644	4.35	91.0	1.959	1.46	9137
2850	JULY	七月	73.0	1.8633	2.18	59.0	1.7709	0.95	13748
2851	AUGUST	八月	77.0	1.8865	2.3	69.0	1.8388	1.11	13304
2852	SEPTEMBER	九月	113.0	2.0531	3.37	85.0	1.9294	1.36	10672
2853	OCTOBER	十月	102.0	2.0086	3.04	71.0	1.8513	1.14	11296
2854	NOVEMBER	十一月	63.0	1.7993	1.88	46.0	1.6628	0.74	14911
2855	DECEMBER	十二月	47.0	1.6721	1.4	29.0	1.4624	0.46	17606
2856	CHANGE (SOMETHING)	改变	7434.0	3.8712	221.6	3404.0	3.532	54.53	451
2857	CHANGE (BECOME DIFFERENT)	化	1035.0	3.0149	30.85	782.0	2.8932	12.53	2350
2859	SMOKE (EMIT SMOKE)	冒烟	119.0	2.0755	3.55	102.0	2.0086	1.63	10348
2862	CONNECT	连接	604.0	2.781	18.0	388.0	2.5888	6.21	3496
2867	CALCULATE	算	13337.0	4.1251	397.57	4769.0	3.6784	76.39	276
2870	RECOGNIZE (SOMEBODY)	认得	355.0	2.5502	10.58	267.0	2.4265	4.28	5110
2871	SWING (MOVEMENT)	摆动	97.0	1.9868	2.89	75.0	1.8751	1.2	11651
2874	MOVE (ONESELF)	移动	1226.0	3.0885	36.55	808.0	2.9074	12.94	2050
2880	HALT (STOP)	停止	2856.0	3.4558	85.14	1767.0	3.2472	28.3	1053
2881	URGE (SOMEONE)	催	342.0	2.534	10.19	249.0	2.3962	3.99	5240
2883	DISTURB	惊动	57.0	1.7559	1.7	54.0	1.7324	0.86	15798
2884	HANG	吊	481.0	2.6821	14.34	371.0	2.5694	5.94	4153
2886	PRODUCE	产	443.0	2.6464	13.21	348.0	2.5416	5.57	4402
2890	WALK (TAKE A WALK)	散步	596.0	2.7752	17.77	422.0	2.6253	6.76	3537
2894	TUMBLE (FALL DOWN)	摔	1382.0	3.1405	41.2	896.0	2.9523	14.35	1887
2900	PROTECT	卫	337.0	2.5276	10.05	181.0	2.2577	2.9	5299
2902	BRAWL (FIGHT)	搏斗	181.0	2.2577	5.4	145.0	2.1614	2.32	7987
2903	CHAT (WITH SOMEBODY)	聊天	1122.0	3.05	33.45	813.0	2.9101	13.02	2206
2905	KNIT	织	257.0	2.4099	7.66	105.0	2.0212	1.68	6404
2909	PREPARE	准备	22202.0	4.3464	661.83	5365.0	3.7296	85.94	187
2911	BACKWARD	落后	371.0	2.5694	11.06	278.0	2.444	4.45	4978
2914	ONCE (IN THE PAST)	从前	409.0	2.6117	12.19	326.0	2.5132	5.22	4659
2915	AT FIRST	先	16060.0	4.2057	478.74	5186.0	3.7148	83.07	242
2917	NEXT TO	隔壁	681.0	2.8331	20.3	517.0	2.7135	8.28	3199
2924	A LITTLE	稍微	944.0	2.975	28.14	697.0	2.8432	11.16	2515
2929	BENEFIT	好处	1776.0	3.2494	52.94	1358.0	3.1329	21.75	1543
2931	BUSINESS	业	457.0	2.6599	13.62	311.0	2.4928	4.98	4300
2934	CUCKOO	布谷鸟	22.0	1.3424	0.66	14.0	1.1461	0.22	25462
2938	FLAVOR	味道	2534.0	3.4038	75.54	1602.0	3.2047	25.66	1153
2943	BUNDLE	束	283.0	2.4518	8.44	222.0	2.3464	3.56	5980
2948	GAP (DISTANCE)	空隙	40.0	1.6021	1.19	37.0	1.5682	0.59	19096
2949	LAIR	骗子	1489.0	3.1729	44.39	936.0	2.9713	14.99	1778
295	WHETSTONE	磨刀石	4.0	0.6021	0.12	4.0	0.6021	0.06	49965
2953	SLEEVE	衣袖	16.0	1.2041	0.48	12.0	1.0792	0.19	29650
2954	SLICE	片	4597.0	3.6625	137.03	2420.0	3.3838	38.76	693
2955	STATE (POLITICS)	州	2116.0	3.3255	63.08	1104.0	3.043	17.68	1347
296	CROUCH	蹲	864.0	2.9365	25.76	559.0	2.7474	8.95	2702
2961	MESSAGE	信息	3725.0	3.5711	111.04	1896.0	3.2778	30.37	843
2963	NET	网	819.0	2.9133	24.41	508.0	2.7059	8.14	2810
297	CROOKED	弯	415.0	2.618	12.37	307.0	2.4871	4.92	4615
2970	RIDDLE	谜语	88.0	1.9445	2.62	53.0	1.7243	0.85	12335
2972	SLEEP (STATE)	睡眠	370.0	2.5682	11.03	263.0	2.42	4.21	4994
2973	STRAP	背带	17.0	1.2304	0.51	15.0	1.1761	0.24	28549
2977	WORKER	工人	617.0	2.7903	18.39	400.0	2.6021	6.41	3455
2981	ITEM	条目	16.0	1.2041	0.48	14.0	1.1461	0.22	29843
2982	GIFT	礼物	3988.0	3.6008	118.88	1836.0	3.2639	29.41	783
299	SCOLD	责备	241.0	2.382	7.18	214.0	2.3304	3.43	6680
2990	SACK	麻袋	45.0	1.6532	1.34	38.0	1.5798	0.61	17968
2992	TIP (OF OBJECT)	尖儿	12.0	1.0792	0.36	6.0	0.7782	0.1	33161
2997	COLORFUL	丰富	477.0	2.6785	14.22	423.0	2.6263	6.78	4186
2999	EVERYWHERE	到处	3511.0	3.5454	104.66	2278.0	3.3576	36.49	887
3	BRAVE	勇敢	1430.0	3.1553	42.63	970.0	2.9868	15.54	1828
30	DISPEL	赶走	618.0	2.791	18.42	475.0	2.6767	7.61	3452
3005	FAMILIAR	熟悉	1221.0	3.0867	36.4	986.0	2.9939	15.79	2056
3036	TREETOP	树梢	12.0	1.0792	0.36	10.0	1.0	0.16	32960
3041	PATERNAL AUNT (FATHER'S OLDER SISTER)	姑妈	311.0	2.4928	9.27	112.0	2.0492	1.79	5620
3044	BOVINE	牛	1990.0	3.2989	59.32	921.0	2.9643	14.75	1407
3049	COURAGE	胆量	222.0	2.3464	6.62	180.0	2.2553	2.88	7056
3050	SEEDLING	种	15716.0	4.1963	468.48	4935.0	3.6933	79.05	247
3053	TIGHT	紧	2293.0	3.3604	68.35	1585.0	3.2	25.39	1255
3054	BEAR FRUIT	结果	7085.0	3.8503	211.2	3268.0	3.5143	52.35	473
3057	FLAIL	连枷	3.0	0.4771	0.09	2.0	0.301	0.03	55514
3058	GRAZE	放牧	14.0	1.1461	0.42	11.0	1.0414	0.18	31136
3059	MALARIA	疟疾	65.0	1.8129	1.94	39.0	1.5911	0.62	14752
3060	PHEASANT	锥	32.0	1.5051	0.95	25.0	1.3979	0.4	21457
3061	PHLEGM	痰	80.0	1.9031	2.38	55.0	1.7404	0.88	13046
3063	RAMIE	苎麻	1.0	0.0	0.03	1.0	0.0	0.02	83374
3064	RUST	锈	69.0	1.8388	2.06	38.0	1.5798	0.61	14168
3065	SADDLE	鞍子	4.0	0.6021	0.12	3.0	0.4771	0.05	51999
3066	SCARF OR TURBAN	头巾	128.0	2.1072	3.82	84.0	1.9243	1.35	9883
3069	FALSE	假	3310.0	3.5198	98.67	1968.0	3.294	31.52	939
307	HAWK	鹰	379.0	2.5786	11.3	189.0	2.2765	3.03	4917
3070	HOLD A MEETING	开会	573.0	2.7582	17.08	449.0	2.6522	7.19	3656
3071	INSERT	插	1198.0	3.0785	35.71	890.0	2.9494	14.26	2101
3072	MISPLACE	失	754.0	2.8774	22.48	569.0	2.7551	9.11	2967
3073	MANAGE	理	1729.0	3.2378	51.54	1220.0	3.0864	19.54	1579
3074	FIX	修理	515.0	2.7118	15.35	368.0	2.5658	5.89	3972
3075	SLANTED	偏	469.0	2.6712	13.98	375.0	2.574	6.01	4226
3076	SLOPE	坡	159.0	2.2014	4.74	103.0	2.0128	1.65	8644
3077	SWALLOW (BIRD)	燕子	29.0	1.4624	0.86	15.0	1.1761	0.24	22711
3078	IRRIGATE	浇	216.0	2.3345	6.44	176.0	2.2455	2.82	7189
3079	HIGHLAND BARLEY	青稞	1.0	0.0	0.03	1.0	0.0	0.02	78387
3080	SPLIT OPEN	裂开	110.0	2.0414	3.28	100.0	2.0	1.6	10817
3081	CROPS	庄稼	96.0	1.9823	2.86	61.0	1.7853	0.98	11746
3093	LIPSTICK	口红	245.0	2.3892	7.3	142.0	2.1523	2.27	6605
3098	SNOWMAN	雪人	56.0	1.7482	1.67	38.0	1.5798	0.61	15986
31	PAN	铁锅	5.0	0.699	0.15	5.0	0.699	0.08	45464
3105	UMBRELLA	伞	227.0	2.356	6.77	127.0	2.1038	2.03	6944
3118	IRON (CLOTHES)	熨	102.0	2.0086	3.04	61.0	1.7853	0.98	11352
3119	MASSAGE (SOMEBODY)	按摩	693.0	2.8407	20.66	385.0	2.5855	6.17	3156
3128	SHOWER (ACTION)	淋浴	146.0	2.1644	4.35	113.0	2.0531	1.81	9118
3130	SPILL (SOMETHING)	溢	59.0	1.7709	1.76	55.0	1.7404	0.88	15500
3154	WILD BOAR	野猪	88.0	1.9445	2.62	32.0	1.5051	0.51	12327
3168	DOWRY	聘礼	2.0	0.301	0.06	2.0	0.301	0.03	59984
3174	WAKE UP (SOMEONE)	唤醒	294.0	2.4683	8.76	207.0	2.316	3.32	5818
3179	CORAL ROCK	珊瑚	55.0	1.7404	1.64	24.0	1.3802	0.38	16207
3181	MUSTARD	芥菜	9.0	0.9542	0.27	9.0	0.9542	0.14	37657
319	LICK	添	347.0	2.5403	10.34	288.0	2.4594	4.61	5187
3193	CROSSBOW	弩	24.0	1.3802	0.72	12.0	1.0792	0.19	24505
320	LAME	瘸子	91.0	1.959	2.71	68.0	1.8325	1.09	12153
3200	COUNTRYSIDE	乡	141.0	2.1492	4.2	74.0	1.8692	1.19	9337
3202	CANNON	炮	271.0	2.433	8.08	158.0	2.1987	2.53	6148
321	CHEW	嚼	389.0	2.5899	11.6	252.0	2.4014	4.04	4826
323	FAT (ORGANIC SUBSTANCE)	脂肪	262.0	2.4183	7.81	162.0	2.2095	2.59	6297
3230	DECEIVE	骗	3419.0	3.5339	101.92	1995.0	3.2999	31.96	905
3231	DEITY	神	3776.0	3.577	112.56	1590.0	3.2014	25.47	830
3243	CYPRESS	柏树	16.0	1.2041	0.48	7.0	0.8451	0.11	29733
3244	EAR (OF GRAIN)	穗子	3.0	0.4771	0.09	2.0	0.301	0.03	56362
3247	KIWIFRUIT	猕猴桃	16.0	1.2041	0.48	8.0	0.9031	0.13	29180
3248	MAPLE TREE	枫树	30.0	1.4771	0.89	22.0	1.3424	0.35	22190
3251	MOLD (GET ROTTEN)	霉	187.0	2.2718	5.57	155.0	2.1903	2.48	7812
3254	YOUNG ANIMAL	崽	36.0	1.5563	1.07	33.0	1.5185	0.53	20072
3276	SUNSHINE	阳光	1126.0	3.0515	33.57	735.0	2.8663	11.77	2198
3279	MANTIS	螳螂	50.0	1.699	1.49	23.0	1.3617	0.37	16941
3280	TUSK	长牙	1.0	0.0	0.03	1.0	0.0	0.02	84696
3281	JOB'S TEARS	薏苡	1.0	0.0	0.03	1.0	0.0	0.02	78625
3282	GROOM	新郎	313.0	2.4955	9.33	166.0	2.2201	2.66	5596
3283	CAGE	笼	103.0	2.0128	3.07	77.0	1.8865	1.23	11225
3284	GRAVEYARD	墓地	328.0	2.5159	9.78	200.0	2.301	3.2	5409
3285	RICE FLOUR	米粉	8.0	0.9031	0.24	5.0	0.699	0.08	38617
3287	BLOOM	开花	76.0	1.8808	2.27	66.0	1.8195	1.06	13449
3288	WEED	除草	21.0	1.3222	0.63	19.0	1.2788	0.3	26188
3299	KIND	善良	653.0	2.8149	19.47	494.0	2.6937	7.91	3306
3303	PICTURE (PAINTING)	画	3795.0	3.5792	113.13	1289.0	3.1103	20.65	825
3304	PICTURE (PHOTOGRAPH)	相片	300.0	2.4771	8.94	185.0	2.2672	2.96	5748
3307	HIT (A TARGET)	打中	197.0	2.2945	5.87	168.0	2.2253	2.69	7594
331	HEADDRESS	包头	4.0	0.6021	0.12	4.0	0.6021	0.06	49611
3311	FLOWING BODY OF WATER	河	1135.0	3.055	33.83	565.0	2.752	9.05	2186
3313	JACKAL	豺	13.0	1.1139	0.39	8.0	0.9031	0.13	31975
3320	SNARE (TRAP)	圈套	364.0	2.5611	10.85	279.0	2.4456	4.47	5038
333	PLAIT	辫子	104.0	2.017	3.1	85.0	1.9294	1.36	11171
3334	RITE	礼仪	104.0	2.017	3.1	78.0	1.8921	1.25	11196
3336	FUNERAL	丧礼	26.0	1.415	0.78	22.0	1.3424	0.35	23686
3349	WRISTWATCH	手表	511.0	2.7084	15.23	296.0	2.4713	4.74	4003
3350	GET UP FROM BED	起床	798.0	2.902	23.79	598.0	2.7767	9.58	2860
3351	STOP DOING	止	852.0	2.9304	25.4	733.0	2.8651	11.74	2728
3352	THIRD DAY OF THE MONTH	初三	6.0	0.7782	0.18	5.0	0.699	0.08	43899
3353	SIEVE (TOOL)	筛子	17.0	1.2304	0.51	16.0	1.2041	0.26	28808
3354	FIRST DAY OF THE MONTH	初一	14.0	1.1461	0.42	13.0	1.1139	0.21	31491
3355	SECOND DAY OF THE MONTH	初二	4.0	0.6021	0.12	4.0	0.6021	0.06	49265
3357	CUPBOARD	柜子	329.0	2.5172	9.81	243.0	2.3856	3.89	5399
3358	SPROUT (SHOOT)	芽	65.0	1.8129	1.94	36.0	1.5563	0.58	14698
3361	OFFICIAL	官	1764.0	3.2465	52.58	729.0	2.8627	11.68	1551
3362	BOILED WATER	开水	28.0	1.4472	0.83	27.0	1.4314	0.43	22997
3363	NOT HAVE	没有	108237.0	5.0344	3226.48	6218.0	3.7937	99.6	48
3364	DRY IN SUN	晾	80.0	1.9031	2.38	72.0	1.8573	1.15	13063
3366	PIMPLEFACE	麻子	18.0	1.2553	0.54	13.0	1.1139	0.21	27943
3367	STUTTERER	结巴	62.0	1.7924	1.85	32.0	1.5051	0.51	15148
3368	POWDER	粉	537.0	2.73	16.01	346.0	2.5391	5.54	3839
3369	PIGSTY	猪圈	30.0	1.4771	0.89	26.0	1.415	0.42	22109
3370	RELY ON	靠	5890.0	3.7701	175.58	2802.0	3.4475	44.88	566
3372	GALL BLADDER	胆	298.0	2.4742	8.88	234.0	2.3692	3.75	5765
3375	PATIENT (SICK PERSON)	病人	3414.0	3.5333	101.77	983.0	2.9926	15.75	907
3376	ROBBER	强盗	320.0	2.5051	9.54	171.0	2.233	2.74	5513
3377	EMPEROR	皇帝	245.0	2.3892	7.3	82.0	1.9138	1.31	6607
3379	PIG DUNG	猪粪	3.0	0.4771	0.09	3.0	0.4771	0.05	56677
338	RAKE	耙	13.0	1.1139	0.39	12.0	1.0792	0.19	31945
3380	HUNTING DOG	猎狗	61.0	1.7853	1.82	42.0	1.6232	0.67	15312
3381	SHEEP DUNG	羊粪	11.0	1.0414	0.33	5.0	0.699	0.08	34799
3382	PEACOCK	孔雀	65.0	1.8129	1.94	36.0	1.5563	0.58	14751
3384	WEASEL	黄鼠狼	45.0	1.6532	1.34	34.0	1.5315	0.54	18043
3385	ALUMINIUM	铝	87.0	1.9395	2.59	56.0	1.7482	0.9	12468
3386	SULPHUR	硫磺	123.0	2.0899	3.67	56.0	1.7482	0.9	10129
3387	MIDDLE FINGER	中指	41.0	1.6128	1.22	35.0	1.5441	0.56	18805
3388	PLACENTA	胎盘	45.0	1.6532	1.34	31.0	1.4914	0.5	18095
3389	MEASLES	疹子	35.0	1.5441	1.04	30.0	1.4771	0.48	20375
3390	WILD RICE	水稻	4.0	0.6021	0.12	4.0	0.6021	0.06	51800
3391	RICE STRAW	稻草	100.0	2.0	2.98	80.0	1.9031	1.28	11473
3392	MUER (FUNGUS)	木耳	1.0	0.0	0.03	1.0	0.0	0.02	85339
3393	LEAN MEAT	瘦肉	7.0	0.8451	0.21	7.0	0.8451	0.11	40280
3394	SHEEP MEAT	羊肉	70.0	1.8451	2.09	51.0	1.7076	0.82	14107
3395	SICHUAN PEPPER	花椒	2.0	0.301	0.06	2.0	0.301	0.03	66306
3396	BUILDING	楼	3580.0	3.5539	106.72	1787.0	3.2521	28.62	872
3397	ROUNDWORM	蛔虫	15.0	1.1761	0.45	15.0	1.1761	0.24	30125
3399	WAREHOUSE	仓库	711.0	2.8519	21.19	360.0	2.5563	5.77	3099
34	STAIRS	楼梯	832.0	2.9201	24.8	546.0	2.7372	8.75	2777
3401	HENHOUSE	鸡圈	1.0	0.0	0.03	1.0	0.0	0.02	93865
3402	SHEEPFOLD	羊圈	10.0	1.0	0.3	7.0	0.8451	0.11	36104
3404	TILE	瓦	525.0	2.7202	15.65	211.0	2.3243	3.38	3904
3405	RULER	尺子	10.0	1.0	0.3	10.0	1.0	0.16	35615
3406	MERCHANDISE	货物	237.0	2.3747	7.06	176.0	2.2455	2.82	6747
3407	FILE (TOOL)	锉	20.0	1.301	0.6	16.0	1.2041	0.26	26736
3408	PLANE (TOOL)	刨子	8.0	0.9031	0.24	5.0	0.699	0.08	38478
3409	EARTHEN JUG	坛子	21.0	1.3222	0.63	21.0	1.3222	0.34	26420
341	SICKLE	镰刀	49.0	1.6902	1.46	23.0	1.3617	0.37	17212
3410	OVER HERE	这边	4651.0	3.6675	138.64	2442.0	3.3877	39.12	687
3411	OVER THERE	那边	6572.0	3.8177	195.91	3177.0	3.502	50.89	507
3412	WASP NEST	马蜂窝	25.0	1.3979	0.75	22.0	1.3424	0.35	24410
3413	IN THIS WAY	这样	64295.0	4.8082	1916.59	6194.0	3.792	99.22	68
3414	IN THAT WAY	那样	17495.0	4.2429	521.51	5035.0	3.702	80.65	227
3415	BALDHEAD	秃子	67.0	1.8261	2.0	32.0	1.5051	0.51	14508
3419	STONE (CLASSIFIER)	块	9365.0	3.9715	279.16	3358.0	3.5261	53.79	372
3420	STOREY (CLASSIFIER)	层	1716.0	3.2345	51.15	1011.0	3.0048	16.19	1590
3421	SENTENCE (CLASSIFIER)	句	5984.0	3.777	178.38	3286.0	3.5167	52.63	562
3422	SONG (CLASSIFIER)	首	5501.0	3.7404	163.98	1826.0	3.2615	29.25	598
3424	SHEATH	刀鞘	4.0	0.6021	0.12	4.0	0.6021	0.06	49286
3425	JOKE	笑话	1407.0	3.1483	41.94	875.0	2.942	14.02	1853
3426	SURNAME	姓	999.0	2.9996	29.78	641.0	2.8069	10.27	2420
3427	DIRECTION	方向	2156.0	3.3336	64.27	1407.0	3.1483	22.54	1325
3428	WEAR (ON HEAD)	戴	3987.0	3.6006	118.85	2135.0	3.3294	34.2	785
3429	COMPARE	比	21371.0	4.3298	637.06	5555.0	3.7447	88.98	193
3430	CELEBRATE NEW YEAR	过年	21.0	1.3222	0.63	16.0	1.2041	0.26	26491
3431	RICE STEAMER	蒸笼	6.0	0.7782	0.18	6.0	0.7782	0.1	44070
3432	SHOULDER POLE	扁担	2.0	0.301	0.06	1.0	0.0	0.02	66515
3433	AUTONYM (OF PEOPLE)	自称	265.0	2.4232	7.9	239.0	2.3784	3.83	6250
3436	FAT MEAT	肥肉	74.0	1.8692	2.21	61.0	1.7853	0.98	13660
3439	WHITE (OF EGGS)	蛋白	156.0	2.1931	4.65	116.0	2.0645	1.86	8764
344	TREE TRUNK	树干	32.0	1.5051	0.95	24.0	1.3802	0.38	21385
3441	WHITE SUGAR	白糖	18.0	1.2553	0.54	14.0	1.1461	0.22	27806
3442	COTTON WOOL	棉絮	4.0	0.6021	0.12	4.0	0.6021	0.06	49506
3443	TOFU	豆腐	249.0	2.3962	7.42	110.0	2.0414	1.76	6524
3444	WAX GOURD	冬瓜	18.0	1.2553	0.54	16.0	1.2041	0.26	27818
3445	YARN	纱	139.0	2.143	4.14	58.0	1.7634	0.93	9398
3447	BEGIN OR START	开始	32126.0	4.5069	957.66	5934.0	3.7733	95.05	135
3455	COMMEND	赞赏	135.0	2.1303	4.02	106.0	2.0253	1.7	9594
347	SORGHUM	高粱	5.0	0.699	0.15	4.0	0.6021	0.06	47474
351	TARO	芋头	5.0	0.699	0.15	5.0	0.699	0.08	46446
352	UNTIE	解	1221.0	3.0867	36.4	714.0	2.8537	11.44	2055
353	STRIKE	打	31223.0	4.4945	930.74	5626.0	3.7502	90.12	137
3534	BEG	求	10904.0	4.0376	325.04	3504.0	3.5446	56.13	328
3535	BE DEFEATED	输	3138.0	3.4967	93.54	1443.0	3.1593	23.11	969
3536	DOUBT (SOMETHING)	怀疑	2888.0	3.4606	86.09	1910.0	3.281	30.59	1041
3537	TURN OVER	翻	1676.0	3.2243	49.96	1175.0	3.07	18.82	1628
3540	STRAW RAINCOAT	蓑衣	1.0	0.0	0.03	1.0	0.0	0.02	78359
3543	SAW (SOMETHING)	锯	270.0	2.4314	8.05	155.0	2.1903	2.48	6161
3544	WAVE (VERB)	挥动	50.0	1.699	1.49	46.0	1.6628	0.74	16958
3546	HORSE MANE	马鬃	6.0	0.7782	0.18	4.0	0.6021	0.06	42778
3549	BIRD NEST	鸟窝	19.0	1.2788	0.57	11.0	1.0414	0.18	27716
3554	GOODBYE	欢送	13.0	1.1139	0.39	12.0	1.0792	0.19	31765
356	SHEARS	剪刀	389.0	2.5899	11.6	167.0	2.2227	2.67	4819
357	HANG UP	挂	3463.0	3.5395	103.23	2075.0	3.317	33.24	896
3608	WARRIOR	勇士	418.0	2.6212	12.46	201.0	2.3032	3.22	4590
3616	FAINT (PASS OUT)	晕厥	16.0	1.2041	0.48	14.0	1.1461	0.22	29684
3628	HONOR (SOMEBODY)	荣幸	1919.0	3.2831	57.2	1360.0	3.1335	21.78	1448
3629	HESITATE	犹豫	431.0	2.6345	12.85	367.0	2.5647	5.88	4494
363	DWELL (LIVE, RESIDE)	居住	342.0	2.534	10.19	290.0	2.4624	4.65	5242
