NUMBER	GLOSS	ENGLISH	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	COMMENT MATTIS	Comment Kristina	Comment Mei-Shin	Comments Tiago	SIMLEX_IDS	SIMLEX_GLOSSES	OCCURRENCES	TOTAL	MANDARIN	FRENCH	RUSSIAN	SPANISH	MANDARIN_SCORE	FRENCH_SCORE	RUSSIAN_SCORE	SPANISH_SCORE	ENGLISH_SCORE
1319	immoral	immoral	adjectives							1122:1 1190:1	illegal bad	2	2	不道德	immoral	безнравственный	inmoral	2.1818181818181817 2.8181818181818183	3.2 4.3	0.0 2.2	1.5 2.5	1.9617715617715616 2.828554778554778
1320	impatient	impatient	adjectives							1287:0	anxious	1	1	不耐烦	impatient	нетерпеливый	impaciente	3.636363636	2.3	2.7	4.2	2.572435897
1321	impatiently	impatiently	adverbs							1803:1	roughly	1	1	不耐烦地	impatiemment	нетерпеливо	Impacientemente	0	0.8	0.9	0.1	0.52004662
1323	importantly	importantly	adverbs							1795:0	truly	1	3	重要地	surtout	важно	en tono rimbombante	0	2.1	0.4	0.1	0.8327505828
1324	importantly	importantly	adverbs							1806:1 1863:0	officially seriously	2	3	重要的	grandement	важно	en tono rimbombante	1.0 0.8181818181818182	0.7 2.1	0.8 2.3	0.4 1.1	1.1765151515151515 2.0610139860139856
1325	impossible	impossible	adjectives							1058:0	feasible	1	1	不可能	impossible	невозможный	imposible	0.2727272727	1.7	0.3	0.2	0.4692890443
1326	impression	impression	nouns							824:1	belief	1	1	印象	impression	впечатление	impresión	0.2727272727	2.8	2.9	2.4	1.536247086
1327	inaccurately	inaccurately	adverbs							1780:1	precisely	1	1	不准确地	inexactement	неаккуратно	inexactamente	0.3636363636	1.5	0	0.1	0.335955711
1328	inch	inch	nouns							837:1	yard	1	2	英寸	centimètre	дюйм	pulgada	2.545454545	3.3	1.4	0.1	1.688694639
1329	inch	inch	nouns							1006:1	meter	1	2	英寸	pouce	дюйм	pulgada	2.363636364	3	1.2	1.4	1.838344988
1330	incline	incline	verbs							1745:1	bias	1	1	倾向	incliner	наклонять	inclinarse	2.363636364	3	0.5	1.9	2.562529138
1331	include	include	verbs							1570:1	involve	1	1	包含	inclure	включают	incluir	5.272727273	4.8	2.9	3.3	3.256934732
1332	income	income	nouns							876:1	tax	1	1	收入	revenu	доход	ingresos	0.6363636364	2.1	0.7	0.7	0.9423076923
1333	incoming	incoming	adjectives							1295:1	outgoing	1	1	进来	entrant	приходящий	entrante	0.09090909091	0.4	0.1	0.2	0.3632284382
1335	incredible	incredible	adjectives							1135:0	ordinary	1	1	难以置信	incroyable	потрясающий	increíble	0	1.3	0.2	0.2	0.3147435897
1336	incredibly	incredibly	adverbs							1787:1	tightly	1	2	难以置信地	incroyablement	невероятно	increíblemente	0	0.4	0	0	0.3810606061
1337	incredibly	incredibly	adverbs							1825:0	greatly	1	2	极其	incroyablement	невероятно	increíblemente	4.545454545	2.2	0.5	0.5	1.950174825
1338	independently	independently	adverbs							1856:1	responsibly	1	1	独立地	indépendamment	независимо	independientemente	1.090909091	1.4	0	0.6	0.962995338
1339	industry	industry	nouns							137:1	business	1	1	工业	industrie	промышленность	industria	0.9090909091	2.9	1.6	3.1	2.247377622
1340	inexpensive	inexpensive	adjectives							1166:0	cheap	1	1	不昂贵	bon marché	недорогой	económico	3.909090909	5.7	4.9	5.1	4.547668998
1341	infection	infection	nouns							174:0	inflection	1	3	感染	infection	инфекция	infección	0	0.3	0	0.2	0.1984848485
1342	infection	infection	nouns							186:1	illness	1	3	传染	infection	инфекция	infección	1.181818182	4.8	2.9	3.2	2.904020979
1343	infection	infection	nouns							579:1	disease	1	3	发炎	infection	инфекция	infección	2.909090909	4.5	3.1	2	3.144988345
1344	infinity	infinity	nouns							953:0	zero	1	1	无穷	infini	бесконечность	infinito	0	2.2	0.4	0.7	0.5974941725
1345	inflection	inflection	nouns							174:1	infection	1	1	词性变化	inflexion	сгибание	inflexión	0	0.3	0	0.2	0.1984848485
1346	inform	inform	verbs							1406:1	polish	1	2	知会	informer	сообщить	informar	0	0.2	0	0	0.01666666667
1347	inform	inform	verbs							1643:0	notify	1	2	知会	informer	информировать	informar	3.454545455	5.7	4.6	4.8	4.968298368
1348	information	information	nouns							77:1	entropy	1	3	信息	information	информация	información	0.5454545455	1.8	0.1	0.8	0.658041958
1349	information	information	nouns							650:1 855:1	book newspaper	2	3	资料	information	информация	información	2.0 1.7272727272727273	2.2 3.6	1.4 2.2	1.2 2.0	1.2019230769230769 1.8322261072261077
1350	inn	inn	nouns							468:1	motel	1	1	小旅馆	auberge	гостиница	Posada	3.454545455	4.3	4	3.3	3.274009324
1353	innovative	innovative	adjectives							1077:1	creative	1	1	创新	innovant	инновационный	innovador	5	5.6	3.4	4.5	4.173659674
1354	inquire	inquire	verbs							1687:1	require	1	3	查询	se renseigner	запрашивать	preguntar	0.2727272727	0.9	3.2	1.7	0.7636363636
1355	inquire	inquire	verbs							1409:1 1573:1	search think	2	3	查询	se renseigner	спрашивать	preguntar	3.909090909090909 0.18181818181818182	4.4 1.2	1.0 0.7	1.0 0.7	2.2127622377622385 0.7053030303030304
1358	insecure	insecure	adjectives							1231:1	needy	1	1	缺乏信心	précaire	неуверенный	inseguro	0.09090909091	4.1	0	0.7	0.9441724942
1359	insight	insight	nouns							102:1	fact	1	2	洞察力	perspicacité	суть	visión	0.1818181818	1	3.1	0.5	1.313694639
1360	insight	insight	nouns							514:1	intelligence	1	2	洞察力	perspicacité	проницательность	visión	2.363636364	4.5	1.9	1.2	2.166142191
1361	insignia	insignia	nouns							336:0	dignity	1	1	徽章	légion	значки	insignias	0	1.9	0.3	0.4	0.6275058275
1362	inspect	inspect	verbs							1329:0	examine	1	1	检查	inspecter	осматривать	inspeccionar	4.727272727	5.8	3.5	4.9	3.833333333
1364	instructor	instructor	nouns							344:1	teacher	1	1	教练	professeur	преподаватель	monitor	2.272727273	6	5.2	2.1	4.049417249
1367	intelligence	intelligence	nouns							64:0	logic	1	5	智力	intelligence	интеллект	inteligencia	3.090909091	3.9	2.4	3.4	2.77511655
1368	intelligence	intelligence	nouns							514:0 541:1 557:0 574:1	insight ignorance skill wisdom	4	5	智力	intelligence	ум	inteligencia	2.3636363636363638 0.0 2.4545454545454546 3.909090909090909	4.5 2.2 3.7 4.2	1.9 0.5 0.5 3.6	1.2 0.7 2.3 3.8	2.1661421911421894 0.49731934731934735 2.015967365967366 4.062937062937063
1370	intend	intend	verbs							1748:1	attempt	1	1	打算	avoir l'intention de	намереваться	tener la intención	1.818181818	4.4	2.8	3.2	1.925174825
1373	intimate	intimate	adjectives							1226:1	personal	1	1	亲密	intime	интимный	íntimo	0	5.4	3.7	4.9	2.973717949
1374	intuition	intuition	nouns							192:1	sense	1	1	直觉	intuition	интуиция	intuición	4.090909091	4	3.8	3.5	3.472843823
1375	investigate	investigate	verbs							1447:0	examine	1	2	调查	enquêter	исследовать	investigar	2.818181818	3.8	5	4.4	3.775
1376	investigate	investigate	verbs							1665:0	pursue	1	2	调查	enquêter	изучать	investigar	0.2727272727	1.9	3.1	1.1	1.437995338
1377	involve	involve	verbs							1570:0	include	1	1	包括	impliquer	включать	implicar	5.272727273	4.8	2.9	3.3	3.256934732
1378	iris	iris	nouns							282:1	acetylcholine	1	1	鸢尾花	iris	ирис	iris	0	0.7777777778	0	0.3	0.2814814815
1380	irregularly	irregularly	adverbs							1878:1	usually	1	1	不定期地	irrégulièrement	нерегулярно	irregularmente	0.4545454545	1.4	0.1	0.6	0.4290792541
1381	irresponsible	irresponsible	adjectives							1073:1	immature	1	1	不负责任	irresponsable	безответственный	irresponsable	1.818181818	5.1	0	3.1	2.203146853
1382	irritate	irritate	verbs							1658:0	guess	1	2	刺激	énerver	раздражать	irritar	0.09090909091	0.3	0	0	0.1295454545
1383	irritate	irritate	verbs							1708:0	antagonize	1	2	刺激	irriter	раздражать	irritar	4.181818182	5.2	0.7	1.2	2.948892774
1390	jeans	jeans	nouns							643:0	woman	1	1	牛仔裤	jeans	джинсы	pantalones	0.09090909091	0.1	0.3	0.3	0.1643939394
1391	jet	jet	nouns							337:1	plane	1	1	喷气式飞机	jet	джет	chorro	3.545454545	4.3	1.5	0	3.166783217
1392	job	job	nouns							270:1	task	1	3	工作	travail	работа	trabajo	3.363636364	4.7	1	4.5	3.444172494
1393	job	job	nouns							591:1 1045:0	tool management	2	3	工作	emploi	работа	trabajo	0.36363636363636365 0.45454545454545453	0.8 2.2	0.8 1.3	0.8 1.4	0.665850815850816 1.0114219114219114
1401	journal	journal	nouns							222:1	article	1	1	杂志	journal	журнал	diario	2.090909091	3.8	1.4	1.7	2.237878788
1402	journalist	journalist	nouns							118:1	poet	1	1	记者	journaliste	журналист	periodista	0	1.8	0.7	0.9	0.7755244755
1406	joystick	joystick	nouns							586:0	radar	1	1	操纵杆	manette	джойстик	palanca de mando	0.09090909091	0.2	0.5	0.4	0.2752913753
1411	jumping	jumping	nouns							649:1	fence	1	1	跳跃	saut d'obstacles	прыжки	saltando	0	2.1	0.6	0.4	0.425
1412	justice	justice	nouns							103:1	tribunal	1	2	正义	justice	справедливость	justicia	0.9090909091	3.7	1.7	2.6	1.978787879
1413	justice	justice	nouns							880:1	right	1	2	正义	justice	правосудие	justicia	0.5454545455	4.1	1.2	2.3	1.690268065
1414	justify	justify	verbs							1461:1 1603:1	argue verify	2	2	辩解	justifier	обосновывать	justificar	3.8181818181818183 0.36363636363636365	2.8 2.8	5.5 3.1	0.7 1.8	2.2959207459207462 1.4621212121212122
1420	keyboard	keyboard	nouns							421:0	light	1	1	键盘	clavier	клавиатура	teclado	0.09090909091	0.2	0	0.5	0.09772727273
1424	kidnap	kidnap	verbs							1680:1	steal	1	1	绑架	kidnapper	похищать	secuestrar	0.5454545455	3.5	4.7	1.6	2.346270396
1427	kindergarten	kindergarten	nouns							1043:0	preschool	1	1	幼儿园	crèche	детский сад	guardería	0.6363636364	3.7	6	3.1	3.125
1428	kindly	kindly	adverbs							1766:1	nicely	1	3	仁慈地	aimablement	любезно	amablemente	4.636363636	5.7	4.2	0.9	3.710664336
1429	kindly	kindly	adverbs							1813:1	generously	1	3	好心地	gentiment	любезно	amablemente	2.636363636	2.7	2.2	3.3	2.780652681
1430	kindly	kindly	adverbs							1877:0	gently	1	3	仁慈地	doucement	любезно	amablemente	3.363636364	3.6	0.6	2.1	2.138869464
1436	known	known	adjectives							1124:1 1167:0 1197:0	well national popular	3	3	闻名	connu	известный	conocido	3.090909090909091 0.0 3.6363636363636362	1.3 1.6 5.4	0.2 0.1 4.4	0.4 0.4 4.3	0.6691142191142189 0.44166666666666665 3.8349650349650353
1437	laden	laden	adjectives							1207:0	heavy	1	1	满载	chargé	груженный	cargado	0.7272727273	4.5	2.6	2.9	2.137762238
1443	laptop	laptop	nouns							682:0	notebook	1	1	手提电脑	ordinateur portable	лаптоп	ordenador portátil	4.181818182	3.5	5.3	0.4	2.352564103
1447	lately	lately	adverbs							1827:0	recently	1	1	最近	dernièrement	недавно	últimamente	5.454545455	5.6	3	4.9	4.462179487
1448	later	later	adverbs							1781:0	never	1	1	稍后	plus tard	потом	después	0.1818181818	2	0	0.4	0.4933566434
1450	launch	launch	verbs							1755:0	send	1	1	发射	lancer	запускать	lanzar	2.909090909	5	2.5	2.3	2.092424242
1452	lawful	lawful	adjectives							1099:0	illegal	1	1	合法	légitime	законный	legal	0.1818181818	1.3	0.2	0.2	0.3783799534
1453	lawyer	lawyer	nouns							107:0	banker	1	4	律师	avocat	юрист	abogado	0.1818181818	1.8	0.8	1.4	0.9706293706
1454	lawyer	lawyer	nouns							281:1	attorney	1	4	律师	juriste	адвокат	licenciado en derecho	3.090909091	4.3	1.4	4.7	4.202505828
1455	lawyer	lawyer	nouns							505:1 785:0	prosecutor gallery	2	4	律师	avocat	адвокат	abogado	1.5454545454545454 0.0	3.1 0.1	1.2 0.0	2.5 0.2	2.4901515151515157 0.025000000000000005
1457	leader	leader	nouns							323:0	manager	1	1	领导	chef	глава	líder	2	4.6	4.2	3.2	3.233333333
1466	ledge	ledge	nouns							314:1	mountain	1	1	窗台	corniche	выступ	repisa	0	2	1	0.4	0.8615384615
1468	legal	legal	adjectives							1142:0 1144:1	allowed safe	2	2	合法	légal	легальный	legal	2.5454545454545454 0.5454545454545454	5.1 2.1	3.0 1.2	4.3 1.4	3.775641025641025 1.2694055944055942
1469	legend	legend	nouns							675:0	moral	1	1	传说	légende	легенда	leyenda	0	1.8	0.6	0.6	0.4601398601
1470	legion	legion	nouns							640:1	army	1	1	军团	légion	легион	legión	4.454545455	3.7	1.8	3.2	3.214335664
1471	lemma	lemma	nouns							993:1	syllable	1	1	词元	lemme	лемма	lema	1	2.2	0.5	0.6	0.8033216783
1474	lens	lens	nouns							727:0	camera	1	1	镜片	lentille	линза	lente	0.4545454545	2.5	1	2.4	1.472727273
1478	liberty	liberty	nouns							632:1	freedom	1	2	自由	possibilité	свобода	atrevimiento	4.181818182	4	6	1	4.461655012
1479	liberty	liberty	nouns							984:0	censorship	1	2	自由	liberté	свобода	libertad	0.09090909091	1.8	0.7	0.2	0.4177156177
1482	lifestyle	lifestyle	nouns							600:1	civilization	1	1	生活方式	mode de vie	образ жизни	estilo de vida	1.727272727	2.8	0.8	1.1	1.356585082
1486	lightly	lightly	adverbs							1783:1	brightly	1	1	轻轻地	légèrement	слегка	ligeramente	0	0.6	0	0	0.4105477855
1487	likely	likely	adverbs							1839:0	possibly	1	1	很可能	probablement	скорее всего	probable	4.272727273	5.1	3.7	4.3	3.453379953
1495	list	list	nouns							1000:1	array	1	1	名单	liste	список	lista	0.5454545455	3.1	0.9	0.5	1.327156177
1498	literature	literature	nouns							44:1 989:1	word book	2	2	文学	littérature	литература	literatura	2.0 2.0	2.3 3.2	1.1 2.3	2.4 2.3	1.6467365967365968 2.5032051282051286
1503	locally	locally	adverbs							1785:0	closely	1	2	本地	localement	локально	localmente	0.1818181818	0.3	0.2	2	1.642715618
1504	locally	locally	adverbs							1837:1	obviously	1	2	本地	localement	локально	en la zona	0	0.3	0	0	0.06515151515
1505	locate	locate	verbs							1469:0	find	1	1	定位	localiser	обнаруживать	localizar	0.8181818182	4.8	4.3	5.4	3.201456876
1507	lock-up	lock-up	nouns							767:1	cell	1	1	锁起来	prison	запирание	cárcel	1.090909091	4	0.7	0.5	1.862587413
1512	lonely	lonely	adjectives							1208:0	poor	1	1	孤独	solitaire	одинокий	solitario	0.2727272727	1	0.3	0.3	0.6291375291
1515	loop	loop	nouns							736:0	belt	1	1	环	boucle	петля	lazo	3.181818182	2.6	0.9	1.2	1.295571096
1521	loudly	loudly	adverbs							1888:0	madly	1	3	大声地	fortement	громко	ruidosamente	2.818181818	2.9	0.5	1.1	1.167890443
1522	loudly	loudly	adverbs							1788:0 1833:0	softly subtly	2	3	大声地	bruyamment	громко	ruidosamente	0.0 0.0	1.1 1.3	0.0 0.0	0.1 0.1	0.19580419580419584 0.1723193473193473
1523	lover	lover	nouns							530:0	companion	1	1	情人	amant	возлюбленный	amante	5.181818182	4.3	1.4	1.6	2.940850816
1524	lower	lower	verbs							1746:0	reduce	1	1	降低	abaisser	опустить	inferior	3.818181818	4.8	0.4	1	3.142365967
1525	loyally	loyally	adverbs							1768:0	honestly	1	1	忠诚地	loyalement	лояльно	fielmente	4.454545455	4.3	0	2.6	2.636363636
1527	lucky	lucky	adjectives							1238:1	ashamed	1	1	幸运	chanceux	счастливый	suerte	0.09090909091	0.8	0	0	0.1151515152
1536	madly	madly	adverbs							1880:0 1888:1	sadly loudly	2	2	猛烈地	follement	безумно	locamente	0.18181818181818182 2.8181818181818183	0.7 2.9	0.3 0.5	0.7 1.1	0.40413752913752915 1.167890442890443
1537	magistrate	magistrate	nouns							199:0	judge	1	1	裁判官	magistrat	магистрат	magistrado	3.545454545	5.1	1.2	3.2	3.326748252
1538	magma	magma	nouns							362:0	volcano	1	1	岩浆	magma	магма	magma	1.545454545	2.5	1.7	2	1.913636364
1539	magnitude	magnitude	nouns							12:1	size	1	2	量	magnitude	величина	magnitud	2.272727273	4	4.7	5	4.186130536
1540	magnitude	magnitude	nouns							367:1	depth	1	2	大小	magnitude	величина	magnitud	0.8181818182	1.8	1.2	1.1	1.43513986
1541	maid	maid	nouns							829:1	helper	1	2	女仆	servante	служанка	mucama	2.545454545	2.5	3.5	2.5	2.684324009
1542	maid	maid	nouns							893:1	girl	1	2	女佣	bonne	дева	mucama	2	1	2.7	0.5	1.724417249
1543	mainboard	mainboard	nouns							217:1	motherboard	1	1	主板	carte graphique	главная плата	placa base	3.272727273	3.6	3.6	2.1	3.591025641
1544	mainly	mainly	adverbs							1779:0	terminally	1	2	主要地	principalement	в основном	principalmente	0	0	0.3	0.4	0.1806526807
1545	mainly	mainly	adverbs							1846:1	mostly	1	2	主要	principalement	в основном	principalmente	4	5.4	2.6	4.7	3.898834499
1550	maker	maker	nouns							333:1	creator	1	1	制作者	fabricant	изготовитель	fabricante	3.454545455	5.1	4.1	3.7	4.331993007
1551	malware	malware	nouns							935:0	worm	1	1	恶意软件	logiciel malveillant	вредоносные программы	código malicioso	0.9090909091	5.4	1	1.3	1.437062937
1556	management	management	nouns							907:1	administration	1	3	管理	gestion	управление	gestión	3.727272727	4.9	4.6	3.4	3.512820513
1557	management	management	nouns							681:1 1045:1	mouse job	2	3	管理	gestion	управление	administración	0.0 0.45454545454545453	0.0 2.2	0.7 1.3	0.0 1.4	0.07424242424242425 1.0114219114219114
1558	manager	manager	nouns							323:1	leader	1	1	经理	manager	руководитель	gerente	2	4.6	4.2	3.2	3.233333333
1560	mansion	mansion	nouns							437:0	sculptor	1	1	大厦	château	особняк	palacio	0	0.6	0.5	0.7	0.2416666667
1561	manuscript	manuscript	nouns							540:1 979:0	book article	2	2	手稿	manuscrit	рукопись	manuscrito	1.0 3.1818181818181817	4.4 2.6	1.6 3.4	2.9 2.2	2.152680652680653 2.0236596736596737
1566	marginally	marginally	adverbs							1828:0	roughly	1	2	稍微地	marginalement	минимально	ligeramente	2	1.3	0	0.4	0.7602564103
1567	marginally	marginally	adverbs							1866:0	completely	1	2	轻微	légèrement	минимально	ligeramente	0	1.7	0.1	0.1	0.3973193473
1568	marijuana	marijuana	nouns							684:0	herb	1	1	大麻	marijuana	марихуана	marijuana	2.636363636	5.7	2.3	4.7	2.817540793
1576	massive	massive	adjectives							1212:0	astronomical	1	1	大规模	massif	массивный	masivo	0.09090909091	3.1	0.8	1.6	1.74044289
1577	massively	massively	adverbs							1822:1	openly	1	1	大规模	massivement	массивно	macizamente	1	1.2	0.3	0.2	0.4378787879
1578	mathematician	mathematician	nouns							938:0	show	1	1	数学家	mathématicien	математик	matemático	0	0.2	0	0.1	0.04924242424
1579	matrix	matrix	nouns							197:0	vector	1	2	矩阵	matrice	матрица	matriz	1.090909091	3.7	1.5	1.9	1.59469697
1580	matrix	matrix	nouns							525:0	molecule	1	2	基质	matrice	матрица	matriz	0.8181818182	0.4	1	0.4	0.417016317
1581	mature	mature	adjectives							1100:0	sophisticated	1	1	成熟	mature	зрелый	maduro	0.4545454545	1.4	0.4	1.5	1.21474359
1582	maturely	maturely	adverbs							1864:0	smartly	1	2	成熟	mûrement	зрело	maduro	0.4545454545	3.8	0.3	1.3	1.648426573
1583	maturely	maturely	adverbs							1879:1	righteously	1	2	成熟地	mûrement	зрело	maduro	1.090909091	1.3	0.6	1.1	0.7777389277
1584	mayor	mayor	nouns							923:1 992:1	chief president	2	2	市长	maire	мэр	alcalde	3.3636363636363638 2.0	3.1 2.8	3.0 1.0	1.5 2.1	2.3459207459207456 1.7987179487179494
1588	meaningfully	meaningfully	adverbs							1769:0	specially	1	2	有意义地	significativement	значительно	significativamente	3	2.3	0.3	2.6	1.827680653
1589	meaningfully	meaningfully	adverbs							1847:0	deeply	1	2	有意义	significativement	значительно	significativamente	2.545454545	3.5	0.8	2.5	2.032051282
1591	mechanic	mechanic	nouns							204:1	worker	1	1	机械师	mécanicien	механик	mecánico	2.363636364	3.6	1.8	2.4	2.22465035
1592	mechanical	mechanical	adjectives							1292:0	electric	1	1	机械	mécanique	механический	mecánico	2.454545455	2.5	0.3	1.2	1.127447552
1593	mechanically	mechanically	adverbs							1850:0	ideally	1	1	机械地	mécaniquement	механически	mecánicamente	0.1818181818	0.3	0.1	0.2	0.2537878788
1594	medal	medal	nouns							926:0	trainers	1	1	奖章	médaille	медаль	medalla	0.09090909091	0.5	0.3	0.2	0.3048951049
1595	mediocre	mediocre	adjectives							1065:1 1080:0 1157:1	boring alright bad	3	3	平庸	médiocre	посредственный	mediocre	0.9090909090909091 0.36363636363636365 0.09090909090909091	3.1 1.9 3.4	2.3 0.7 1.2	0.8 0.2 2.7	1.5136946386946393 1.3249417249417246 1.1428321678321678
1596	medium (adjective)	medium	adjectives							1278:1	mild	1	1	适中	moyen	средний	medio	4	0.9	1.1	2.1	1.778846154
1597	medium (noun)	medium	nouns							879:0	news	1	1	媒介	communication	носитель	medio	2.181818182	3.4	0.4	2.1	1.565909091
1601	melody	melody	nouns							370:1 940:1	rhythm music	2	2	旋律	mélodie	мелодия	melodía	3.6363636363636362 3.6363636363636362	4.1 5.1	2.9 4.1	3.2 4.0	2.5212703962703964 3.566083916083917
1604	menu	menu	nouns							922:0	order	1	1	菜单	menu	меню	menú	1.454545455	2.3	1	1	0.9906759907
1605	messy	messy	adjectives							1064:1	orderly	1	3	乱七八糟	désordonné	беспорядочный	sucio	0.2727272727	2	0.3	0.2	0.410955711
1606	messy	messy	adjectives							1056:0 1262:0	clean ugly	2	3	乱	désordonné	беспорядочный	sucio	0.09090909090909091 0.6363636363636364	1.5 0.5	0.0 0.2	0.9 0.7	0.41247086247086256 0.8841491841491839
1608	meteor	meteor	nouns							38:1	gravity	1	1	流星	météore	метеор	meteorito	0	1.4	0.2	1.4	0.5563519814
1609	meter	meter	nouns							208:0 1006:0	yard inch	2	2	米	mètre	метр	metro	2.272727272727273 2.3636363636363638	4.0 3.0	1.6 1.2	2.2 1.4	2.373135198135198 1.8383449883449883
1610	microscope	microscope	nouns							50:1	biologist	1	1	显微镜	microscope	микроскоп	microscopio	0.1818181818	2.1	1.1	1.3	0.8552447552
1611	might	might	nouns							471:1	strength	1	1	威力	puissance	мощь	podría	3.181818182	5.6	4.4	0.4	3.817132867
1612	mighty	mighty	adjectives							1186:1	powerful	1	1	强大	fort	могущественный	poderoso	4.363636364	5.6	3.8	3.7	4.027913753
1613	mild	mild	adjectives							1251:0	sharp	1	2	温和	doux	мягкий	templado	0	1.4	0	0.5	0.2666666667
1614	mild	mild	adjectives							1278:0	medium	1	2	温和	doux	незначительный	templado	4	0.9	1.1	2.1	1.778846154
1616	milkshake	milkshake	nouns							617:1	juice	1	1	奶昔	milk-shake	молочный коктейль	batido	0.3636363636	2.6	0.4	3.4	1.657692308
1618	millionaire	millionaire	nouns							201:1	dollar	1	1	百万富翁	millionnaire	миллионер	millonario	0	2	1.2	1.1	0.8578671329
1622	ministry	ministry	nouns							485:1	sultan	1	1	部	ministère	министерство	ministerio	0	1	0	0.4	0.3248834499
1623	mink	mink	nouns							411:1 717:0	oil fur	2	2	貂	vison	норка	visón	0.0 0.45454545454545453	0.2 3.9	0.4 2.2	0.1 1.9	0.14090909090909093 2.09988344988345
1624	minor	minor	adjectives							1205:0	significant	1	1	次要	mineur	незначительный	menor	0.1818181818	1.4	0.1	0.2	0.3442890443
1625	mint	mint	nouns							477:0	museum	1	1	薄荷	menthe	Mинт	menta	0	0	0	0	0.05565268065
1626	minute	minute	nouns							109:1	second	1	1	分钟	minute	минута	minuto	2.090909091	3.2	1.1	2.5	1.920804196
1627	misery	misery	nouns							899:1	despair	1	1	苦难	misère	бедствование	miseria	2.363636364	3.7	1.7	2.4	2.807692308
1635	mixed	mixed	adjectives							1128:1 1151:0	old combined	2	2	杂	mixte	смешанный	mezclado	0.0 0.09090909090909091	0.1 5.0	0.0 4.2	0.0 2.2	0.07272727272727275 2.7247668997669003
1636	mob	mob	nouns							27:0	crowd	1	1	暴民	attroupement	орава	populacho	0.9090909091	5.7	4	3.2	3.875174825
1637	mode	mode	nouns							419:0	fashion	1	1	模式	mode	форма	modo	0.09090909091	4.5	0.7	0.3	0.8947552448
1638	modern	modern	adjectives							1174:0	ancient	1	1	现代	moderne	современный	moderno	0	1.8	0.1	0.2	0.3715617716
1639	modest	modest	adjectives							1068:0 1084:0 1101:1 1117:0	flexible pure humble ashamed	4	4	谦虚	modeste	скромный	modesto	0.6363636363636364 0.9090909090909091 5.2727272727272725 0.36363636363636365	0.4 1.6 6.0 1.1	1.9 0.4 1.4 0.5	0.3 0.6 4.2 0.8	0.5340909090909092 0.7766899766899766 4.244696969696969 0.8381701631701634
1640	molecule	molecule	nouns							289:0 525:1 789:0	atom matrix air	3	3	分子	molécule	молекула	molécula	2.4545454545454546 0.8181818181818182 0.45454545454545453	4.0 0.4 2.0	1.0 1.0 0.9	2.5 0.4 0.9	2.366375291375291 0.4170163170163171 0.8607808857808857
1641	monarchy	monarchy	nouns							2:1	democracy	1	1	帝制	monarchie	монархия	monarquía	0.09090909091	2.7	0.1	1.3	0.9511655012
1642	monastery	monastery	nouns							67:0	shower	1	1	修道院	couvent	монастырь	monasterio	0	0.2	0	0	0.03333333333
1644	monitor	monitor	nouns							896:1	screen	1	1	监控	moniteur	монитор	monitor	0.7272727273	5.4	4.4	5	3.327972028
1645	monk	monk	nouns							89:0 159:1	cross priest	2	2	僧侣	moine	монах	monje	0.18181818181818182 2.5454545454545454	1.9 5.0	1.5 3.4	0.1 3.3	0.6495337995337996 2.9279137529137524
1647	monoculture	monoculture	nouns							571:1	agriculture	1	1	单种栽培	monoculture	монокультура	monocultivo	1.181818182	3.6	0.5	1.2	1.46474359
1648	monster	monster	nouns							106:0	demon	1	1	怪兽	monstre	чудовище	monstruo	2.727272727	4.7	4.5	3.3	3.618589744
1650	monthly	monthly	adjectives							1217:0	weekly	1	1	每月	mensuel	ежемесячный	mensual	1.636363636	2.8	0.2	0.5	1.080011655
1651	mood	mood	nouns							597:0 796:1	emotion anger	2	2	心情	humeur	настроение	estado animico	3.1818181818181817 2.3636363636363638	3.8 3.1	2.3 1.4	3.3 3.1	2.9226107226107225 1.4744755244755243
1653	moral	moral	nouns							675:1	legend	1	1	道德	morale	мораль	moral	0	1.8	0.6	0.6	0.4601398601
1655	mosaic	mosaic	nouns							561:1	basilica	1	1	马赛克	mosaïque	мозаика	mosaico	0	0.8	0.3	0.4	0.5320512821
1657	mostly	mostly	adverbs							1846:0	mainly	1	2	大多	surtout	обычно	mayormente	4	5.4	2.6	4.7	3.898834499
1658	mostly	mostly	adverbs							1852:1	deeply	1	2	大多	surtout	в основном	principalmente	0.3636363636	1.1	0	1.4	0.5824592075
1659	motel	motel	nouns							468:0	inn	1	1	汽车旅馆	motel	мотель	motel	3.454545455	4.3	4	3.3	3.274009324
1661	motherboard	motherboard	nouns							217:0	mainboard	1	1	主机板	carte mère	материнская плата	tarjeta madre	3.272727273	3.6	3.6	2.1	3.591025641
1667	movable	movable	adjectives							1170:1	flexible	1	1	活动	mobile	движимый	móvil	0.4545454545	3.9	1.2	2.3	1.756060606
1672	muffin	muffin	nouns							626:1	parsley	1	1	松饼	muffin	маффин	mollete	0	0.6	0.2	0.5	0.2575757576
1673	multiple	multiple	adverbs							1851:1	twice	1	1	多	multiple	множественный	múltiple	0.1818181818	3.3	0.4	1.4	1.057867133
1674	multiplication	multiplication	nouns							900:0	division	1	1	乘法	multiplication	умножение	multiplicación	0.9090909091	2.9	0.7	0.5	1.163694639
