NUMBER	ENGLISH	POS	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMLEX_IDS	SIMLEX_GLOSSES	OCCURRENCES	TOTAL	MANDARIN	FRENCH	RUSSIAN	SPANISH	MANDARIN_SCORE	FRENCH_SCORE	RUSSIAN_SCORE	SPANISH_SCORE	ENGLISH_SCORE
2053	reduce	verbs			1429:1 1544:0 1746:1	drench restrict lower	3	4	减少	réduire	уменьшить	reducir	0.0 2.4545454545454546 3.8181818181818183	0.1 5.1 4.8	0.0 2.5 0.4	0.0 2.2 1.0	0.09924242424242426 2.6465617715617715 3.142365967365967
2054	reef	nouns	660	REEF	274:1	beach	1	1	暗礁	récif	риф	arrecife	0.18181818181818182	2.5	0.9	1.6	0.9872377622377623
2055	reflection	nouns			622:0	image	1	1	映像	reflet	отражение	reflexión	3.090909090909091	4.3	1.9	1.5	2.170862470862471
2056	refuse	verbs	49	REFUSE	1361:0	decline	1	1	拒绝	refuser	отказаться	negarse	4.363636363636363	5.9	2.6	0.1	3.420804195804196
2057	region	nouns			654:1	area	1	1	区域	région	регион	región	5.181818181818182	3.0	4.4	3.9	4.403379953379954
2058	regular	adjectives			1239:1 1288:0	ignorant average	2	2	频繁	ordinaire	обычный	regular	0.09090909090909091 0.45454545454545453	0.9 3.6	0.1 2.2	0.0 4.1	0.15297202797202802 2.1113636363636363
2059	regularly	adverbs			1869:1	occasionally	1	1	经常地	régulièrement	регулярно	regularmente	0.6363636363636364	2.7	0.1	1.7	1.0184731934731932
2060	reheat	nouns			424:1	preheat	1	1	再热	réchauffage	подогрев	recalentamiento	0.6363636363636364	3.7	3.6	1.6	1.9211538461538453
2061	reject	verbs			1393:0 1495:1	condemn elect	2	5	拒绝	rejeter	отклонять	rechazar	0.18181818181818182 0.0	3.7 1.1	0.5 0.2	2.2 0.4	1.38041958041958 0.2666666666666667
2062	reject	verbs			1328:1 1441:0 1485:1	withdraw avoid accept	3	5	拒绝	rejeter	отвергать	rechazar	0.7272727272727273 1.5454545454545454 0.45454545454545453	3.7 2.3 1.8	1.6 1.3 0.1	1.3 3.1 0.2	1.3931818181818183 1.580361305361306 0.49959207459207455
2063	relaxed	adjectives			1219:0 1271:0	stressed calm	2	2	轻松	détendu	расслабленный	relajado	0.0 1.0	1.8 5.6	0.1 2.5	0.2 3.7	0.3783799533799534 3.0188811188811187
2064	release	verbs	1095	LET GO OR SET FREE	1557:1	catch	1	2	放走	terminer	выпускать	lanzar	0.2727272727272727	0.4	0.1	0.4	0.417016317016317
2065	release	verbs	1095	LET GO OR SET FREE	1607:0	press	1	2	放开	libérer	освобождать	lanzar	0.0	0.4	0.0	0.2	0.18181818181818185
2066	reliably	adverbs			1792:0	responsibly	1	3	可靠	sérieusement	надежно	seguramente	3.5454545454545454	4.0	2.8	0.8	2.854953379953379
2067	reliably	adverbs			1836:0	passively	1	3	可靠地	sérieusement	надёжно	seguramente	0.0	0.7	0.0	0.0	0.21666666666666667
2068	reliably	adverbs			1859:1	roughly	1	3	可靠地	fiablement	надежно	seguramente	0.18181818181818182	0.9	0.1	1.2	0.3196969696969697
2069	religion	nouns	661	RELIGION	560:0	secularist	1	1	宗教	religion	религия	religión	0.0	1.9	0.4	0.2	0.7824592074592075
2070	rely	verbs			1304:1	depend	1	2	依靠	compter sur	полагаться	confiar	4.090909090909091	3.9	1.5	2.1	3.006759906759907
2071	rely	verbs			1362:1	fail	1	2	依靠	compter	полагаться	confiar	0.18181818181818182	0.4	0.0	0.2	0.1560606060606061
2072	remain	verbs	987	REMAIN	1367:1 1682:1 1724:0	get leave retain	3	3	留	rester	оставаться	permanecer	0.09090909090909091 0.18181818181818182 3.6363636363636362	0.4 1.7 1.7	0.0 0.0 1.1	0.0 0.1 2.9	0.2151515151515151 0.42529137529137534 1.5743589743589743
2073	remainder	nouns			119:0	difference	1	1	剩余	reste	остаток	recordatorio	2.3636363636363638	3.0	1.8	0.4	1.7941142191142194
2074	remark	verbs			1677:1	criticize	1	1	评论说	remarquer	замечать	observar	1.6363636363636365	2.2	1.5	1.4	1.6051864801864808
2075	remember	verbs	707	REMEMBER	1592:0	think	1	1	记得	se souvenir	помнить	recuerda	0.36363636363636365	3.3	0.7	1.7	1.2250582750582748
2076	remind	verbs			1345:1 1576:0 1681:0	tell sell forget	3	3	提醒	rappeler	напоминать	recordar	2.909090909090909 0.0 0.36363636363636365	3.4 0.4 1.5	1.0 0.1 0.0	0.8 0.0 0.1	1.624009324009324 0.041666666666666664 0.36928904428904424
2077	renounce	verbs			1456:0 1734:0	repress disown	2	2	声明放弃	renoncer	отрекаться	renunciar	0.0 1.2727272727272727	2.0 3.2	0.1 3.3	1.0 0.9	0.897086247086247 2.3290792540792538
2078	repair	verbs	2243	REPAIR	1721:1	restore	1	1	修理	réparer	ремонтировать	reparar	2.1818181818181817	5.7	3.6	4.7	3.0474941724941726
2079	repeat	verbs	880	REPEAT	1450:1	practice	1	1	重复	répéter	повторять	repetir	1.7272727272727273	4.4	1.8	2.7	2.132517482517483
2080	replace	verbs			1554:0	restore	1	1	代替	remplacer	заменять	reemplazar	0.0	2.9	1.3	2.4	1.348951048951049
2081	replacement	nouns			117:1	exchange	1	1	替换	remplacement	замена	reemplazo	4.636363636363637	5.4	4.7	3.2	3.685606060606061
2082	repress	verbs			1456:1	renounce	1	1	压抑	réprimer	подавлять	reprimir	0.0	2.0	0.1	1.0	0.897086247086247
2083	reprimand	verbs			1651:1	demand	1	1	训斥	réprimander	выговаривать	reñir	0.18181818181818182	0.9	0.5	0.5	0.5632284382284384
2084	republic	nouns			342:0	duke	1	1	共和国	république	республика	república	0.0	0.6	0.3	0.2	0.30337995337995344
2085	require	verbs			1372:1	arrange	1	2	需要	nécessiter	нуждаться	exigir	0.0	0.4	0.0	0.3	0.2151515151515152
2086	require	verbs			1687:0	inquire	1	2	需要	exiger	требовать	exigir	0.2727272727272727	0.9	3.2	1.7	0.7636363636363637
2087	rescue	verbs	2008	RESCUE	1412:1	save	1	1	救援	secourir	выручать	rescatar	4.7272727272727275	5.8	4.3	5.5	4.809498834498834
2088	responsibly	adverbs			1792:1	reliably	1	2	负责任	raisonnablement	ответственно	responsablemente	3.5454545454545454	4.0	2.8	0.8	2.854953379953379
2089	responsibly	adverbs			1856:0	independently	1	2	负责可靠地	responsablement	ответственно	responsablemente	1.0909090909090908	1.4	0.0	0.6	0.9629953379953378
2090	restless	adjectives			1215:0	young	1	1	焦躁不安	agité	неугомонный	inquieto	0.0	1.2	0.9	0.2	0.45565268065268066
2091	restore	verbs			1721:0	repair	1	3	恢复	restaurer	восстановить	restaurar	2.1818181818181817	5.7	3.6	4.7	3.0474941724941726
2092	restore	verbs			1370:1 1554:1	bring replace	2	3	恢复	restaurer	восстанавливать	restaurar	0.09090909090909091 0.0	0.2 2.9	0.1 1.3	0.1 2.4	0.6006993006993008 1.348951048951049
2093	restrict	verbs			1544:1	reduce	1	1	限制	restreindre	ограничивать	restringir	2.4545454545454546	5.1	2.5	2.2	2.6465617715617715
2094	retain	verbs			1667:0	keep	1	3	保留	retenir	сохранить	conservar	3.1818181818181817	5.2	1.5	5.0	3.711421911421912
2095	retain	verbs			1724:1	remain	1	3	保留	retenir	сохранять	conservar	3.6363636363636362	1.7	1.1	2.9	1.5743589743589743
2096	retain	verbs			1765:1	forget	1	3	保留	retenir	помнить	conservar	0.18181818181818182	1.5	0.1	0.3	0.37272727272727263
2097	retire	verbs			1503:0	withdraw	1	1	退休	prendre sa retraite	удаляться	retirarse	1.8181818181818181	1.3	4.0	3.6	1.8933566433566436
2098	retreat	verbs	421	RETREAT	1577:0 1631:1	leave descend	2	2	撤退	battre en retraite	отходить	retirarse	3.4545454545454546 0.09090909090909091	4.9 0.6	2.6 0.4	2.9 0.9	3.014801864801864 0.9433566433566436
2099	reward	nouns			691:1	payment	1	1	奖励	récompense	вознаграждение	recompensa	0.09090909090909091	3.7	3.9	3.6	2.7699300699300697
2100	rhythm	nouns			370:0	melody	1	4	节奏	rythme	ритм	ritmo	3.6363636363636362	4.1	2.9	3.2	2.5212703962703964
2101	rhythm	nouns			538:0 725:1 835:1	cadence arithmetic poem	3	4	韵律	rythme	ритм	ritmo	4.0 0.09090909090909091 0.36363636363636365	5.8 0.2 2.2	0.3 0.2 1.4	2.4 0.9 1.0	2.4371794871794874 0.2575757575757576 1.0434731934731936
2102	rice	nouns	926	RICE	61:0 225:0 689:1	boy bean chicken	3	3	米饭	riz	рис	arroz	0.0 0.45454545454545453 0.0	0.1 2.2 1.4	0.0 0.6 0.6	0.0 1.1 0.5	0.05757575757575759 0.9557692307692306 0.5026223776223776
2103	ride	verbs	367	RIDE	1323:0	run	1	2	骑	chevaucher	ездить	montar	0.36363636363636365	1.5	0.4	0.4	0.5191724941724943
2104	ride	verbs	367	RIDE	1364:1	shuffle	1	2	骑	conduire	ездить	montar	0.0	0.2	0.2	0.6	0.2416666666666667
2105	right	nouns	1019	RIGHT	880:0	justice	1	1	权利	droit	право	derecho	0.5454545454545454	4.1	1.2	2.3	1.690268065268065
2106	righteously	adverbs			1879:0	maturely	1	1	正直地	justement	праведно	rectamente	1.0909090909090908	1.3	0.6	1.1	0.7777389277389277
2107	ring	nouns	1374	RING	854:0	engagement	1	1	戒指	bague	кольцо	anillo	1.1818181818181819	2.4	1.3	2.1	1.3885198135198136
2108	rinse	verbs	2904	RINSE	1501:0	wash	1	1	冲洗	rincer	полоскать	enjuagar	4.636363636363637	4.7	2.6	3.7	3.792132867132868
2109	riot	nouns			721:0	drawing	1	1	暴动	émeute	бунт	alboroto	0.09090909090909091	0.3	0.0	0.1	0.0734848484848485
2110	river	nouns	666	RIVER	101:0	sea	1	3	河流	rivière	река	río	2.090909090909091	2.8	0.8	2.4	1.8214452214452213
2111	river	nouns	666	RIVER	57:0 620:0	valley stream	2	3	河	rivière	река	río	1.7272727272727273 3.5454545454545454	2.2 4.5	0.7 1.8	2.4 2.2	1.3697552447552443 2.877797202797202
2112	road	nouns	667	ROAD	376:1	highway	1	1	路	route	дорога	carretera	3.727272727272727	3.8	4.6	4.2	4.199358974358975
2113	roam	verbs			1754:0	wander	1	1	漫游	parcourir	странствовать	vagar	3.0	2.7	4.1	5.2	3.7856643356643356
2114	robotics	nouns			1046:1	simulation	1	1	机器人技术	robotique	робототехника	robótica	0.5454545454545454	1.5	0.9	0.9	0.8166666666666665
2115	rock	nouns	668	ROCK	864:0	mine	1	1	岩石	pierre	камень	rock	1.8181818181818181	2.0	0.2	0.0	0.6971445221445222
2116	rod	nouns			1037:0	curtain	1	1	竿	tringle	карниз	barra	0.2727272727272727	2.4	0.8	0.4	0.5210955710955711
2117	roof	nouns	769	ROOF	3:0	ceiling	1	3	屋顶	toit	крыша	tejado	3.1818181818181817	4.4	2.3	4.8	3.637237762237761
2118	roof	nouns	769	ROOF	688:0 734:1	floor window	2	3	屋顶	toit	крыша	techo	0.09090909090909091 0.18181818181818182	1.9 1.8	0.6 0.9	1.0 0.4	0.7142773892773894 0.6624125874125874
2119	room	nouns	1450	ROOM	93:0 240:0 307:0 668:0	bath cell bed building	4	4	房间	pièce	комната	habitación	0.09090909090909091 2.272727272727273 0.09090909090909091 0.18181818181818182	1.5 3.6 1.1 1.6	1.5 1.2 0.7 0.8	0.7 0.1 1.3 0.8	0.6075174825174825 1.6804778554778552 0.6282634032634034 0.9641608391608393
2120	root	nouns	670	ROOT	513:0	grass	1	1	根	racine	корень	raíz	0.36363636363636365	2.6	0.7	1.2	0.8777972027972027
2121	rose	nouns			518:1	butterfly	1	1	玫瑰	rose	роза	Rosa	0.5454545454545454	0.7	0.6	0.3	0.34469696969696967
2122	rough	adjectives	1923	ROUGH	1165:0	frigid	1	1	粗暴	rugueux	грубый	áspero	0.09090909090909091	0.3	0.1	0.8	0.8568181818181819
2123	roughly	adverbs			1800:0	easily	1	6	大致地	approximativement	грубо	aproximadamente	0.0	0.5	0.0	0.2	0.27803030303030296
2124	roughly	adverbs			1803:0	impatiently	1	6	大致	approximativement	грубо	aproximadamente	0.0	0.8	0.9	0.1	0.5200466200466204
2125	roughly	adverbs			1870:1	coarsely	1	6	大致	à peu près	приблизительно	aproximadamente	0.9090909090909091	5.4	0.5	0.5	1.7912004662004666
2126	roughly	adverbs			1828:1 1859:0 1883:1	marginally reliably obviously	3	6	大致	grossièrement	грубо	aproximadamente	2.0 0.18181818181818182 0.5454545454545454	1.3 0.9 0.9	0.0 0.1 0.0	0.4 1.2 0.8	0.7602564102564102 0.3196969696969697 0.4177738927738927
2127	routinely	adverbs			1868:0	normally	1	1	常规地	systématiquement	повседневно	rutinariamente	4.090909090909091	3.2	4.4	4.2	3.6726689976689966
2128	rude	adjectives	1412	RUDE	1095:1	crude	1	4	无礼	grossier	невежливый	grosero	0.45454545454545453	5.2	3.9	1.2	1.9262820512820518
2129	rude	adjectives	1412	RUDE	1168:0	critical	1	4	无礼	grossier	грубый	grosero	0.6363636363636364	0.7	0.5	0.9	0.7265734265734265
2130	rude	adjectives	1412	RUDE	1259:1 1291:0	aggressive loud	2	4	粗鲁	grossier	грубый	grosero	1.2727272727272727 3.0	2.3 1.7	4.1 1.3	2.5 0.9	1.8141608391608395 1.003146853146853
2131	rule	nouns	1846	RULE	454:0	convention	1	1	规则	règle	правило	regla	2.5454545454545454	4.7	1.2	2.3	2.5103146853146847
2132	ruler	nouns	3405	RULER	845:1	king	1	1	统治者	dirigeant	правитель	regla	5.0	4.9	4.0	0.9	3.7764568764568764
2133	run	verbs	1519	RUN	1323:1	ride	1	1	跑	courir	бежать	correr	0.36363636363636365	1.5	0.4	0.4	0.5191724941724943
2134	runner	nouns			657:0	athlete	1	1	赛跑运动员	coureur	бегун	corredor	3.272727272727273	3.8	2.0	3.3	3.108624708624708
2135	rush	verbs	2860	BOLT (MOVE IN HASTE)	1652:1	hurry	1	1	赶	se ruer	мчаться	apurarse	4.0	5.3	3.0	5.7	4.287237762237762
2136	sacred	adjectives	1702	HOLY	1180:1	precious	1	1	神圣	sacré	священный	sagrado	1.4545454545454546	4.5	2.3	2.0	2.12995337995338
2137	sad	adjectives	699	SAD	1129:0 1263:0 1283:1	terrible funny proud	3	3	伤心	triste	печальный	triste	0.5454545454545454 0.09090909090909091 0.2727272727272727	2.8 1.2 1.3	0.6 0.0 0.1	0.5 0.1 0.1	0.9888111888111889 0.3260489510489511 0.20606060606060608
2138	sadly	adverbs			1778:1	emotionally	1	2	伤心地	tristement	грустно	tristemente	0.9090909090909091	2.4	0.8	1.7	1.4493006993006998
2139	sadly	adverbs			1880:1	madly	1	2	可悲的是	tristement	грустно	tristemente	0.18181818181818182	0.7	0.3	0.7	0.40413752913752915
2140	sadness	nouns			110:1	happiness	1	1	悲伤	tristesse	печаль	tristeza	0.0	1.9	0.1	0.8	0.5132284382284381
2141	safe	adjectives	3762	SAFE	1144:0	legal	1	1	安全	sûr	безопасный	seguro	0.5454545454545454	2.1	1.2	1.4	1.2694055944055942
2142	safely	adverbs			1776:0	happily	1	1	安全地	sûrement	безопасно	sin peligro	0.36363636363636365	2.1	0.2	0.5	0.7787296037296035
2143	safety	nouns			738:1	comfort	1	1	安全	sécurité	безопасность	seguridad	0.09090909090909091	3.5	0.6	1.9	1.1755244755244758
2144	sailor	nouns			380:1	captain	1	1	水手	marin	моряк	marinero	0.09090909090909091	3.4	1.7	1.5	1.9692890442890445
2145	saint	nouns			595:1	sinner	1	1	圣人	saint	святой	Smo	0.09090909090909091	1.7	0.3	0.0	0.4363053613053613
2146	salad	nouns			872:0 1009:1	vinegar diet	2	2	沙拉	salade	салат	ensalada	0.18181818181818182 0.5454545454545454	1.8 1.7	0.6 0.7	1.1 1.0	0.5927738927738927 0.8697552447552446
2147	salary	nouns	718	PAY	79:1 310:1	money fee	2	2	薪水	salaire	зарплата	salario	4.2727272727272725 0.9090909090909091	4.5 4.6	2.8 3.8	3.7 2.0	3.35425407925408 2.34539627039627
2148	salt	nouns	1274	SALT	319:1	water	1	1	盐	sel	соль	sal	0.36363636363636365	1.3	0.4	0.4	0.4931235431235432
2149	salute	verbs			1325:0	perform	1	1	敬礼	saluer	приветствовать	saludar	0.0	0.2	1.1	0.3	0.25
2150	sand	nouns	671	SAND	945:0	foot	1	1	沙子	sable	песок	arena	0.09090909090909091	0.6	0.0	0.4	0.15681818181818183
2151	sandwich	nouns			793:0	lunch	1	2	三文治	sandwich	бутерброд	Sandwich	0.18181818181818182	2.8	1.1	1.0	1.280011655011655
2152	sandwich	nouns			967:1	meat	1	2	三明治	sandwich	бутерброд	sándwich	0.36363636363636365	1.9	0.7	0.8	0.6646853146853148
2153	satire	nouns			30:1	myth	1	1	讽刺	satire	сатира	sátira	0.36363636363636365	2.0	0.7	2.0	1.071911421911422
2154	satisfy	verbs			1467:1 1535:0	comprehend please	2	2	满足	satisfaire	удовлетворять	satisfacer	0.45454545454545453 4.454545454545454	0.7 4.8	0.4 2.5	0.7 5.0	0.32569930069930064 3.645337995337995
2155	sauce	nouns	132	SAUCE	162:1	apple	1	1	酱	sauce	повидло	salsa	0.18181818181818182	1.5	1.0	0.6	0.5678904428904429
2156	save	verbs	2008	RESCUE	1352:1	collect	1	6	保存	sauvegarder	сохранять	salvar	4.545454545454546	3.2	2.2	0.7	2.6071095571095575
2157	save	verbs	2008	RESCUE	1412:0	rescue	1	6	拯救	sauver	спасать	salvar	4.7272727272727275	5.8	4.3	5.5	4.809498834498834
2158	save	verbs	2008	RESCUE	1499:1	destroy	1	6	保留	sauver	спасти	salvar	0.18181818181818182	1.2	0.0	0.1	0.24772727272727277
2159	save	verbs	2008	RESCUE	1622:0	protect	1	6	救	sauver	сохранять	salvar	2.4545454545454546	3.7	1.1	2.7	2.203846153846154
2160	save	verbs	2008	RESCUE	1637:1	spend	1	6	节约	sauver	копить	salvar	0.6363636363636364	0.5	0.1	0.1	0.3511072261072261
2161	save	verbs	2008	RESCUE	1759:0	drown	1	6	救	sauver	спасти	salvar	0.09090909090909091	1.5	0.1	0.3	0.34848484848484845
2162	saver	nouns			360:1	saving	1	1	储蓄者	épargnant	бережливый человек	ahorrador	0.36363636363636365	2.9	0.8	2.8	1.7758158508158512
2163	saving	nouns			360:0	saver	1	1	存款	épargne	сбережения	ahorro	0.36363636363636365	2.9	0.8	2.8	1.7758158508158512
2164	say	verbs	1458	SAY	1627:0	verify	1	3	说	dire	говорить	decir	0.0	1.0	0.6	0.8	0.6493589743589743
2165	say	verbs	1458	SAY	1662:0	participate	1	3	说	dire	высказываться	decir	0.0	1.9	0.6	1.2	0.49230769230769217
2166	say	verbs	1458	SAY	1705:1	express	1	3	说	dire	сказать	decir	3.272727272727273	5.3	2.6	0.5	3.188170163170163
2167	scarce	adjectives			1284:0	rare	1	1	难得	rare	скудный	escaso	4.090909090909091	4.0	1.3	4.0	2.9023892773892768
2168	scare	verbs			1400:1	haunt	1	1	恐吓	effrayer	попугать	susto	0.5454545454545454	3.8	0.7	0.1	1.701107226107226
2169	scared	adjectives	3033	SCARED	1131:1	shy	1	3	害怕	effrayé	напуганный	asustado	0.9090909090909091	2.2	0.5	2.3	1.5540209790209791
2170	scared	adjectives	3033	SCARED	1087:1 1264:0	unsure nervous	2	3	害怕	effrayé	испуганный	asustado	0.8181818181818182 2.0	1.1 1.7	1.3 1.5	2.0 2.1	1.6008158508158512 2.2326923076923078
2171	scheme	nouns			205:1	idea	1	1	方案	schéma	план	esquema	2.909090909090909	2.8	1.7	3.0	2.4107808857808855
2172	schemer	nouns			957:0	strategist	1	1	阴谋家	conspirateur	комбинатор	intrigante	2.909090909090909	3.4	1.9	0.6	2.561363636363636
2173	scholarship	nouns			570:0	tuition	1	1	奖学金	bourse d'étude	стипендия	beca	0.7272727272727273	2.3	0.8	1.2	1.3039044289044288
2174	school	nouns	673	SCHOOL	241:0	law	1	2	学校	école	факультет	colegio	0.36363636363636365	1.7	0.8	0.8	0.5317599067599068
2175	school	nouns	673	SCHOOL	296:0	grade	1	2	学校	école	школа	colegio	1.0909090909090908	3.9	0.9	1.5	1.437004662004662
2176	science	nouns			980:0	psychology	1	1	科学	science	наука	ciencia	2.909090909090909	2.7	1.8	0.8	1.8930652680652686
2177	scientist	nouns			614:1	nurse	1	1	科学家	scientifique	ученый	científico	0.18181818181818182	1.4	0.1	0.4	0.3502913752913754
2178	score	nouns			452:1	level	1	1	得分	résultat	гол	Puntuación	0.7272727272727273	2.5	0.0	3.2	1.4072261072261074
2179	scornful	adjectives			1161:0	contemptuous	1	1	轻视	dédaigneux	презрительный	despreciativo	4.454545454545454	6.0	3.9	3.6	4.105536130536131
2180	scream	verbs	2522	SCREAMING	1685:1	yell	1	1	尖叫	crier	орать	gritar	3.5454545454545454	5.7	5.3	5.4	4.1887529137529125
2181	screen	nouns			896:0	monitor	1	2	萤幕	écran	экран	pantalla	0.7272727272727273	5.4	4.4	5.0	3.3279720279720273
2182	screen	nouns			994:1	phonology	1	2	屏幕	écran	экран	pantalla	0.0	0.1	0.0	0.1	0.09999999999999999
2183	screenwriter	nouns			988:0	television	1	1	编剧	scénariste	сценарист	guionista	0.5454545454545454	1.7	1.0	1.1	0.7835081585081585
2184	scribble	verbs			1558:0	write	1	1	匆匆地写	griffonner	строчить	garabatear	3.3636363636363638	4.8	2.1	1.4	2.8756410256410256
2185	sculptor	nouns	914	SCULPTOR	437:1	mansion	1	1	雕塑家	sculpteur	скульптор	escultor	0.0	0.6	0.5	0.7	0.24166666666666667
2186	sculpture	nouns			203:0	statue	1	1	雕塑	sculpture	скульптура	escultura	5.363636363636363	5.2	3.9	5.3	4.828438228438228
2187	sea	nouns	1474	SEA	101:1	river	1	5	大海	mer	море	mar	2.090909090909091	2.8	0.8	2.4	1.8214452214452213
2188	sea	nouns	1474	SEA	139:0 481:1 831:1 1032:1	ocean delta beach tsunami	4	5	海	mer	море	mar	5.909090909090909 0.2727272727272727 2.5454545454545454 1.3636363636363635	4.8 2.3 3.5 2.1	1.8 0.2 1.2 0.9	4.2 1.3 3.4 1.8	3.942365967365967 0.9956293706293707 2.018589743589743 1.3075757575757576
2189	search	verbs	1468	LOOK FOR	1449:1	seek	1	6	搜索	viser	искать	mirar	3.5454545454545454	2.6	0.4	2.0	2.5874125874125866
2190	search	verbs	1468	LOOK FOR	1303:1 1402:0 1409:0 1691:0 1743:0	wander find inquire hunt look	5	6	搜索	chercher	искать	buscar	0.2727272727272727 4.818181818181818 3.909090909090909 0.7272727272727273 1.0909090909090908	2.2 2.7 4.4 2.0 2.4	1.4 1.3 1.0 1.5 1.2	0.9 1.3 1.0 1.7 3.9	1.1671328671328671 1.8398018648018652 2.2127622377622385 2.0321095571095573 2.1489510489510484
2191	seashore	nouns			914:1	beach	1	1	海滨	rivage	побережье	orilla	1.0	4.7	2.6	2.7	3.514568764568765
2192	season	nouns	691	SEASON	843:1	winter	1	1	季节	saison	сезон	temporada	2.272727272727273	3.6	1.7	2.9	2.454312354312354
2193	seat	nouns			9:1	bank	1	1	座位	siège	сиденье	asiento	0.18181818181818182	1.9	0.0	5.1	0.6734848484848485
2194	second	nouns	1384	SECOND	109:0	minute	1	1	秒	seconde	секунда	segundo	2.090909090909091	3.2	1.1	2.5	1.9208041958041961
2195	secretary	nouns			745:1	woman	1	1	秘书	secrétaire	секретарь	secretario	0.7272727272727273	1.6	0.7	0.4	1.0208041958041953
2196	secretly	adverbs			1862:1	confidently	1	1	偷偷	secrètement	тайно	secretamente	0.0	5.8	0.0	1.1	0.8032051282051281
2197	secularist	nouns			560:1	religion	1	1	世俗主义	laïc	секулярист	materialista	0.0	1.9	0.4	0.2	0.7824592074592075
2198	secure	adjectives			1120:0	tedious	1	1	安全	sûr	безопасный	seguro	0.0	0.4	0.0	0.1	0.12231934731934734
2199	securely	adverbs			1820:1	carefully	1	1	安全地	fermement	безопасно	de manera segura	2.5454545454545454	1.6	0.3	3.9	2.6727855477855478
2200	seed	nouns	714	SEED	48:0	mustard	1	2	种子	graine	зерно	semilla	0.5454545454545454	2.7	1.4	1.8	1.019055944055944
2201	seed	nouns	714	SEED	254:1	mill	1	2	种子	grain	семя	semilla	0.18181818181818182	2.3	1.0	1.5	0.6904428904428905
2202	seedling	nouns	3050	SEEDLING	175:0	leaf	1	1	幼苗	semis	саженец	planta de semilla	0.8181818181818182	1.4	0.9	1.5	1.07511655011655
2203	seek	verbs	1468	LOOK FOR	1449:0	search	1	1	寻求	chercher	просить	buscar	3.5454545454545454	2.6	0.4	2.0	2.5874125874125866
2204	seem	verbs	1521	SEEM	1332:1 1692:1	become pretend	2	2	似乎	sembler	казаться	parecer	0.2727272727272727 0.2727272727272727	1.6 2.0	1.2 3.3	0.4 2.5	0.635897435897436 1.3017482517482521
2205	seize	verbs	855	SEIZE	1399:1	take	1	1	夺取	saisir	воспользоваться	aprovechar	2.727272727272727	5.9	1.4	0.7	2.3351981351981355
2206	seldom	adverbs			1843:1	often	1	2	不经常	rarement	редко	raramente	0.36363636363636365	1.7	0.1	0.8	0.4571095571095571
2207	seldom	adverbs			1855:1	never	1	2	很少	rarement	редко	raramente	2.272727272727273	3.4	0.8	1.9	2.0446386946386945
2208	select	verbs			1420:0	pick	1	1	选择	sélectionner	выбирать	seleccionar	3.5454545454545454	5.8	0.3	1.8	3.544988344988344
2209	self	nouns	1993	SELF	169:1	confidence	1	1	自己	soi	самость	yo	0.5454545454545454	1.8	2.4	1.2	1.008741258741259
2210	sell	verbs	1571	SELL	1322:1 1504:1 1559:1 1576:1	go deal borrow remind	4	4	卖	vendre	продавать	vender	0.0 2.8181818181818183 0.5454545454545454 0.0	0.4 0.8 1.2 0.4	0.8 4.9 0.1 0.1	0.1 0.9 0.4 0.0	0.16590909090909092 2.3843240093240103 0.4177738927738926 0.041666666666666664
2211	semester	nouns			402:0	term	1	1	半学年	semestre	семестр	semestre	3.5454545454545454	4.0	1.7	1.2	3.141783216783216
2212	senate	nouns			912:0	constitution	1	1	参议院	sénat	сенат	senado	0.7272727272727273	2.4	0.7	1.4	0.9639277389277389
2213	send	verbs	1127	SEND	1755:1	launch	1	5	发送	envoyer	отправить	enviar	2.909090909090909	5.0	2.5	2.3	2.0924242424242423
2214	send	verbs	1127	SEND	1398:0 1468:1 1528:0 1650:1	attend go receive bring	4	5	发送	envoyer	посылать	enviar	0.0 0.09090909090909091 0.6363636363636364 0.09090909090909091	0.5 0.9 2.2 2.1	0.2 0.1 0.1 0.3	0.7 0.7 0.6 1.0	0.2901515151515152 0.4082167832167832 0.5420163170163169 0.6291375291375291
2215	sense	nouns	2572	SENSE (PERCEIVE BY SENSES)	192:0	intuition	1	1	感觉	sentiment	чувство	sentido	4.090909090909091	4.0	3.8	3.5	3.472843822843822
2216	sensor	nouns			40:0	radiator	1	1	传感器	capteur	датчик	sensor	0.36363636363636365	1.0	0.4	1.2	0.49347319347319346
2217	sentry	nouns			73:1	man	1	1	哨兵	sentinelle	охранник	centinela	2.0	2.7	1.1	0.9	1.2474358974358972
2218	separate	verbs	1359	SEPARATE	1674:0 1704:0	attach depart	2	2	分离	séparer	отделять	separar	0.36363636363636365 2.272727272727273	1.5 1.8	0.0 0.4	0.1 0.3	0.3200466200466201 1.220454545454545
2219	sequel	nouns			612:0	camera	1	1	续集	suite	продолжение	continuación	0.09090909090909091	0.3	0.0	0.2	0.06515151515151517
2220	sergeant	nouns			393:0	gun	1	1	军士	sergent	сержант	sargento	0.18181818181818182	1.1	0.7	0.6	0.5638111888111887
2221	serious	adjectives			1185:0	funny	1	1	严肃	sérieux	серьезный	grave	0.0	1.7	0.1	0.0	0.35681818181818176
