word	pos	wordnet_id	nltk_name	hypernyms	hyponyms	hypernym_names	hyponym_names	in_degree	out_degree
dough	n	07860988-n	dough.n.01	07882497-n	07623136-n;07861158-n	concoction.n.01	pastry.n.01;bread_dough.n.01	1	2
beverage	n	07881800-n	beverage.n.01	14940386-n;00021265-n	07891309-n;07844042-n;07890970-n;07936263-n;07891095-n;07913180-n;07925966-n;07883251-n;07891189-n;07914128-n;07914006-n;07933530-n;07914271-n;07882420-n;07929519-n;07922764-n;07927197-n;07926785-n;07921455-n;07933274-n;07884567-n;07924033-n;07919310-n	liquid.n.01;food.n.01	ginger_beer.n.01;milk.n.01;hydromel.n.01;drinking_water.n.01;oenomel.n.01;mixer.n.02;fruit_drink.n.01;potion.n.01;near_beer.n.01;refresher.n.02;cooler.n.02;tea-like_drink.n.01;smoothie.n.02;wish-wash.n.01;coffee.n.01;cocoa.n.01;soft_drink.n.01;mate.n.09;cider.n.01;tea.n.01;alcohol.n.01;fruit_juice.n.01;fizz.n.01	2	23
alcohol	n	07884567-n	alcohol.n.01	03248958-n;07881800-n	07925808-n;07922147-n;07902121-n;07901587-n;07911371-n;07886317-n;07922607-n;07891433-n;07891613-n;07891726-n;07921615-n;07922512-n;07886463-n;07886057-n;07886176-n;07886572-n;07907943-n;07905618-n;07885705-n	drug_of_abuse.n.01;beverage.n.01	koumiss.n.01;perry.n.04;neutral_spirits.n.01;liquor.n.01;mixed_drink.n.01;kava.n.01;slug.n.05;sake.n.02;nipa.n.02;wine.n.01;hard_cider.n.01;rotgut.n.01;aperitif.n.01;home_brew.n.01;hooch.n.01;brew.n.01;liqueur.n.01;pulque.n.01;proof_spirit.n.01	2	19
beer	n	07886849-n	beer.n.01	07886572-n	07887192-n;07889510-n;07887099-n;07887634-n	brew.n.01	suds.n.02;ale.n.01;draft_beer.n.01;lager.n.02	1	4
wine	n	07891726-n	wine.n.01	07884567-n	07892813-n;07896422-n;07899976-n;07900406-n;07896165-n;07896287-n;07893425-n;07892418-n;07895237-n;07898895-n;07900225-n;07896994-n;07926920-n;07897116-n;07898745-n;07893528-n;07899108-n;07892512-n;07893891-n;07896661-n;07896060-n;07897750-n;07893253-n;07896560-n	alcohol.n.01	white_wine.n.01;dubonnet.n.01;generic.n.01;fortified_wine.n.01;cotes_de_provence.n.01;dessert_wine.n.01;altar_wine.n.01;vintage.n.01;bordeaux.n.02;tokay.n.01;varietal.n.01;plonk.n.01;mulled_wine.n.01;retsina.n.01;table_wine.n.01;sparkling_wine.n.01;vermouth.n.01;red_wine.n.01;burgundy.n.02;macon.n.02;california_wine.n.01;rhone_wine.n.01;blush_wine.n.01;jug_wine.n.01	1	24
champagne	n	07893642-n	champagne.n.01	07893528-n		sparkling_wine.n.01		1	0
whiskey	n	07906284-n	whiskey.n.01	07901587-n	07906718-n;07907161-n;07906572-n;07906877-n;07907831-n;07907429-n;07907548-n	liquor.n.01	bourbon.n.02;irish.n.02;blended_whiskey.n.01;corn_whiskey.n.01;sour_mash.n.02;rye.n.03;scotch.n.02	1	7
juice	n	07923748-n	juice.n.01	07566340-n	07837912-n;07925708-n;07925229-n;07925608-n;07925327-n;07925500-n;07925423-n	foodstuff.n.02	gravy.n.02;v-8_juice.n.01;lemon_juice.n.01;carrot_juice.n.01;lime_juice.n.01;tomato_juice.n.01;papaya_juice.n.01	1	7
pop	n	07927512-n	pop.n.02	07927197-n		soft_drink.n.01		1	0
coffee	n	07929519-n	coffee.n.01	07881800-n	07919572-n;07919787-n;07731122-n;07919665-n;07920349-n;07921239-n;07920663-n;07920872-n;07929940-n;07920052-n;07919441-n;07920540-n;07919894-n	beverage.n.01	cafe_au_lait.n.01;decaffeinated_coffee.n.01;coffee_substitute.n.01;cafe_noir.n.01;cappuccino.n.01;turkish_coffee.n.01;instant_coffee.n.01;mocha.n.03;cafe_royale.n.01;espresso.n.01;irish_coffee.n.01;iced_coffee.n.01;drip_coffee.n.01	1	13
punch	n	07930554-n	punch.n.02	07911371-n	07930864-n;07932176-n;07930205-n;07931870-n;07932039-n;07930062-n;07931280-n;07931733-n	mixed_drink.n.01	cup.n.06;glogg.n.01;milk_punch.n.01;may_wine.n.01;eggnog.n.01;fruit_punch.n.01;wassail.n.01;fish_house_punch.n.01	1	8
tea	n	07933274-n	tea.n.01	07881800-n	07933891-n;07934373-n;07934282-n;07933652-n;07933799-n	beverage.n.01	herb_tea.n.01;sun_tea.n.01;ice_tea.n.01;cambric_tea.n.01;cuppa.n.01	1	5
people	n	07942152-n	people.n.01	00031264-n	07966421-n;08401711-n;07946694-n;07944900-n;07945077-n;07946288-n;07943646-n;08477912-n;07947255-n;08401970-n;07945818-n;07948518-n;07945949-n;07949796-n;07946135-n;08477164-n;07944408-n;08179205-n;08179455-n;08375912-n;08179879-n;07950418-n;08477307-n;07949463-n;07944618-n;08401554-n;07943480-n;07943300-n;07974025-n;07946851-n;07945490-n;08166552-n;07947958-n;07948971-n;08179689-n;07944242-n;07950295-n;07949160-n;07950786-n;07948754-n;08483136-n;08369406-n;07950685-n;07950090-n;07946969-n;07944754-n;07945657-n;07948183-n	group.n.01	migration.n.02;rank_and_file.n.02;doomed.n.01;timid.n.01;business_people.n.01;disabled.n.01;ancients.n.01;womankind.n.01;folk.n.01;smart_money.n.03;living.n.02;initiate.n.03;deaf.n.01;peanut_gallery.n.01;defeated.n.01;unconfessed.n.01;blind.n.01;poor_people.n.01;rich_people.n.01;lobby.n.02;population.n.01;sick.n.01;unemployed_people.n.01;nationality.n.01;blood.n.05;clientele.n.01;age_group.n.01;peoples.n.01;class.n.03;enemy.n.03;damned.n.01;nation.n.02;free.n.01;mentally_retarded.n.01;populace.n.01;baffled.n.01;retreated.n.01;network_army.n.01;wounded.n.01;uninitiate.n.01;chosen_people.n.01;coevals.n.01;tradespeople.n.01;pocket.n.07;episcopacy.n.01;brave.n.02;dead.n.01;homebound.n.01	1	48
young	n	07944050-n	young.n.09	07943480-n		age_group.n.01		1	0
enemy	n	07946851-n	enemy.n.03	07942152-n		people.n.01		1	0
folk	n	07947255-n	folk.n.01	07942152-n	07947675-n;07948098-n;08401819-n;07947789-n;07945236-n	people.n.01	gentlefolk.n.01;home_folk.n.01;rabble.n.02;grass_roots.n.02;country_people.n.02	1	5
collection	n	07951464-n	collection.n.01	00031264-n	07977108-n;08417673-n;08074421-n;08173165-n;08436759-n;07963711-n;08463063-n;08173030-n;07955455-n;07954863-n;04550546-n;07997581-n;08145871-n;03921209-n;07961480-n;08172877-n;08293831-n;07993526-n;08168831-n;08400452-n;07956250-n;08462320-n;07955057-n;08400772-n;08336844-n;07953827-n;00296585-n;08464098-n;08336627-n;07956426-n;07954211-n;08007430-n;07959016-n;08271042-n;08482866-n;08293490-n;06026276-n;07977592-n;07962124-n;07953603-n;08064523-n;08168737-n;07993279-n;07954014-n;08462964-n;08008017-n;08270662-n;07996689-n;07976181-n;08292756-n;08433727-n;08464324-n;07958501-n;07956887-n;07955566-n;08172695-n;07977870-n;07959269-n;07993109-n;08456888-n;08441203-n;07954576-n;07955961-n;07959863-n;08407619-n;07955726-n;07977344-n;08064742-n;07957193-n;07958642-n;07954441-n;07955280-n;07977237-n;04550426-n;08064888-n;07953367-n;07958727-n;08464449-n;07978423-n;07956112-n;08398773-n;08425303-n;07960569-n;07954946-n;08153337-n;08463969-n;04338359-n;08270938-n;08173289-n;07997703-n;07953499-n;07954731-n;08406160-n	group.n.01	hit_parade.n.01;convoy.n.02;signage.n.01;central_america.n.02;vegetation.n.01;combination.n.01;mail.n.04;north_america.n.02;corpus.n.02;coin_collection.n.01;wardrobe.n.03;victoriana.n.01;generally_accepted_accounting_principles.n.01;pharmacopoeia.n.01;pile.n.01;asia.n.02;fleet.n.01;petting_zoo.n.01;third_world.n.01;batch.n.03;flinders.n.02;data.n.01;content.n.01;batch.n.01;repertory.n.02;battery.n.03;procession.n.02;treasure_trove.n.02;repertoire.n.02;pack.n.02;book.n.07;job_lot.n.01;sum.n.03;galaxy.n.03;smithereens.n.01;fleet.n.02;population.n.03;library.n.04;mass.n.03;backlog.n.01;defense.n.07;free_world.n.01;fauna.n.01;block.n.04;ana.n.02;package.n.01;oort_cloud.n.01;set.n.01;congregation.n.02;fleet.n.04;aviation.n.01;trinketry.n.01;herbarium.n.01;hand.n.06;crop.n.03;europe.n.03;library.n.02;agglomeration.n.01;biota.n.01;menagerie.n.01;law.n.01;bottle_collection.n.01;findings.n.01;gimmickry.n.01;exhibition.n.02;tenantry.n.01;kludge.n.01;prosecution.n.02;long_suit.n.01;stamp_collection.n.01;book.n.06;ensemble.n.04;judaica.n.01;wardrobe.n.02;planting.n.02;armamentarium.n.01;statuary.n.01;troponymy.n.02;mythology.n.01;flagging.n.01;assortment.n.01;traffic.n.01;nuclear_club.n.01;collage.n.02;pantheon.n.01;treasure.n.04;string.n.09;galaxy.n.01;south_america.n.02;class.n.01;art_collection.n.01;bunch.n.03;rogue's_gallery.n.02	1	93
pack_of_cards	n	07956721-n	pack_of_cards.n.01	07956426-n		pack.n.02		1	0
hand	n	07956887-n	hand.n.06	07951464-n	07957327-n;07957655-n	collection.n.01	bridge_hand.n.01;poker_hand.n.01	1	2
sum	n	07959016-n	sum.n.03	07951464-n	08418103-n	collection.n.01	aggregate.n.03	1	1
bunch	n	07959943-n	bunch.n.01	07959269-n	07960666-n;07960769-n;07960384-n	agglomeration.n.01	swad.n.01;tuft.n.01;knot.n.01	1	3
ball	n	07961016-n	ball.n.08	07959269-n	05402091-n;07961270-n;07961379-n	agglomeration.n.01	clot.n.01;gob.n.02;clew.n.01	1	3
pile	n	07961480-n	pile.n.01	07951464-n	07962991-n;07961956-n;08462205-n;07962628-n;07963087-n;07962707-n;07962295-n;07963494-n;07963613-n	collection.n.01	slagheap.n.01;compost_heap.n.01;stockpile.n.02;scrapheap.n.02;stack.n.01;shock.n.07;dunghill.n.02;pyre.n.01;woodpile.n.01	1	9
combination	n	07963711-n	combination.n.01	07951464-n	07964324-n;05439582-n;07963987-n;07964144-n	collection.n.01	complexion.n.02;haplotype.n.01;amalgam.n.02;color_scheme.n.01	1	4
public	n	07965817-n	public.n.02	07965085-n		body.n.02		1	0
society	n	07966140-n	society.n.01	07950920-n	08288390-n;08287844-n;08288189-n;08111783-n	social_group.n.01	tribal_society.n.01;culture.n.01;open_society.n.01;civilization.n.01	1	4
race	n	07967982-n	race.n.03	00031264-n	09673341-n;09639237-n;09648176-n;09636890-n;09643421-n;07968550-n;07968354-n;09676746-n	group.n.01	indian_race.n.01;white_race.n.01;indian_race.n.02;black_race.n.01;yellow_race.n.01;master_race.n.01;color.n.04;slavic_people.n.01	1	8
kin	n	07969695-n	kin.n.02	07950920-n	08372574-n;07970079-n;08372847-n;08102402-n;07971023-n;07970406-n	social_group.n.01	totem.n.01;mishpocha.n.01;tribes_of_israel.n.01;genealogy.n.01;folks.n.01;family.n.02	1	6
family	n	07970721-n	family.n.04	08101937-n	07971582-n;07971141-n;07972279-n;07971449-n;07971298-n	lineage.n.01	dynasty.n.01;people.n.03;name.n.03;house.n.06;homefolk.n.01	1	5
class	n	07974025-n	class.n.03	07942152-n	08181540-n;08415983-n;08416523-n;08386365-n;08181930-n;08075388-n;08417572-n;08181820-n;08167365-n;08477634-n;08075287-n;08181658-n;08306194-n;08180639-n;08182283-n;08306047-n;08424951-n;08416137-n;08389094-n;07965937-n;08244895-n;07974766-n;08436562-n;08245059-n;08246502-n	people.n.01	lower_class.n.01;firing_line.n.02;center.n.12;upper_class.n.01;commonalty.n.01;brotherhood.n.02;old_school.n.01;booboisie.n.01;estate_of_the_realm.n.01;womanhood.n.02;agriculture.n.04;middle_class.n.01;caste.n.02;labor.n.01;peasantry.n.01;caste.n.03;market.n.02;immigrant_class.n.01;ninja.n.02;world.n.02;demimonde.n.01;age_class.n.01;craft.n.03;underworld.n.01;yeomanry.n.01	1	25
pair	n	07976936-n	pair.n.03	07975026-n	08231065-n;07985628-n	gathering.n.01	yoke.n.04;couple.n.01	1	2
couple	n	07985628-n	couple.n.01	07976936-n	07989973-n	pair.n.03	same-sex_marriage.n.01	1	1
marriage	n	07989373-n	marriage.n.02	07970406-n	07990158-n	family.n.02	mixed_marriage.n.01	1	1
flock	n	07991169-n	flock.n.05	07993929-n		animal_group.n.01		1	0
biota	n	07993109-n	biota.n.01	07951464-n		collection.n.01		1	0
wildlife	n	07993776-n	wildlife.n.01	00006269-n		life.n.10		1	0
herd	n	07994331-n	herd.n.01	07993929-n	07994818-n	animal_group.n.01	remuda.n.01	1	1
pack	n	07994941-n	pack.n.06	07993929-n	07995074-n	animal_group.n.01	wolf_pack.n.02	1	1
set	n	07996689-n	set.n.01	07951464-n	07985135-n;07999068-n;08006094-n;08007534-n;07997338-n;07985223-n;07988490-n;08242428-n;08272860-n;08006868-n;07999471-n;08242223-n;07986198-n;08272652-n;08005580-n;07997486-n;08272774-n;07988089-n;08188814-n;07998712-n;07988229-n;07988604-n;05282433-n;07999584-n;07988369-n	collection.n.01	singleton.n.02;intersection.n.04;bracket.n.01;suite.n.04;chess_set.n.01;pair.n.01;septet.n.03;portfolio.n.02;synset.n.01;conjugation.n.03;field.n.13;core.n.01;trio.n.04;score.n.04;field.n.15;manicure_set.n.01;threescore.n.01;quartet.n.03;choir.n.02;union.n.08;quintet.n.04;octet.n.03;dentition.n.02;field.n.12;sextet.n.04	1	25
bracket	n	08006094-n	bracket.n.01	07996689-n	08006405-n;08006250-n	set.n.01	price_bracket.n.01;income_bracket.n.01	1	2
package	n	08008017-n	package.n.01	07951464-n	08008254-n	collection.n.01	wisp.n.03	1	1
organization	n	08008335-n	organization.n.01	07950920-n	08303504-n;08266070-n;08481009-n;08481369-n;08050484-n;08471185-n;08049401-n;08293982-n;08480847-n;08009834-n;08009239-n;08233056-n;08064130-n;08056231-n;08048625-n;08264583-n;08256968-n;08402442-n;08121394-n;08048042-n;08187033-n;08050385-n;08048948-n;08246613-n;08009659-n;08053576-n;08481184-n;08195636-n;08075847-n;08048743-n;08264759-n;08189659-n;08208016-n;08376051-n;08009478-n	social_group.n.01	federation.n.01;professional_organization.n.01;grey.n.04;pool.n.03;quango.n.01;girl_scouts.n.01;association.n.01;alliance.n.03;blue.n.03;nongovernmental_organization.n.01;adhocracy.n.01;union.n.01;defense.n.09;enterprise.n.02;fiefdom.n.02;machine.n.05;party.n.01;deputation.n.01;fire_brigade.n.01;tammany_hall.n.01;company.n.04;polity.n.02;line_organization.n.01;musical_organization.n.01;bureaucracy.n.03;institution.n.01;host.n.06;peace_corps.n.01;establishment.n.05;line_of_defense.n.01;machine.n.03;unit.n.03;force.n.04;hierarchy.n.02;affiliate.n.02	1	35
association	n	08049401-n	association.n.01	08008335-n	08227916-n;08272248-n;08227214-n;08487504-n;08089797-n;08407449-n;08228980-n;08407330-n;08242675-n;08227088-n;08089955-n;08487149-n;08235343-n;08236438-n;08244062-n;08487319-n;08319061-n;08229134-n;08231184-n;08243851-n	organization.n.01	family.n.08;legion.n.02;club.n.02;association_of_southeast_asian_nations.n.01;american_baptist_convention.n.01;sisterhood.n.02;american_legion.n.01;institute.n.01;professional_association.n.01;cooperative.n.02;southern_baptist_convention.n.01;association_for_the_advancement_of_retired_persons.n.01;secret_society.n.01;consortium.n.01;gang.n.01;national_association_of_realtors.n.01;chamber_of_commerce.n.01;veterans_of_foreign_wars.n.01;league.n.01;fabian_society.n.01	1	20
government	n	08050678-n	government.n.01	08050385-n	08053121-n;08051739-n;08051565-n;08052330-n;08052549-n;08052690-n;08178547-n;08052413-n;08051384-n;08178321-n;08226018-n;08051946-n;08226127-n;08053260-n;08053003-n;08052874-n	polity.n.02	palace.n.02;ancien_regime.n.01;bureaucracy.n.02;downing_street.n.02;federal_government.n.01;government-in-exile.n.01;state.n.03;empire.n.02;authoritarian_state.n.01;puppet_government.n.01;state_government.n.01;court.n.03;totalitarian_state.n.01;papacy.n.01;military_government.n.01;local_government.n.01	1	16
court	n	08051946-n	court.n.03	08050678-n	08052135-n;08052227-n	government.n.01	court_of_saint_james's.n.01;porte.n.01	1	2
institution	n	08053576-n	institution.n.01	08008335-n	08053905-n;08055824-n;08280124-n;08276342-n;08054721-n;08100907-n;08055150-n;08081668-n;08058098-n	organization.n.01	medical_institution.n.01;charity.n.05;academy.n.02;educational_institution.n.01;financial_institution.n.01;vicariate.n.01;issuer.n.01;religion.n.02;company.n.01	1	9
clinic	n	08054076-n	clinic.n.01	08053905-n	08054613-n	medical_institution.n.01	eye_clinic.n.01	1	1
charity	n	08055824-n	charity.n.05	08053576-n	08055964-n;08056128-n	institution.n.01	community_chest.n.01;soup_kitchen.n.01	1	2
agency	n	08057206-n	agency.n.02	08061042-n	08355692-n;08355075-n;08354065-n;08354842-n;08419774-n;08354243-n;08353912-n;08354352-n;08355506-n	business.n.01	travel_agency.n.01;news_agency.n.01;credit_bureau.n.01;mercantile_agency.n.01;transfer_agent.n.01;detective_agency.n.01;advertising_agency.n.01;employment_agency.n.01;service_agency.n.01	1	9
chain	n	08057816-n	chain.n.04	08061042-n	08061609-n;08061801-n;08061695-n;08062206-n	business.n.01	apparel_chain.n.01;restaurant_chain.n.01;discount_chain.n.01;retail_chain.n.01	1	4
conglomerate	n	08058937-n	conglomerate.n.02	08059412-n	08062842-n	corporation.n.01	publishing_conglomerate.n.01	1	1
firm	n	08059870-n	firm.n.01	08061042-n	08062464-n;08064039-n;08062326-n;08076946-n;08062623-n;08059412-n;08063446-n	business.n.01	consulting_firm.n.01;law_firm.n.01;accounting_firm.n.01;auction_house.n.01;publisher.n.01;corporation.n.01;dealer.n.02	1	7
franchise	n	08060193-n	franchise.n.02	08061042-n		business.n.01		1	0
distributor	n	08061905-n	distributor.n.03	08058098-n	08062092-n;08062206-n	company.n.01	direct_mailer.n.01;retail_chain.n.01	1	2
publisher	n	08062623-n	publisher.n.01	08059870-n	08062970-n;08063303-n	firm.n.01	newspaper.n.02;magazine.n.03	1	2
aviation	n	08067218-n	aviation.n.02	08065234-n		industry.n.01		1	0
family	n	08078020-n	family.n.01	08189659-n	08078453-n;07973653-n;07973373-n;07973868-n;07973487-n;07973782-n	unit.n.03	menage_a_trois.n.01;extended_family.n.01;broken_home.n.01;foster_home.n.01;nuclear_family.n.01;foster_family.n.01	1	6
species	n	08110373-n	species.n.01	07992450-n	01353411-n;08111027-n;08111599-n;08110866-n	taxonomic_group.n.01	bacteria_species.n.01;fish_species.n.01;type_species.n.01;endangered_species.n.01	1	4
form	n	08111157-n	form.n.09	07992450-n		taxonomic_group.n.01		1	0
civilization	n	08111783-n	civilization.n.01	07966140-n	08095647-n	society.n.01	islam.n.01	1	1
legal_profession	n	08112402-n	legal_profession.n.01	08112096-n		profession.n.01		1	0
ministry	n	08114004-n	ministry.n.03	08119821-n	08114152-n;08114287-n	government_department.n.01	foreign_office.n.01;home_office.n.01	1	2
royalty	n	08153437-n	royalty.n.02	07971449-n	08154960-n;08157672-n;08158460-n;08156685-n;08155765-n;08157809-n;08155302-n;08155518-n;08159924-n	house.n.06	hanover.n.02;romanov.n.02;stuart.n.03;plantagenet.n.01;lancaster.n.02;saxe-coburg-gotha.n.01;habsburg.n.01;hohenzollern.n.01;york.n.01	1	9
electorate	n	08161068-n	electorate.n.01	08160276-n		citizenry.n.01		1	0
house	n	08163025-n	house.n.05	08163273-n	08161971-n;08162691-n;08162575-n;08319539-n;08162860-n;08319908-n	legislature.n.01	united_states_house_of_representatives.n.01;house_of_commons.n.01;house_of_burgesses.n.01;dail_eireann.n.01;house_of_lords.n.01;seanad_eireann.n.01	1	6
legislature	n	08163273-n	legislature.n.01	08163792-n	08320052-n;08163025-n;08318691-n;08163702-n;08319198-n;08318777-n;08161757-n;08161477-n	assembly.n.04	duma.n.01;house.n.05;congress.n.03;legislative_council.n.01;parliament.n.01;diet.n.02;congress.n.01;senate.n.01	1	8
executive	n	08165455-n	executive.n.02	08164585-n	08165979-n;08165760-n;08165866-n;08165650-n;08166083-n	administration.n.02	reagan_administration.n.01;clinton_administration.n.01;bush_administration.n.01;bush_administration.n.02;carter_administration.n.01	1	5
fourth_estate	n	08168241-n	fourth_estate.n.01	08167365-n		estate_of_the_realm.n.01		1	0
state	n	08168978-n	state.n.04	08359949-n	08167249-n;08169573-n;08168367-n;08167046-n;08177592-n;08177958-n;08170535-n;08305942-n;08170374-n;08177487-n;08166931-n	political_unit.n.01	dominion.n.03;reich.n.01;foreign_country.n.01;developing_country.n.01;world_power.n.01;city_state.n.01;suzerain.n.01;ally.n.01;rogue_state.n.01;sea_power.n.02;commonwealth_country.n.01	1	11
world_power	n	08177592-n	world_power.n.01	08168978-n	08177781-n	state.n.04	hegemon.n.01	1	1
populace	n	08179689-n	populace.n.01	07942152-n	08180484-n	people.n.01	admass.n.01	1	1
population	n	08179879-n	population.n.01	07942152-n	08180067-n	people.n.01	home_front.n.01	1	1
labor	n	08180639-n	labor.n.01	07974025-n	08180944-n;08181075-n;08181267-n	class.n.03	labor_force.n.01;lumpenproletariat.n.01;organized_labor.n.01	1	3
crowd	n	08182379-n	crowd.n.01	07975026-n	08184600-n;08183398-n;08184439-n;08184217-n;08274565-n;08183290-n;08272564-n	gathering.n.01	mob.n.01;crush.n.02;huddle.n.02;drove.n.02;troop.n.04;army.n.02;phalanx.n.02	1	7
company	n	08187033-n	company.n.04	08008335-n	08187988-n;08187460-n;08187370-n;08187707-n;08189211-n;08189581-n;08189371-n	organization.n.01	chorus.n.05;theater_company.n.01;opera_company.n.01;ballet_company.n.01;circus.n.01;minstrelsy.n.01;minstrel_show.n.01	1	7
chorus	n	08187837-n	chorus.n.02	08246613-n	08188638-n	musical_organization.n.01	choir.n.01	1	1
army	n	08191230-n	army.n.01	08198137-n	08183802-n;08394423-n;08394657-n;08394535-n;08394811-n	military_service.n.01	host.n.05;standing_army.n.01;confederate_army.n.01;union_army.n.01;continental_army.n.01	1	5
navy	n	08191701-n	navy.n.01	08198137-n		military_service.n.01		1	0
military_service	n	08198137-n	military_service.n.01	08208016-n	08191230-n;08192361-n;08192817-n;08191701-n;08196024-n	force.n.04	army.n.01;coastguard.n.01;marines.n.01;navy.n.01;air_force.n.01	1	5
military_unit	n	08198398-n	military_unit.n.01	08189659-n	08190482-n;08390511-n;08206663-n;08190292-n;08190609-n;08197742-n;08404895-n;08404373-n;08272460-n;08415661-n;08271801-n;07986381-n;08345366-n;08345189-n;08345613-n;08191532-n;08404549-n;08190754-n;08195797-n;08272352-n;08215603-n	unit.n.03	enemy.n.01;militia.n.01;mujahidin.n.01;command.n.02;task_force.n.01;armor.n.02;headquarters.n.03;commando.n.02;phalanx.n.03;spearhead.n.02;legion.n.03;trip_wire.n.01;haganah.n.01;republican_guard.n.01;israeli_defense_force.n.01;naval_unit.n.01;contingent.n.02;army_unit.n.01;air_unit.n.01;echelon.n.01;guard.n.06	1	21
team	n	08208560-n	team.n.01	08189659-n	08080947-n;08078976-n;08081142-n;08080025-n;08080510-n;08077035-n;08273736-n;08209076-n;08078819-n;08081403-n;08214832-n;08079319-n;08081244-n;08080762-n;08080652-n;08077177-n;08078644-n;08232160-n;08080386-n;08079852-n	unit.n.03	police_squad.n.01;minor-league_team.n.01;powerhouse.n.02;football_team.n.01;junior_varsity.n.01;a-team.n.01;crew.n.04;hit_squad.n.01;major-league_team.n.01;defense.n.03;section.n.05;baseball_team.n.01;offense.n.04;second_string.n.01;varsity.n.02;battery.n.04;flying_squad.n.01;little-league_team.n.01;hockey_team.n.01;basketball_team.n.01	1	20
police	n	08209687-n	police.n.01	08348815-n;08208016-n	08211584-n;08210411-n;08210835-n;08211924-n;08210670-n;08405490-n;08210042-n;08210254-n	law_enforcement_agency.n.01;force.n.04	secret_police.n.01;mutawa'een.n.01;scotland_yard.n.01;schutzstaffel.n.01;royal_canadian_mounted_police.n.01;posse.n.01;europol.n.01;gendarmerie.n.01	2	8
division	n	08213205-n	division.n.01	08190754-n	08213424-n	army_unit.n.01	special_forces.n.01	1	1
bodyguard	n	08215801-n	bodyguard.n.02	08215603-n;08215248-n	08429346-n	guard.n.06;detachment.n.04	praetorian_guard.n.02	2	1
patrol	n	08216176-n	patrol.n.01	08215248-n		detachment.n.04		1	0
squad	n	08218122-n	squad.n.01	08190754-n	08424769-n	army_unit.n.01	firing_squad.n.01	1	1
division	n	08220714-n	division.n.04	08077292-n	08114861-n;08401248-n	administrative_unit.n.01	department.n.01;branch.n.01	1	2
audience	n	08221897-n	audience.n.01	07975026-n	08222966-n;08222871-n;08222203-n	gathering.n.01	house.n.04;grandstand.n.01;gallery.n.01	1	3
village	n	08226699-n	village.n.01	08223802-n	08226838-n	community.n.01	moshav.n.01	1	1
club	n	08227214-n	club.n.02	08049401-n	08228405-n;08229362-n;08228665-n;08229275-n;08230294-n;08229779-n;08230477-n;08230679-n;08228538-n;08229467-n;08230009-n;08230110-n;08230785-n;08229605-n;08230219-n;08235828-n;08229694-n;08229887-n	association.n.01	athenaeum.n.01;country_club.n.01;chapter.n.03;chess_club.n.01;slate_club.n.01;hunt.n.04;sorority.n.01;turnverein.n.01;bookclub.n.01;fraternity.n.01;jockey_club.n.01;racket_club.n.01;yacht_club.n.01;glee_club.n.01;rowing_club.n.01;service_club.n.01;golf_club.n.01;investors_club.n.01	1	18
union	n	08233056-n	union.n.01	08008335-n	08233426-n;08473173-n;08234493-n;08234792-n	organization.n.01	industrial_union.n.01;industrial_workers_of_the_world.n.01;craft_union.n.01;company_union.n.01	1	4
trust	n	08236621-n	trust.n.04	08236438-n	08237699-n;08236963-n	consortium.n.01	oil_cartel.n.01;drug_cartel.n.01	1	2
cast	n	08237863-n	cast.n.01	07975026-n	08238048-n	gathering.n.01	ensemble.n.02	1	1
constituency	n	08238156-n	constituency.n.01	07965085-n		body.n.02		1	0
class	n	08238463-n	class.n.02	07975026-n	08239152-n;08239024-n	gathering.n.01	section.n.09;master_class.n.01	1	2
clique	n	08240633-n	clique.n.01	08240169-n	08245425-n;08240966-n;08241654-n;08241798-n;08241309-n;08241512-n;08406259-n;08406361-n;08241964-n;08251877-n	set.n.05	mafia.n.03;bloomsbury_group.n.01;loop.n.04;cabal.n.01;bohemia.n.02;kitchen_cabinet.n.01;galere.n.01;hard_core.n.01;military_junta.n.01;faction.n.02	1	10
orchestra	n	08248157-n	orchestra.n.01	08246613-n	08248411-n;08248856-n;08248747-n	musical_organization.n.01	chamber_orchestra.n.01;symphony_orchestra.n.01;string_orchestra.n.01	1	3
band	n	08249038-n	band.n.02	08246613-n	08249459-n;08249207-n;08249336-n	musical_organization.n.01	concert_band.n.01;marching_band.n.01;brass_band.n.01	1	3
party	n	08252602-n	party.n.02	08252211-n	08256151-n;08256229-n;08254331-n;08255231-n;08255109-n;08253450-n;08253045-n;08254993-n;08255508-n;08256369-n;08256735-n;08253141-n;08256005-n;08253815-n;08255795-n;08478371-n	social_gathering.n.01	hen_party.n.01;slumber_party.n.01;reception.n.02;soiree.n.01;housewarming.n.01;masquerade.n.01;shindig.n.01;open_house.n.01;garden_party.n.01;sociable.n.01;wedding.n.03;dance.n.02;stag_party.n.01;dinner.n.02;shower.n.06;reunion.n.01	1	16
ball	n	08253268-n	ball.n.04	08253141-n		dance.n.02		1	0
banquet	n	08253640-n	banquet.n.01	08253815-n	08254055-n	dinner.n.02	gaudy.n.01	1	1
reception	n	08254331-n	reception.n.02	08252602-n	08254627-n;08254741-n;08254876-n;08254540-n	party.n.02	levee.n.01;tea.n.04;wedding_reception.n.01;at_home.n.01	1	4
