CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_CONCRETENESS_GPT_SCORE	ENGLISH_VALENCE_GPT_SCORE	ENGLISH_AROUSAL_GPT_SCORE	LINE_IN_SOURCE
347	SORGHUM	sorghum	5	5	1	104899
3470	LIAR	liar	3	2	6	65832
3471	OBLIGATION (DUTY)	duty	1	5	3	35621
3475	SUFFICE	suffice	1	5	1	109244
349	ACHIOTE	annatto	5	5	1	4080
35	TAMARIND	tamarind	5	5	2	111318
350	MANGROVE	mangrove	5	5	1	68998
351	TARO	taro	5	5	1	111572
352	UNTIE	untie	3	5	2	119800
353	STRIKE	strike	3	4	6	108277
3533	ONE MILLION	million	2	7	3	71756
3534	BEG	beg	2	3	5	9648
3535	BE DEFEATED	defeated	2	2	5	29264
354	POUND	pound	3	5	5	86910
3545	WATERY	watery	3	5	2	122960
355	CUT DOWN	fell	1	5	2	42107
3551	FETCH	fetch	3	5	2	42371
3552	GREET	greet	1	7	2	50004
3553	HELLO	hello	3	7	1	52945
3554	GOODBYE	farewell	2	5	5	41544
356	SHEARS	scissors	5	5	2	98746
359	POTTER	potter	4	5	1	86867
3599	BILLION	billion	2	7	5	10731
36	PUBIC HAIR	pubes	4	3	5	89410
3602	TRILLION	trillion	2	5	5	115975
3606	STURGEON	sturgeon	5	5	1	108599
3608	WARRIOR	warrior	4	7	7	122672
361	PEG	peg	4	5	3	82512
3610	MALLARD	mallard	5	5	1	68790
3612	INDIGENOUS PEOPLES OF THE AMERICAS	indian	3	5	3	58061
3614	PANT	pant	3	5	6	81035
3615	BLEED	bleed	3	2	7	11519
3616	FAINT (PASS OUT)	faint	2	3	3	41191
3617	STUMBLE	stumble	3	5	4	108530
362	STRING	string	3	5	1	108299
3620	SLEEPY	sleepy	3	5	1	103194
3621	DISABLED PERSON	cripple	3	2	6	26622
3624	LEPROSY	leprosy	4	1	6	65584
3625	HEADACHE	headache	4	2	5	52371
3626	KNOW	know	1	5	1	63639
3628	HONOR (SOMEBODY)	honor	1	8	3	54515
3629	HESITATE	hesitate	1	5	3	53363
363	DWELL (LIVE, RESIDE)	dwell	1	5	1	35645
3630	PLAN	plan	2	6	1	85024
3631	PRETEND	pretend	1	5	3	87857
3632	GENEROUS	generous	1	8	3	47624
3633	CURIOUS	curious	1	7	5	27485
3634	STUBBORN	stubborn	1	4	5	108460
3635	ADULT	adult	2	5	3	1483
3637	WEAVER	weaver	4	5	1	123155
3638	ASSEMBLE (GET TOGETHER)	assemble	1	5	3	6258
3639	AVOID	avoid	1	3	3	7381
3640	GOSSIP	gossip	2	3	5	49284
3642	COMPLAIN	complain	1	3	5	22668
3643	AGREE	agree	1	7	1	2140
3644	AGREEMENT	agreement	1	7	2	2147
3645	PERSUADE	persuade	1	6	4	83325
3646	PROVERB	proverb	1	5	1	89112
3647	TICKLE (SOMEBODY)	tickle	4	7	5	113583
3648	SERVE (SOMEONE)	serve	2	5	2	100466
3649	PUNISH	punish	2	3	7	89727
365	SPLASH	splash	3	6	5	105870
3651	MUSH (FOOD)	mush	3	5	1	74465
3653	COOKING POT	saucepan	5	5	1	98072
3657	GRANARY	granary	5	5	1	49523
3658	BELLOWS	bellows	4	5	3	9890
3659	POLISH (SOMETHING)	polish	3	5	1	85878
366	LIMP	limp	3	3	2	66334
3663	COWRIE SHELL	cowrie	5	5	1	25972
3664	INHERIT	inherit	1	6	2	58860
3665	TRAVEL	travel	3	8	5	115579
3666	WANDER	wander	2	6	3	122489
3667	LOST	lost	1	3	5	67464
367	RIDE	ride	3	5	5	95496
3670	PLUNDER	plunder	3	2	7	85537
3673	MOURNING	mourning	1	2	5	73877
3674	ANTELOPE	antelope	5	6	3	4311
3675	ZEBRA	zebra	5	5	2	126161
3676	SHREW	shrew	5	3	3	101751
3677	MONGOOSE	mongoose	5	5	3	73082
3679	GROWL	growl	3	5	6	50422
3680	RUMINATE	ruminate	1	5	3	96892
3681	PARTRIDGE	partridge	5	5	1	81655
3683	CACKLE	cackle	3	5	5	15456
3684	PECK	peck	3	5	3	82335
3685	HISS	hiss	3	3	5	53878
3687	DESERT	desert	4	5	1	30645
3688	MARSH	marsh	5	5	1	69532
3689	BUBBLE	bubble	4	6	3	14318
369	OWE	owe	1	3	5	80343
3695	MOVEMENT	movement	2	6	5	73935
3697	DIP	dip	3	5	1	31990
3698	SINGE	singe	3	5	5	102447
370	BARTER	barter	2	5	3	8762
3700	LENGTHEN	lengthen	2	5	2	65499
3701	HOLLOW	hollow	3	3	3	54187
3702	SLIPPERY	slippery	3	5	3	103338
3703	STICKY	sticky	3	5	3	107469
3704	ODOR (SMELL)	odour	4	3	2	77963
3707	BEIGE	beige	4	5	1	9761
3709	BRILLIANT	brilliant	1	9	6	13862
3712	RAINCOAT	raincoat	5	5	2	91029
3713	PHARYNX	pharynx	5	5	1	83636
3714	LARYNX	larynx	5	5	1	64625
3716	OVARY	ovary	5	5	3	79714
3717	BADGER	badger	5	5	3	7864
3719	MARMOT	marmot	5	5	1	69480
372	POINTED	pointed	3	5	3	85734
3720	BUDGERIGAR	budgerigar	5	6	2	14430
3721	FINCH	finch	5	5	1	42861
3722	FLAMINGO	flamingo	5	7	3	43431
3723	NIGHTINGALE	nightingale	5	7	2	76063
3724	STORK	stork	5	5	2	107893
3725	AVOCADO	avocado	5	7	1	7374
3726	BROCCOLI	broccoli	5	6	1	14017
3727	CELERY	celery	5	5	1	17772
3728	COURGETTE	courgette	5	5	1	25772
3729	LETTUCE	lettuce	5	6	1	65676
3730	APRICOT	apricot	5	7	1	5231
3731	LYCHEE	lychee	5	7	1	68042
3732	POMEGRANATE	pomegranate	5	7	3	86144
3733	FERRY	ferry	5	5	2	42306
3734	CHIMPANZEE	chimp	5	5	3	19250
3736	INSTEP	instep	4	5	2	59447
3737	BAREFOOT	barefooted	4	6	3	8564
3739	MARTEN	marten	5	5	2	69560
374	ONE TIME	once	1	5	1	78369
3740	WHIRLWIND	whirlwind	4	5	7	123853
3743	BRASS	brass	5	5	1	13413
3744	INTERPRETER	interpreter	3	6	2	60122
3746	VASE	vase	5	5	1	120767
3747	SHAPE	shape	3	5	1	100921
375	SNIFF	sniff	3	5	3	103948
3750	KHAKI	khaki	5	5	2	63036
3752	LILAC	lilac	5	7	1	66229
3753	MAGENTA	magenta	4	6	3	68352
3754	TRANSPARENT	transparent	1	6	2	115452
3755	MOUNTAINOUS	mountainous	4	7	5	73853
3756	FLORAL	floral	3	7	2	43945
3757	MUGGY	muggy	3	4	3	74093
3758	WINDY	windy	4	6	3	124479
3759	FOGGY	foggy	4	5	2	44352
376	FRAGRANT	fragrant	3	7	3	45427
3760	THUNDERY	thunderbolt	5	6	7	113472
3761	EMOTIONAL	emotional	1	5	5	37341
3762	SAFE	safe	1	8	1	97272
377	LOUD	loud	3	5	6	67489
3777	CATFISH	catfish	5	4	3	17466
378	PINCH	pinch	3	5	5	84514
3780	PET	pet	3	8	2	83435
379	BLUNT	dull	3	3	1	35354
3796	ALBATROSS	albatross	5	5	3	2492
3797	OSTRICH	ostrich	5	5	2	79223
3798	STINGER	stinger	4	5	5	107554
3799	FISHBONE	fishbone	5	5	3	43150
38	SPREAD OUT	spread	2	5	3	106170
380	WRINKLED	wrinkled	4	4	2	125489
3800	IVORY	ivory	4	5	2	61287
3801	DATE (FRUIT)	date	3	6	5	28368
3802	FERN	fern	5	5	1	42249
3803	RASPBERRY	raspberry	5	7	2	91374
3804	GRAPEFRUIT OR POMELO	grapefruit	5	6	1	49654
3807	EYEBALL	eyeball	5	5	3	40899
3808	JUNGLE	jungle	5	5	6	62420
3809	SCREAM (PRODUCE A CRY)	scream	4	3	8	98980
381	BLAME	blame	1	3	5	11363
3812	COWARDLY	cowardly	2	2	5	25906
3813	DISOBEDIENT	disobedient	2	3	6	32924
3814	HANDSOME	handsome	3	8	5	51632
3815	ALMOND	almond	5	6	1	2950
382	GOVERN	govern	1	5	3	49352
3821	BROOK	brook	5	6	1	14132
383	MASTER	master	1	5	5	69734
3837	ASTRINGENT	astringent	2	5	3	6476
384	FREEMAN	freeman	3	6	3	45659
3840	CRANBERRY	cranberry	5	7	2	26144
3841	WINDMILL	windmill	5	7	1	124423
3842	ONE THIRD	one-third	3	5	1	78420
3843	BUT	but	1	5	2	15143
3844	CONTEMPT	contempt	1	2	5	24137
3845	DISAPPOINTMENT	disappointment	1	2	3	32208
3846	EXCITEMENT	excitement	1	8	8	39909
3848	SURPRISE (FEELING)	surprise	2	7	7	110081
3849	TRIUMPH	triumph	2	9	7	116100
385	RESPECT (SOMEBODY)	respect	1	8	3	94542
3854	SADNESS	sadness	1	2	5	97261
3855	ITCH (CAUSE ITCHING OR FEEL ITCHY)	itch	4	4	5	61218
3857	EGGSHELL	eggshell	5	5	2	36443
3858	CONFUSED	confused	1	3	5	23442
3859	MIDWIFE	midwife	4	8	3	71540
386	BATTLE-AXE	battle-ax	5	4	6	9059
3860	POSSESSIONS	belongings	4	5	2	9922
3861	FAIL	fail	1	2	5	41178
3866	ABORTION	abortion	3	3	8	258
3867	ALCOHOLIC (PERSON)	alcoholic	3	2	6	2534
3869	ANXIOUS	anxious	1	2	7	4720
387	SLING	sling	3	5	3	103301
3870	RUSTY	rusty	3	4	3	97085
3871	MURDERER	assassin	4	2	9	6231
3872	BLOND	blond	3	5	1	11697
3873	CHOCOLATE	chocolate	5	8	5	19446
3874	KNOWLEDGE	knowledge	1	8	1	63652
3875	CRIMINAL	criminal	3	2	7	26563
3876	DENTIST	dentist	5	5	5	30171
3877	DEPRESSION	depression	1	1	5	30406
3878	DIAMOND	diamond	5	8	5	31358
3879	IMAGINE	imagine	1	7	3	56570
388	FISHNET	fishnet	5	5	3	43200
3881	PISTOL	pistol	5	3	8	84789
3882	ROSE	rose	5	7	3	96389
3883	NOISY	noisy	1	3	6	76373
3885	IMPATIENT	impatient	1	3	6	56868
3886	TARANTULA	tarantula	5	4	7	111529
3887	NOBODY	nobody	1	5	3	76295
3888	SKUNK	skunk	5	3	3	102935
3891	EARHOLE	earhole	5	5	2	35806
3892	ACQUIRE (SOMETHING)	acquire	1	5	2	917
3893	AFFORD	afford	1	5	2	1824
3894	ATTACH	attach	2	5	3	6715
3895	DETECT	detect	1	5	3	30891
3896	ROAR	roar	3	5	7	95941
3897	NATURE	nature	3	8	1	75168
39	KEEN	keen	1	7	3	62806
390	PUNISHMENT	punishment	2	2	7	89735
3902	TRUST (SOMEBODY)	trust	1	8	3	116375
3903	SYMPATHIZE	sympathize	1	7	3	110739
3904	ENCOUNTER (MEET)	encounter	1	5	5	37626
391	BLESS	bless	1	8	2	11556
3914	TURQUOISE	turquoise	4	7	1	116767
3915	PRIDE	pride	1	7	5	88000
3916	PLEASURE	pleasure	1	8	7	85313
3917	DEVIL	devil	3	2	7	31113
3918	CALABASH	calabash	5	5	1	15632
392	MAGIC	magic	2	8	6	68361
3929	BRAZILIAN CEDAR	cedar	5	5	1	17720
393	CIRCUMCISION	circumcision	4	5	5	20072
394	SHAMAN (FOLK HEALER)	shaman	4	6	5	100853
3947	HONEYCOMB	honeycomb	5	7	2	54478
3948	SHOTGUN	shotgun	5	5	8	101628
395	PILL	pill	5	5	3	84428
3951	PANDA	panda	5	8	2	80934
3952	REFRIGERATOR	refrigerator	5	5	1	92988
3953	CHARITY	charity	2	8	2	18545
3954	FRIENDSHIP	friendship	2	9	2	45882
3955	HOSTILITY	hostility	1	2	7	54889
3956	DISPUTE	dispute	1	3	5	33117
3957	SYSTEM	system	1	5	1	110911
3958	SOCIETY	society	1	5	3	104318
3959	RELATIONSHIP	relationship	2	7	5	93424
3960	IDENTITY	identity	1	5	3	56249
3961	TEAM	team	2	7	2	111859
3962	DISCIPLINE	discipline	1	6	3	32335
3963	SCENERY	scenery	4	7	1	98465
3964	SPLENDOR	splendor	1	8	5	105902
3965	TRAUMA	trauma	1	2	8	115562
3966	CONCEPT	concept	1	5	1	22967
3967	CONTENT	content	2	7	1	24152
3968	EFFECT	effect	1	5	1	36312
3969	RESULT	result	1	5	2	94701
3970	PROCESS	process	2	5	1	88283
3971	METHOD	method	1	5	1	71111
3972	EXCITED	excited	1	8	7	39907
3973	DEPRESSED	depressed	1	1	5	30401
3974	UNHAPPY	unhappy	1	2	5	118609
3975	NERVOUS	nervous	1	3	7	75607
3976	EXPLODE	explode	3	2	9	40463
3977	SHINY	shiny	3	7	3	101317
3978	COMPANION	companion	3	8	3	22544
3979	TADPOLE	tadpole	5	5	2	111076
398	PIERCE	pierce	3	5	7	84291
3981	GUAVA	guava	5	7	1	50575
3982	BREEZE	breeze	4	7	1	13668
3984	THESE (PLURAL OF THIS)	these	1	5	1	113049
3985	THOSE (PLURAL OF THAT)	those	1	5	1	113256
3986	COLLAPSE	collapse	2	1	7	21807
3987	HOARSE	hoarse	3	3	3	53988
3988	PLATEAU	plateau	3	5	1	85154
3989	AGAVE	agave	5	5	1	1967
399	PLANTAIN	plantain	5	6	1	85077
3990	LAWN	lawn	5	5	1	64924
3991	TORTILLA	tortilla	5	7	1	114665
3992	SARDINE	sardine	5	5	1	97920
3993	JINGLE (INSTRUMENT)	jingle	3	7	5	61912
3994	PIANO (INSTRUMENT)	piano	5	7	1	84116
3995	AMAZONIAN MANATEE	manatee	5	7	1	68913
3997	ARTICHOKE	artichoke	5	5	1	5929
4	COURTYARD	courtyard	5	6	2	25822
40	ENVY	envy	1	3	5	38459
4000	LIGHTBULB	lightbulb	5	5	3	66119
4003	PLIERS	pliers	5	5	2	85388
4005	SUITCASE	suitcase	5	6	3	109347
4006	ROBOT	robot	5	5	3	95986
4007	WALRUS	walrus	5	5	1	122471
4008	SANDWICH	sandwich	5	7	1	97767
4010	TOASTER	toaster	5	5	1	114122
4011	TRUCK	truck	5	5	3	116282
4012	TELESCOPE	telescope	5	7	3	112146
4013	AMBULANCE	ambulance	5	5	7	3269
4014	MICROPHONE	microphone	5	5	3	71392
4015	PIRATE	pirate	4	5	6	84744
4016	MICROSCOPE	microscope	5	6	2	71407
4017	JELLYFISH	jellyfish	5	5	3	61690
4018	BLOUSE	blouse	5	6	2	11814
4019	CIGAR	cigar	5	5	3	19921
402	SURPASS	surpass	1	7	5	110069
4020	CLOWN	clown	5	5	5	20986
4021	DINOSAUR	dinosaur	5	6	3	31945
4022	SUBMARINE	submarine	5	5	3	108843
4023	VIOLIN	violin	5	7	2	121650
4024	SAXOPHONE	saxophone	5	6	5	98217
4025	LANTERN	lantern	5	5	2	64486
4026	SAILBOAT	sailboat	5	7	2	97346
4027	BATHTUB	bathtub	5	6	2	8997
4028	ASHTRAY	ashtray	5	3	2	6106
4030	DOORKNOB	doorknob	5	5	1	34154
4033	ELEVATOR	elevator	5	5	2	36861
4034	SANDALS	sandals	5	6	1	97701
4035	SWEATER	sweater	5	6	1	110375
404	ALCOHOL (FERMENTED DRINK)	alcohol	5	5	5	2532
41	IGNORE	ignore	1	5	2	56383
410	YAM	yam	5	5	1	125707
411	GOURD	gourd	5	5	1	49330
416	OUTRIGGER	outrigger	4	5	3	79576
419	SEVERE	severe	1	3	6	100609
42	STINKING	stinky	3	2	3	107586
420	FOREST	forest	5	7	1	44904
421	RETREAT	retreat	2	6	2	94907
425	BE LATE	delayed	2	3	3	29616
43	LEAD (GUIDE)	lead	3	5	3	65033
430	TWIST	twist	3	5	5	116953
432	BLOWGUN	blowgun	5	5	5	11833
437	GUAN	guan	3	5	1	50524
438	CHIGGOE (JIGGER FLEA)	chigger	5	3	5	19137
44	INJURE	injure	3	2	7	58963
442	FRONT TOOTH (INCISOR)	incisor	5	5	2	57601
446	LOWER ARM	forearm	5	5	1	44743
449	CORN FIELD	cornfield	5	6	1	24999
45	EVIL	evil	1	1	7	39685
451	HARMATTAN	harmattan	4	5	3	51947
456	GUINEA FOWL	guinea-fowl	5	5	2	50688
459	SNAP (OF STICK)	snap	3	5	5	103853
466	CASSOWARY	cassowary	5	5	3	17191
467	CRAYFISH	crayfish	5	5	3	26268
47	EXCRETA	excreta	4	2	5	39979
470	POSSUM	possum	5	5	2	86602
471	UPPER LEG (THIGH)	thigh	5	5	3	113109
472	PELICAN	pelican	5	6	1	82546
474	DRESS	dress	4	6	2	34844
476	CUP	cup	5	5	1	27386
477	LATE	late	1	5	3	64695
478	LIP	lip	5	5	3	66505
479	GROW	grow	2	7	2	50417
48	BE SILENT	silent	1	5	1	102224
480	PLATE	plate	5	5	1	85153
481	DISH	dish	4	5	1	32706
482	NOBLE	noble	1	7	3	76281
483	COMPOUND	compound	2	5	1	22791
484	CONDEMN	condemn	1	2	6	23133
485	DISAPPEAR	disappear	2	5	5	32196
486	MINISTER	minister	3	5	2	71978
487	SHY	shy	1	5	3	101899
488	MANNER	manner	1	5	1	69090
489	KIDNEY	kidney	5	5	1	63118
49	REFUSE	refuse	3	3	3	93021
490	DESCENDANTS	descendants	3	5	3	30592
491	CENTER	centre	3	5	1	17962
492	THREE	three	1	5	1	113307
493	FIVE	five	3	5	1	43271
494	FLIRT	flirt	2	6	6	43825
495	REVENGE	revenge	1	3	7	95073
496	CUCUMBER	cucumber	5	6	1	27202
497	SCAR	scar	4	3	5	98368
499	CURE	cure	3	8	3	27457
5	GAZELLE	gazelle	5	7	3	47440
500	CRUEL	cruel	1	1	7	26974
501	LIFT	lift	3	5	3	66086
502	NAIL (TOOL)	nail	5	5	3	74846
503	FROG	frog	5	5	2	45992
504	LEARN	learn	1	7	2	65136
505	PARENTS	parents	4	7	3	81392
506	MAIZE	corn	5	5	1	24959
507	MELON	melon	5	6	1	70540
508	PERIOD	period	3	5	3	83042
509	CERTAIN	certain	1	5	1	18083
51	SORE	sore	3	3	5	104886
517	FIREDRILL	fire-drill	4	5	6	43026
518	SPARK	spark	3	7	6	105279
519	SPOT	spot	3	5	1	106113
52	SHIVER	shiver	4	5	6	101419
520	MANZANITA	manzanita	5	5	1	69221
522	WOLF	wolf	5	5	6	124873
523	BACK OF HEAD	rear	3	5	3	91795
524	BARBEL	barbel	5	5	3	8498
526	HOWL	howl	4	5	6	55112
528	DREADFUL	dreadful	1	1	7	34775
53	SPIRIT	spirit	1	6	5	105805
530	FRECKLE	freckle	5	5	1	45588
533	GLUTTON	glutton	2	3	5	48731
534	HUMP	hump	3	5	6	55366
535	INFLATED	inflated	2	4	3	58622
537	TURBID	turbid	1	3	3	116654
539	NEST	nest	5	5	1	75620
54	SHRINK	shrink	3	5	3	101788
540	PALATE	palate	3	5	1	80720
541	POETRY	poetry	2	7	3	85703
543	SHUTTLE	shuttle	3	5	3	101888
544	SPICY	spicy	3	7	6	105663
545	SPRUCE	spruce	4	5	1	106267
547	SURFACE	surface	3	5	1	110013
549	COPULATE	copulate	4	5	7	24807
55	WHISPER	whisper	3	6	2	123880
550	DILUTE	dilute	2	5	1	31803
554	HINDER	hinder	1	3	3	53770
555	INFRINGE	infringe	1	3	5	58731
557	OFFEND	offend	1	2	5	78002
56	BAD LUCK	misfortune	1	2	5	72308
568	RISE (MOVE UPWARDS)	rise	2	7	5	95754
569	SPOIL (BECOME SPOILED)	rot	3	2	3	96449
57	ATOP	atop	2	5	2	6680
571	STING	sting	3	3	6	107553
573	SWAY	sway	2	5	3	110347
575	TREAD	tread	3	5	3	115631
576	DANDRUFF	dandruff	5	3	2	28182
577	FOREFINGER	forefinger	5	5	2	44787
578	KISS	kiss	4	8	7	63352
579	BATTLE	battle	3	3	8	9058
58	LIQUID	liquid	3	5	1	66560
580	FUR	fur	5	5	2	46481
581	COME BACK	return	1	5	2	94988
582	LEND	lend	1	5	2	65489
584	DIFFICULT	difficult	1	3	5	31628
585	BOOT	boot	5	5	2	12689
586	GARDEN	garden	5	7	1	47089
587	ANT	ant	5	5	1	4264
588	BROKEN	broken	3	2	5	14048
589	CLOSED	closed	2	5	2	20875
59	ELECTRICITY	electricity	4	7	5	36704
590	NAKED	naked	3	5	7	74886
592	PISS	urinate	5	5	3	120251
593	POTATO	potato	5	5	1	86773
594	PIECE	piece	3	5	1	84267
595	GROUNDNUT (PEANUT)	peanut	5	5	1	82264
596	POSTAGE STAMP	stamp	4	5	2	106725
597	PHYSICIAN	doctor	4	7	3	33744
598	SHELL	shell	4	5	3	101132
6	EARTHQUAKE	earthquake	5	2	8	35880
60	OAT	oats	5	5	1	77539
600	STRANGE	strange	1	5	5	108035
602	HIDE (CONCEAL)	conceal	1	5	3	22926
603	COAT	coat	5	5	1	21205
604	GLASS	glass	5	5	1	48389
605	GRAIN	grain	4	5	1	49478
606	GRASS	grass	5	5	1	49715
607	GRASSHOPPER	grasshopper	5	5	2	49723
608	GULF	gulf	3	5	2	50717
609	HAIL	hail	4	5	3	51195
610	PORT	port	3	5	1	86451
611	HARVEST	crop	4	5	1	26757
612	HEAT	heat	3	5	5	52621
613	HIGH TIDE	flood	4	2	7	43885
614	HILL	hill	5	5	1	53724
615	HORSE	horse	5	5	3	54761
616	HOSPITAL	hospital	5	5	5	54857
617	ICE	ice	5	5	1	56063
618	PRECIPICE	precipice	4	5	6	87218
619	ANIMAL	animal	3	5	3	4007
620	INSECT	insect	5	5	3	59233
621	IRON	iron	5	5	1	60834
622	ISLAND	island	5	7	1	61072
623	LAGOON	lagoon	5	7	1	64163
624	LAKE	lake	5	7	1	64200
625	LAMP	lamp	5	5	1	64306
626	LAND	land	4	5	1	64350
628	LEAF	leaf	5	6	1	65060
629	LEATHER	leather	5	6	3	65173
63	RUMOUR	rumour	1	4	5	96916
630	LIGHT (RADIATION)	light	3	7	1	66114
631	LIVESTOCK	livestock	5	5	1	66808
632	LIZARD	lizard	5	5	3	66829
633	MARKET	market	3	5	3	69422
634	MEAT	meat	5	5	1	70221
635	MILK	milk	5	5	1	71667
636	MILL	mill	5	5	1	71705
637	MOSS	moss	5	5	1	73666
638	MOTORCYCLE	motorcycle	5	7	6	73770
639	MOUNTAIN	mountain	5	7	1	73842
64	PIN	pin	3	5	2	84500
640	MUD	mud	5	5	1	74015
641	MUSHROOM	mushroom	5	5	1	74479
642	MUSIC	music	3	8	3	74489
644	OAK	oak	5	5	1	77499
645	OCEAN	ocean	5	7	1	77851
646	ASH	ashes	4	3	2	6093
647	PAINT (PIGMENTS)	paint	4	5	1	80655
648	PAPER	paper	5	5	1	81107
649	PASTURE	pasture	5	6	1	81853
65	AMBUSH	ambush	3	2	8	3279
650	PETROLEUM	petroleum	5	5	3	83511
651	SEAL	seal	3	5	1	99311
652	PLAIN	plain	3	5	1	84989
653	PLANT (VEGETATION)	plant	5	5	1	85073
654	PLASTIC	plastic	4	5	1	85127
655	POISON	poison	4	1	8	85761
656	POLICE	police	4	5	6	85847
657	PRICE	price	2	5	1	87964
658	RAIN (PRECIPITATION)	rain	5	5	1	91018
659	REED	reed	5	5	1	92692
66	KNEEL	kneel	4	5	3	63511
660	REEF	reef	4	6	1	92712
661	RELIGION	religion	2	5	5	93511
662	BATTERY	battery	5	5	2	9050
663	BAY	bay	3	5	1	9125
664	RESIN	resin	4	5	1	94455
665	BEE	bee	5	5	3	9521
666	RIVER	river	5	7	1	95841
667	ROAD	road	5	5	1	95880
668	ROCK	rock	5	5	1	96003
669	RODENT	rodent	5	4	3	96076
67	EMBERS	embers	4	5	3	37132
670	ROOT	root	3	5	1	96322
671	SAND	sand	5	5	1	97696
672	EARLY	early	1	5	1	35823
673	SCHOOL	school	3	5	3	98604
674	MOUTH	mouth	5	5	2	73906
675	FAECES (EXCREMENT)	excrement	5	1	5	39972
676	SHIT (DEFECATE)	defecate	4	3	3	29271
677	AXE	axe	5	5	5	7474
678	BEARD	beard	5	5	2	9274
679	BRIGHT	bright	3	8	3	13843
68	TATTOO	tattoo	4	5	5	111710
680	BREAK (DESTROY OR GET DESTROYED)	break	3	5	5	13545
681	DESTROY	destroy	2	2	8	30836
682	SIDE	side	3	5	1	101987
683	PERSON	person	4	5	1	83263
684	OWN	own	1	5	1	80359
685	DECIDE	decide	1	5	3	28880
686	EASY	easy	1	7	1	35942
687	NOTHING	nothing	1	5	1	77095
688	LUNG	lung	5	5	1	67908
689	BETWEEN	between	1	5	1	10384
69	SOBER	sober	3	7	3	104243
690	BOTTOM	bottom	3	5	1	12935
691	SEASON	season	2	5	1	99405
692	BRING	bring	1	5	3	13887
693	FROM	from	1	5	1	46023
694	GET	get	1	5	3	47927
695	GO	go	1	5	5	48802
696	STIR	stir	3	5	5	107609
698	WISE	wise	1	7	1	124673
699	SAD	sad	1	2	3	97225
7	GATHER	gather	2	5	2	47326
70	BRACKISH	brackish	3	5	3	13222
700	CARRY	carry	3	5	3	16973
701	SLOW	slow	1	5	1	103454
702	CATCH	catch	3	5	3	17365
703	SOON	soon	1	5	3	104803
704	CLEAN	clean	3	7	1	20518
705	GO UP (ASCEND)	ascend	1	7	5	6022
706	DARK	dark	2	4	5	28265
707	REMEMBER	remember	1	6	3	93627
708	SHINE	shine	3	8	3	101287
709	TEACH	teach	1	7	2	111832
710	WHEEL	wheel	5	5	1	123647
711	TALL	tall	3	5	1	111277
712	RICH	rich	1	7	5	95442
713	STEAL	steal	3	2	7	107078
714	SEED	seed	5	5	1	99644
715	SHOUT	shout	3	4	7	101654
716	GROAN	groan	3	3	5	50232
717	SWEET	sweet	3	7	3	110415
718	PAY	pay	3	5	3	82160
719	FIND	find	1	5	1	42863
72	CLAW	claw	5	5	5	20493
720	GOOD LUCK	luck	1	7	5	67726
721	LOW	low	1	5	1	67611
722	ATTACK	attack	2	1	8	6724
723	PLACE (POSITION)	place	3	5	1	84928
724	READ	read	3	5	1	91646
726	WHILE	while	1	5	1	123764
727	WHICH	which	1	5	1	123748
728	FIRST	first	1	5	3	43118
729	DAWN	dawn	4	7	1	28442
73	BEAK	beak	5	5	1	9215
730	SNAKE	snake	5	5	7	103827
731	BEVERAGE	beverage	4	6	1	10395
732	YOUR (SINGULAR)	your	1	5	1	126035
733	EARN	earn	1	6	2	35832
734	MAKE	make	1	5	1	68630
735	OWL	owl	5	6	1	80350
736	YARD	yard	5	5	1	125737
737	LIGHT (IGNITE)	ignite	3	6	7	56356
738	THING	thing	3	5	1	113125
739	FEED	feed	3	5	3	42027
74	PUPPY	puppy	5	9	7	89795
740	SHIP	ship	5	5	1	101318
741	DRIVE	drive	3	5	5	34954
742	END (OF SPACE)	end	1	5	3	37672
744	EGG	egg	5	5	1	36420
745	SHELF	shelf	5	5	1	101130
746	SHOP	shop	4	6	3	101511
747	BICYCLE	bicycle	5	7	3	10537
748	SOW SEEDS	sow	3	5	1	105142
749	ENTER	enter	1	5	3	38217
75	DISGRACE	disgrace	1	1	6	32676
750	DROP	drop	3	5	3	35020
751	SHRUB	shrub	5	5	1	101812
752	STORE	store	4	5	1	107871
753	PUPIL (STUDENT)	pupil	3	5	1	89778
754	HURRY	hurry	2	5	7	55476
755	DENY	deny	1	3	3	30203
756	DEPEND	depend	1	5	1	30247
757	BUTTON	button	5	5	1	15213
758	HERON	heron	5	5	1	53321
759	SILVER	silver	5	6	2	102293
760	KNOT	knot	5	5	2	63620
761	COVER	cover	3	5	1	25858
762	OUTSIDE	outside	3	5	2	79608
763	SKIN	skin	5	5	3	102825
764	SUIT	suit	3	5	2	109338
765	MOVE	move	3	5	5	73929
766	MENSTRUATION	menstruation	4	5	5	70704
767	CORPSE	corpse	5	1	7	25091
768	LUNCH	lunch	5	7	2	67889
769	ROOF	roof	5	5	1	96258
770	EARRING	earring	5	6	2	35851
771	HAT	hat	5	5	1	52134
772	BELT	belt	5	5	2	9930
773	HAVE	have	1	5	1	52240
774	CABBAGE	cabbage	5	5	1	15376
775	TRUMPET	trumpet	5	5	5	116340
777	FLUTE	flute	5	6	1	44198
778	SMOKE (EXHAUST)	smoke	4	4	5	103694
779	PART	part	2	5	1	81561
78	THAT	that	1	5	1	112793
780	OUR	our	1	5	1	79281
