Language;Code;Number of Responses;H Statistic;Modal Response;Modal Response Percentage;"""I don't know"" Response Percentage";Idiosyncratic Response Percentage;Familiarity
Cypriot Greek;62;80;1,128337326;μέλισσα;55,84415584;2,5;1,25;79,82716049
Cypriot Greek;63;80;1,080977596;μπαλκόνι;77,92207792;1,25;2,5;83,5308642
Cypriot Greek;64;80;0; κουμπί;100;2,5;1,25;85,83950617
Cypriot Greek;66;80;1,372978985;στέγη;73,68421053;0;5;81,54320988
Cypriot Greek;67;80;0,170330576;καναπές;97,46835443;0;1,25;91,13580247
Cypriot Greek;68;80;0;κερί;100;0;0;87,95061728
Cypriot Greek;69;80;0;μπανάνα;100;0;0;91,28395062
Cypriot Greek;70;80;0,764092913;ορχήστρα;86,30136986;3,75;5;79,04938272
Cypriot Greek;71;80;1,162837764;κύπελλο;74,02597403;1,25;2,5;81,74074074
Cypriot Greek;72;80;0,24729444;τυρί;95,89041096;2,5;6,25;87,16049383
Cypriot Greek;73;80;0,766353365;κύμα;88;5;1,25;82,11111111
Cypriot Greek;74;80;0,795881274;τρακτέρ;75,94936709;0;1,25;77,64197531
Cypriot Greek;75;80;0;μπαλόνι;100;0;1,25;86,4691358
Cypriot Greek;76;80;0,643355498;μπρόκολο;89,47368421;1,25;3,75;80,9382716
Cypriot Greek;77;80;0,18512476;καμήλα;97,18309859;7,5;3,75;71,59259259
Cypriot Greek;78;80;0;κλειδί;100;0;0;91,40740741
Cypriot Greek;79;80;0,173781323;πληκτρολόγιο;97,4025974;0;3,75;89,48148148
Cypriot Greek;80;80;0;ελικόπτερο;100;0;1,25;80,18518519
Cypriot Greek;81;80;0,193642805;κρέας;97,01492537;12,5;3,75;77
Cypriot Greek;82;80;1,101854303;πάρκο;73,41772152;0;1,25;83,74074074
Cypriot Greek;83;80;0,232927855;καρδιά;96,20253165;0;1,25;89,90123457
Cypriot Greek;84;80;0,172036949;μάσκα;97,43589744;0;2,5;79,62962963
Cypriot Greek;85;80;0;διαμάντι;100;1,25;0;80,7037037
Cypriot Greek;86;80;0,78836997;ποταμός;83,78378378;0;7,5;81,7037037
Cypriot Greek;87;80;0;ρομπότ;100;1,25;0;76,02469136
Cypriot Greek;88;80;1,312672542;πατερίτσα;62,16216216;5;2,5;72,17283951
Cypriot Greek;90;80;0,726767108;φεγγάρι;85,71428571;0;3,75;88,07407407
Cypriot Greek;91;80;0,173781323;στόμα;97,4025974;0;3,75;88,04938272
Cypriot Greek;92;80;0;φώκια;94,93670886;0;1,265822785;70,44444444
Cypriot Greek;96;80;0,847590772;γάλα;84,61538462;0;2,5;89,01234568
Cypriot Greek;97;80;0,517962493;φτερό;90,90909091;2,5;1,25;82,64197531
Cypriot Greek;98;80;0,439496987;τίγρης;90,90909091;1,25;2,5;73,32098765
Cypriot Greek;99;80;1,135378834;πίνακας;70,27027027;1,25;6,25;85,33333333
Cypriot Greek;100;80;0;μύτη;100;1,25;0;91,48148148
Cypriot Greek;101;80;0,6789539;ντραμς;82,05128205;0;2,5;82,55555556
Cypriot Greek;102;80;0;μαλλιά;100;1,25;2,5;89,14814815
Cypriot Greek;104;80;0,98285869;ανσανσέρ;56,96202532;0;1,25;87,79012346
Cypriot Greek;105;80;0,87029534;ελάφι;78,20512821;2,5;0;73,98765432
Cypriot Greek;106;80;0;θερμοκήπιο;100;1,25;3,75;76
Cypriot Greek;107;80;1,347510074;σαξόφωνο;70,58823529;6,329113924;8,860759494;63,85185185
Cypriot Greek;108;80;0;ημερολόγιο;100;0;3,75;87,35802469
Cypriot Greek;110;80;1,154223892;τραπέζι;64,1025641;0;2,5;85,38271605
Cypriot Greek;111;80;0,173781323;δράκος;97,4025974;2,5;1,25;69,64197531
Cypriot Greek;112;80;0,581888678;πνεύμονας;89,18918919;2,5;5;79,0617284
Cypriot Greek;113;80;0,917119356;λίμνη;81,08108108;0;7,5;83,07407407
Cypriot Greek;114;80;0;φρούτα;100;0;0;92,11111111
Cypriot Greek;115;80;0,249882293;ιπποπόταμος;95,83333333;5;5;67,69135802
Cypriot Greek;116;80;0;φωτιά;100;0;3,75;83,85185185
Cypriot Greek;117;80;0,853372819;άλογο;72,15189873;1,25;0;81,67901235
Cypriot Greek;118;80;1,410940115;πληγή;65,38461538;0;2,5;78,54320988
Cypriot Greek;121;80;0;λαβύρινθος;100;2,5;2,5;73,90123457
Cypriot Greek;122;80;0;καρέκλα;100;0;1,25;89,81481481
Cypriot Greek;124;80;0,547990008;γωνιά;87,34177215;0;1,25;84,24691358
Cypriot Greek;125;80;0;ακτινίδιο;100;5;5;80,98765432
Cypriot Greek;126;80;0,985228136;αλεξίπτωτο;57,14285714;1,25;2,5;75,61728395
Cypriot Greek;127;80;2,192120661;σάκος;33,33333333;3,797468354;6,329113924;72,03703704
Cypriot Greek;128;80;1,286833301;κούκλα;66,66666667;0;2,5;82,2345679
Cypriot Greek;129;80;0;λεμόνι;100;0;1,25;92,27160494
Cypriot Greek;131;80;0,244765082;τραγουδιστής;95,94594595;0;7,5;87,2345679
Cypriot Greek;137;80;1,107272411;ποντίκι;60,52631579;2,5;2,5;71,77777778
Cypriot Greek;138;80;0;ψυγείο;100;0;1,25;91,69135802
Cypriot Greek;139;80;0;φάντασμα;100;1,25;2,5;74,03703704
Cypriot Greek;140;80;0,339712371;βρύση;94,93670886;0;1,25;85,58024691
Cypriot Greek;141;80;1,398462938;ηλιοτρόπιο;65,38461538;0;2,5;81,01234568
Cypriot Greek;142;80;0;ποτήρι;100;0;1,25;91,43209877
Cypriot Greek;145;80;0,51594693;κάλαθος;88,46153846;0;2,5;88,2345679
Cypriot Greek;146;80;1,12730384;ελιά;71,69811321;20,77922078;14,28571429;57,34567901
Cypriot Greek;148;80;0,401825855;πίπα;93,67088608;0;1,25;71,80246914
Cypriot Greek;149;80;1,519556365;κλειδαριά;43,42105263;2,53164557;2,53164557;79,24691358
Cypriot Greek;150;80;1,655231484;λάντα;55,55555556;5;5;70,72839506
Cypriot Greek;152;80;0,28907946;σαλιγκάρι;94,93670886;0;1,25;83,43209877
Cypriot Greek;153;80;0;τσιγάρο;100;0;3,75;82,55555556
Cypriot Greek;154;80;0,480433457;ντόμινο;90,66666667;5,063291139;1,265822785;75,32098765
Cypriot Greek;155;80;1,02995542;σφαίρα;80,64516129;13,92405063;8,860759494;62,56790123
Cypriot Greek;156;80;0,511639784;αυλός;88,60759494;0;1,25;86,4691358
Cypriot Greek;159;80;1,215893128;μούσι;56,41025641;0;2,5;83,87654321
Cypriot Greek;160;80;1,424627386;καρότσι;55,88235294;8,75;6,25;66,79012346
Cypriot Greek;161;80;0;γραβάτα;100;0;1,25;83,75308642
Cypriot Greek;163;80;0,300391417;καρύδα;94,66666667;3,75;2,5;80,41975309
Cypriot Greek;164;80;0;δρόμος;100;0;2,5;90,81481481
Cypriot Greek;165;80;0;ζώνη;100;0;2,5;86,64197531
Cypriot Greek;167;80;0,881112737;κορδόνι;81,33333333;0;6,25;85,61728395
Cypriot Greek;169;80;0,175565026;πλάτη;97,36842105;1,25;3,75;86,51851852
Cypriot Greek;170;80;2,205653334;τέρμα;49,36708861;0;1,25;81,38271605
Cypriot Greek;172;80;0;παπαγάλος;100;0;2,5;82,75308642
Cypriot Greek;173;80;0;φαρμακείο;100;0;3,75;88,71604938
Cypriot Greek;175;80;0,346731468;ζωγράφος;93,50649351;0;3,75;81,55555556
Cypriot Greek;177;80;0;μανιτάρι;100;0;1,25;85,69135802
Cypriot Greek;178;80;0,346731468;γέφυρα;94,73684211;3,75;1,25;79,54320988
Cypriot Greek;181;80;0;τρίγωνο;100;0;1,25;87,71604938
Cypriot Greek;184;80;0,513072912;μάγισσα;91,02564103;0;2,5;71,96296296
Cypriot Greek;185;80;0;μπάλα;100;0;1,25;90,34567901
Cypriot Greek;186;80;0,792109919;μηχανή;84,84848485;11,39240506;6,329113924;58,91358025
Cypriot Greek;187;80;1,1723854;πόλη;73,68421053;1,25;3,75;77,59259259
Cypriot Greek;189;80;0,489779014;κροκόδειλος;89,33333333;1,25;5;70,86419753
Cypriot Greek;190;80;0,346563258;βροχή;94,80519481;0;3,75;90,19753086
Cypriot Greek;191;80;0,618995594;σαλάτα;94,73684211;0;5;90,16049383
Cypriot Greek;192;80;0;θερμόμετρο;100;5;6,25;77,20987654
Cypriot Greek;193;80;1,07982396;μέδουσα;63,15789474;2,53164557;2,53164557;72,62962963
Cypriot Greek;196;80;0,173781323;υπολογιστής;97,4025974;0;3,75;91,25925926
Cypriot Greek;197;80;0,709825885;διαβήτης;79,41176471;5,063291139;10,12658228;74,9382716
Cypriot Greek;199;80;0;φούστα;98,7012987;0;3,797468354;83,25925926
Cypriot Greek;200;80;0,89829345;τρομπέτα;81,69014085;3,797468354;7,594936709;69,20987654
Cypriot Greek;204;80;0,770131234;εκτυπωτής;84,61538462;1,25;1,25;87,0617284
Cypriot Greek;205;80;0,398459274;αστράγαλος;92,10526316;1,25;3,75;81,88888889
Cypriot Greek;207;80;2,63901698;ουλή;37,33333333;0;6,25;79,55555556
Cypriot Greek;208;80;0;μικρόφωνο;100;0;1,25;82,75308642
Cypriot Greek;209;80;1,426192933;μπούμερανγκ;70;18,75;6,25;56,77777778
Cypriot Greek;210;80;1,683591551;στήθος;46,25;0;0;88,27160494
Cypriot Greek;212;80;0,235193382;ζυγαριά;96,15384615;1,25;1,25;80,62962963
Cypriot Greek;216;80;0,744866174;σφυρί;81,57894737;3,75;1,25;79,01234568
Cypriot Greek;218;80;0,821812731;πανί;74,32432432;0;7,5;78,90123457
Cypriot Greek;220;80;1,644282661;γλάρος;47,14285714;8,75;3,75;71,39506173
Cypriot Greek;221;80;0;πιπίλα;100;0;2,5;80,27160494
Cypriot Greek;222;80;0;γόνατο;100;0;3,75;89,02469136
Cypriot Greek;223;80;0,232927855;φερμουάρ;96,20253165;0;1,25;85,39506173
Cypriot Greek;224;80;0;πινέλο;100;0;2,5;85,40740741
Cypriot Greek;226;80;0,895486376;τρένο;77,92207792;1,25;2,5;79,34567901
Cypriot Greek;227;80;0,181166402;τοίχος;97,26027397;3,75;5;78,59259259
Cypriot Greek;228;80;2,576470283;βελανίδι;45,90163934;15,18987342;8,860759494;61,85185185
Cypriot Greek;231;80;0,244765082;στήθος;95,94594595;0;7,5;84,67901235
Cypriot Greek;232;80;1,278858195;λάμα;66,66666667;12,65822785;5,063291139;58,54320988
Cypriot Greek;233;80;0,811278124;αλάτι;75;0;0;88,35802469
Cypriot Greek;234;80;0,187176257;πιάτο;97,14285714;6,25;6,25;83,67901235
Cypriot Greek;235;80;0,350103828;βελόνι;94,73684211;0;5;80,30864198
Cypriot Greek;236;80;0;καμηλοπάρδαλη;100;2,5;2,5;75,96296296
Cypriot Greek;238;80;0;παζλ;100;1,25;3,75;83,18518519
Cypriot Greek;239;80;1,331191774;γυναίκα;71,79487179;0;2,53164557;88,86419753
Cypriot Greek;240;80;1,144448067;πύργος;51,28205128;0;2,5;76,97530864
Cypriot Greek;241;80;0;μάτι;100;0;3,75;92,90123457
Cypriot Greek;242;80;0,175565026;ταχυδρόμος;97,36842105;1,25;3,75;82,92592593
Cypriot Greek;244;80;0,555150109;λάμπα;89,87341772;0;1,25;88,49382716
Cypriot Greek;245;80;0;ρίζα;100;1,25;1,25;80,74074074
Cypriot Greek;246;80;0;οδοντίατρος;100;0;1,25;85,38271605
Cypriot Greek;247;80;0,80609147;εγκέφαλος;75,32467532;1,25;2,5;82,4691358
Cypriot Greek;248;80;1,583105225;κάρο;33,78378378;6,25;1,25;69,30864198
Cypriot Greek;249;80;0;πατάτα;100;2,5;2,5;85,74074074
Cypriot Greek;252;80;1,171688656;σαύρα;81,33333333;3,75;2,5;76,54320988
Cypriot Greek;253;80;0,513072912;χορωδία;91,02564103;0;2,5;79,24691358
Cypriot Greek;254;80;0,821280942;κρεοπώλης;74,35897436;0;2,5;78,03703704
Cypriot Greek;255;80;0,172036949;φτυάρι;97,43589744;0;2,5;83,40740741
Cypriot Greek;258;80;1,512644748;μπαγκέτα;42,30769231;1,25;1,25;86,2962963
Cypriot Greek;260;80;0,353724751;νησί;94,66666667;0;6,25;84,2962963
Cypriot Greek;261;80;1,72261076;λάμπα;49,33333333;0;6,25;80,51851852
Cypriot Greek;264;80;0,969430916;παλάμη;60,25641026;1,25;1,25;88,74074074
Cypriot Greek;265;80;0,183122068;πειρατής;94,59459459;5;2,5;71,17283951
Cypriot Greek;266;80;0,6789539;τακούνι;82,05128205;0;2,5;81,79012346
Cypriot Greek;267;80;0,517962493;κόμπος;90,90909091;0;3,75;81,82716049
Cypriot Greek;268;80;0;κρεβάτι;100;0;1,25;92,69135802
Cypriot Greek;269;80;1,115078436;χαμαιλέοντας;76,38888889;5;5;68,28395062
Cypriot Greek;270;80;1,14102438;βέλος;53,94736842;1,25;3,75;80,28395062
Cypriot Greek;271;80;0,751286577;κουνέλι;78,48101266;1,25;0;81,96296296
Cypriot Greek;273;80;0;λεωφορείο;100;0;1,25;87,51851852
Cypriot Greek;275;80;1,135963684;κάπα;65,33333333;1,25;5;69,28395062
Cypriot Greek;277;80;0,639556365;περούκα;88;1,25;5;78,61728395
Cypriot Greek;278;80;0,175565026;τύμπανο;97,36842105;1,25;3,75;79,08641975
Cypriot Greek;281;80;0;ρόδι;100;0;3,75;88,91358025
Cypriot Greek;282;80;0,409780208;ρινόκερος;93,50649351;2,5;1,25;70,60493827
Cypriot Greek;283;80;0;λιμουζίνα;100;0;3,75;75,20987654
Cypriot Greek;285;80;0;καρότο;100;0;0;89,71604938
Cypriot Greek;286;80;0,989587521;τούνελ;56;1,25;5;81,18518519
Cypriot Greek;288;80;0,350010593;δάσος;93,42105263;1,25;3,75;85,74074074
Cypriot Greek;289;80;0,774241158;νύχι;77,21518987;1,25;0;89,27160494
Cypriot Greek;290;80;0;κλουβί;100;0;1,25;81,5308642
Cypriot Greek;291;80;1,161050143;σκανδάλη;73,68421053;0;5,063291139;71,75308642
Cypriot Greek;292;80;0;πυξίδα;100;2,5;7,5;71,4691358
Cypriot Greek;293;80;0,187176257;δεινόσαυρος;97,14285714;7,5;5;65,33333333
Cypriot Greek;294;80;0,242292189;υδραυλικός;96;2,5;3,75;74,71604938
Cypriot Greek;295;80;0;σημαία;100;0;0;85,03703704
Cypriot Greek;297;80;0;αεροπλάνο;100;0;1,25;87,62962963
Cypriot Greek;299;80;0,881093939;στρουθοκάμηλος;76,31578947;2,5;2,5;67,96296296
Cypriot Greek;301;80;0,73206669;σπαθί;79,48717949;1,25;1,25;72,44444444
Cypriot Greek;303;80;1,445874767;μίμος;72,30769231;10;8,75;68,65432099
Cypriot Greek;307;80;0,577653903;φτερό;86,25;0;0;80,2345679
Cypriot Greek;308;80;0;ζάρι;100;0;1,25;90,24691358
Cypriot Greek;309;80;0;παγωτό;100;0;0;92,0617284
Cypriot Greek;310;80;0,677492163;φάκελος;86,07594937;0;1,25;86,16049383
Cypriot Greek;311;80;0;ξυραφάκι;100;0;2,5;85
Cypriot Greek;312;80;0;λουλούδι;100;1,25;2,5;85,14814815
Cypriot Greek;313;80;1,108451221;κουρέας;77,33333333;0;6,25;84,33333333
Cypriot Greek;314;80;0,891272075;άρωμα;78,75;0;0;88,97530864
Cypriot Greek;315;80;1,525119462;διαστημόπλοιο;55,55555556;7,5;2,5;61,24691358
Cypriot Greek;317;80;0,170330576;στρατιώτης;97,46835443;0;1,25;82,80246914
Cypriot Greek;318;80;0,173781323;φύλλο;94,93670886;0;1,265822785;85,30864198
Cypriot Greek;319;80;0;αγελάδα;100;0;2,5;81,38271605
Cypriot Greek;320;80;0,175565026;εκκλησία;97,36842105;1,25;3,75;88,0617284
Cypriot Greek;323;80;0;κουκουβάγια;100;1,25;1,25;78,90123457
Cypriot Greek;324;80;0,795881274;ψάρι;75,94936709;0;1,25;84,33333333
Cypriot Greek;326;80;0;ντομάτα;100;0;1,25;91,16049383
Cypriot Greek;327;80;0;κράνος;100;1,25;2,5;82,69135802
Cypriot Greek;330;80;0,779625736;κροκόδειλος;80,28169014;7,692307692;3,846153846;64,35802469
Cypriot Greek;331;80;0,701206584;σουτιέν;81,01265823;0;1,25;89,24691358
Cypriot Greek;335;80;0,49291578;βούτυρος;86,56716418;7,692307692;8,974358974;76,77777778
Cypriot Greek;336;80;0,779349837;ρίγα;76,92307692;1,25;1,25;88,72839506
Cypriot Greek;337;80;0,938072126;τέρας;77,41935484;16,88311688;6,493506494;43,11111111
Cypriot Greek;338;80;0;δώρο;100;0;1,25;88,27160494
Cypriot Greek;340;80;0;καθρέφτης;100;0;0;88,77777778
Cypriot Greek;341;80;0,99789131;πέδιλο;52,7027027;2,5;5;73,43209877
Cypriot Greek;342;80;1,413606225;νύχτα;70,83333333;2,5;7,5;81,54320988
Cypriot Greek;343;80;0;μπουκάλι;100;0;1,25;88,62962963
Cypriot Greek;346;80;0,235193382;δίχτυ;96,15384615;2,5;0;71,80246914
Cypriot Greek;348;80;0;πιπεριά;100;0;2,5;87,37037037
Cypriot Greek;349;80;1,075091422;κλειδαριά;64,1025641;0;2,5;85,74074074
Cypriot Greek;350;80;2,245275234;βίβλος;41,55844156;1,25;2,5;75,01234568
Cypriot Greek;351;80;0;πεταλούδα;100;0;3,75;85
Cypriot Greek;353;80;0,874931588;φανέλα;70,51282051;0;2,5;90,7654321
Cypriot Greek;354;80;0,713020032;κατσίκα;88;1,25;5;73,91358025
Cypriot Greek;357;80;0;κιθάρα;100;0;0;85,62962963
Cypriot Greek;358;80;0;αυτοκίνητο;100;0;2,5;93,61728395
Cypriot Greek;359;80;0;μαχαίρι;100;0;1,25;86,90123457
Cypriot Greek;361;80;0;δελφίνι;100;1,25;1,25;81,62962963
Cypriot Greek;362;80;0;πισίνα;100;0;0;89,09876543
Cypriot Greek;363;80;0,291818257;ανεμιστήρας;94,87179487;0;2,5;87,40740741
Cypriot Greek;365;80;0;σκαντζόχοιρος;100;3,75;6,25;80,17283951
Cypriot Greek;367;80;2,723191301;βέλος;23,4375;7,5;12,5;60,59259259
Cypriot Greek;368;80;0,244765082;βεντάλια;94,66666667;2,53164557;3,797468354;80,37037037
Cypriot Greek;369;80;0,461881705;κατσαρόλα;92,30769231;0;2,5;88,04938272
Cypriot Greek;370;80;0,645688901;σκορπιός;87,83783784;3,75;3,75;72,17283951
Cypriot Greek;373;80;0,544820078;κουνουπίδι;89,33333333;2,53164557;3,797468354;78,08641975
Cypriot Greek;376;80;1,458420884;γλύπτης;74,66666667;3,797468354;2,53164557;69,32098765
Cypriot Greek;378;80;1,596667753;αστακός;60;3,75;2,5;72,83950617
Cypriot Greek;379;80;0;ζέβρα;100;0;2,5;79,86419753
Cypriot Greek;380;80;0,954544642;γορίλας;77,92207792;0;3,75;74,64197531
Cypriot Greek;381;80;0;φράουλα;100;1,25;0;90,56790123
Cypriot Greek;383;80;1,281701324;νόμισμα;63,51351351;2,5;5;81,33333333
Cypriot Greek;386;80;0,172036949;βόμβα;97,43589744;0;2,5;72,44444444
Cypriot Greek;387;80;0,852051362;συνδετήρας;80,51948052;1,25;2,5;83,77777778
Cypriot Greek;388;80;0;τσάντα;100;0;1,25;88,11111111
Cypriot Greek;390;80;1,437350897;χιόνι;69,23076923;0;2,5;84,24691358
Cypriot Greek;391;80;0;αλυσίδα;100;0;1,25;80,97530864
Cypriot Greek;392;80;0,663058698;τσαγιέρα;89,04109589;2,5;6,25;77,55555556
Cypriot Greek;397;80;0,937092708;σύκο;75;6,25;3,75;76,81481481
Cypriot Greek;398;80;0;τιμόνι;100;0;1,25;90,79012346
Cypriot Greek;399;80;0,172036949;μπαλαρίνα;97,43589744;0;2,5;81,24691358
Cypriot Greek;400;80;0,585927498;πάπια;89,47368421;2,5;2,5;78,34567901
Cypriot Greek;404;80;2,329462556;λιβελούλα;28,125;11,39240506;8,860759494;62,28395062
Cypriot Greek;405;80;0;άγκυρα;100;1,25;2,5;75,27160494
Cypriot Greek;407;80;0,297472249;βουνό;94,73684211;0;5;87,2962963
Cypriot Greek;408;80;0,73206669;δάκτυλο;79,48717949;0;2,5;87,59259259
Cypriot Greek;409;80;0;φελλός;100;18,75;6,25;68,13580247
Cypriot Greek;410;80;2,530154884;χαλεπιανό;32,8358209;12,65822785;3,797468354;66,24691358
Cypriot Greek;411;80;0,431804994;γροθιά;91,13924051;0;1,25;83,83950617
Cypriot Greek;412;80;0,443458145;εργοστάσιο;90,78947368;1,25;3,75;77,66666667
Cypriot Greek;413;80;0,946858989;τατουάζ;82,05128205;0;2,5;79,86419753
Cypriot Greek;414;80;1,689220923;αμπαζούρ;39,74358974;0;2,5;82,60493827
Cypriot Greek;416;80;0;κάλτσα;100;0;1,25;87,92592593
Cypriot Greek;418;80;0;κουρτίνα;100;1,25;1,25;86,51851852
Cypriot Greek;420;80;0,472736924;θρόνος;92,20779221;2,5;1,25;74,5308642
Cypriot Greek;422;80;0,418089375;τσεκούρι;92,10526316;3,797468354;1,265822785;76,43209877
Cypriot Greek;423;80;0;αυγό;100;0;1,25;89,59259259
Cypriot Greek;425;80;1,484355979;γκάιντα;44,89795918;29,48717949;10,25641026;35,02469136
Cypriot Greek;426;80;0;χτενιά;100;0;1,25;85
Cypriot Greek;428;80;0,443458145;κάβουρας;90,78947368;2,5;2,5;74,18518519
Cypriot Greek;430;80;0,550305389;πουλί;90,4109589;2,5;6,25;79,28395062
Cypriot Greek;431;80;0,232927855;γάντι;96,20253165;0;1,25;83,50617284
Cypriot Greek;433;80;0,468995594;κουδούνι;90;0;0;80,41975309
Cypriot Greek;437;80;0,714063595;κανόνι;88,05970149;10;6,25;62,59259259
Cypriot Greek;438;80;0,447499255;αντίχειρας;90,66666667;1,25;5;85
Cypriot Greek;439;80;0,63091746;ηφαίστειο;89,74358974;0;2,5;75,96296296
Cypriot Greek;441;80;1,059780718;λουκάνικο;76,92307692;12,82051282;6,41025641;62,18518519
Cypriot Greek;442;80;0;ανανάς;100;0;1,25;87,14814815
Cypriot Greek;446;80;0;γουρούνι;100;1,25;1,25;80,13580247
Cypriot Greek;447;80;0;αστέρι;100;0;0;86,34567901
Cypriot Greek;448;80;1,301386877;βάζο;71,05263158;2,5;2,5;79,60493827
Cypriot Greek;449;80;0;παγκάκι;100;0;0;87,24691358
Cypriot Greek;451;80;0;βασιλιάς;100;1,25;2,5;77,80246914
Cypriot Greek;452;80;0;ρολόι;98,75;0;0;90,07407407
Cypriot Greek;453;80;0;ψαλίδι;100;0;1,25;89,58024691
Cypriot Greek;454;80;0,431804994;κότα;91,13924051;0;1,25;86,71604938
Cypriot Greek;455;80;0,695516555;πατούσα;85,52631579;0;5;87,20987654
Cypriot Greek;456;80;0,508284032;λάδι;91,13924051;0;1,25;86,91358025
Cypriot Greek;457;80;0,377308401;πυραμίδα;94,20289855;5;8,75;70,54320988
Cypriot Greek;458;80;1,537817379;ντουλάπα;48,10126582;0;1,25;88,07407407
Cypriot Greek;461;80;0,999884415;πιστόλι;50,63291139;0;1,25;76,45679012
Cypriot Greek;462;80;0,353724751;μύγα;94,66666667;2,5;3,75;82,40740741
Cypriot Greek;463;80;1,130991159;ορθογώνιο;78,66666667;0;6,25;85,79012346
Cypriot Greek;464;80;0,513072912;σβηστήρι;91,02564103;1,25;1,25;86,5308642
Cypriot Greek;465;80;1,108711104;μαχαίρι;75;1,25;3,75;77,18518519
Cypriot Greek;466;80;0,350103828;δικαστής;94,73684211;0;5;77,20987654
Cypriot Greek;467;80;1,074017157;μανταλάκι;63,63636364;2,5;1,25;83
Cypriot Greek;472;80;0,418089375;τετράγωνο;93,33333333;0;6,25;88,38271605
Cypriot Greek;473;80;0,235193382;χέρι;96,15384615;1,25;1,25;90,49382716
Cypriot Greek;476;80;0,170330576;ποδιά;97,46835443;0;1,25;82,85185185
Cypriot Greek;477;80;0;αβοκάντο;100;2,5;5;85,72839506
Cypriot Greek;478;80;1,098473409;νιπτήρας;73,07692308;0;2,5;88,27160494
