CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_CONCRETENESS_MEAN	ENGLISH_DUNNO	LINE_IN_SOURCE
90	INNOCENT	innocent	1.54	0	16805
900	TRAIN	train	4.79	0	32761
901	ADOBE	adobe	4.19	2	428
902	ADULTERY	adultery	2.79	1	464
903	ASPEN	aspen	4.59	4	1678
904	BERRY	berry	4.93	0	2693
905	BORING	boring	2.07	0	3411
906	TREE	tree	5	0	32939
907	OLD WOMAN	old lady	4.78	0	38776
908	DRUM	drum	4.96	0	9739
909	GARBAGE	garbage	4.69	0	13162
91	INSOLENT	insolent	1.73	2	16918
910	DEATH	death	3.73	0	7658
911	TEMPLE	temple	4.53	0	31960
912	COYOTE	coyote	4.96	0	6915
913	CROW	crow	4.93	0	7189
914	SCULPTOR	sculptor	4.09	1	27987
915	SINK (BASIN)	washbasin	4.74	1	36005
916	LINEN	linen	4.8	0	18694
917	ORNAMENT	ornament	4.04	0	22210
919	CHILI PEPPER	chili pepper	4.83	0	37519
92	SPOIL (SOMEBODY OR SOMETHING)	spoil	2.82	0	30036
920	GRAPE	grape	5	0	13822
921	VALLEY	valley	4.72	0	35439
922	PEAR	pear	4.93	0	23125
923	LOVE	love	2.07	0	18994
924	VEGETABLES	vegetable	4.89	0	35515
926	RICE	rice	4.86	0	27017
928	EMBRACE	hug	4.14	0	15315
930	VILLAGE	village	4.89	0	35690
931	MILLET	millet	3.88	4	20043
932	BARLEY	barley	4.59	0	2339
933	WALL (OF HOUSE)	wall	4.86	0	35925
934	BUFFALO	buffalo	4.83	0	3856
935	WAR	war	3.63	0	35952
936	STALLION	stallion	4.72	0	30272
937	BIRD	bird	5	0	2881
938	MARE	mare	4.75	1	19403
939	HORN (INSTRUMENT)	french horn	5	0	38093
940	STRAIN	strain	3	0	30667
941	MEAD	mead	4.22	1	19600
942	HONEY	honey	4.88	0	15092
943	WATERFALL	waterfall	4.9	0	36055
944	SALMON	salmon	4.81	0	27530
945	SPEAR	spear	5	1	29845
946	BLOOD	blood	4.86	0	3101
947	STREAM	stream	4.5	0	30711
948	WATER	water	5	0	36048
950	SEAGULL	seagull	5	0	28013
951	WEAPONS	weapon	4.76	0	36123
952	WEATHER	weather	3.83	0	36138
953	RAPE	rape	3.61	0	25594
954	WELL	well	3.33	0	36226
955	GREASY	greasy	3.82	0	13893
956	FLEE	flee	3.67	0	12198
957	WHALE	whale	4.96	0	36261
958	WILD ANIMAL	beast	4.63	0	2497
96	CRAWL	crawl	4.27	0	6989
960	WIND	wind	3.93	0	36489
961	PEBBLES	pebble	4.86	0	23134
962	WOMAN	woman	4.46	0	36646
963	BOOK	book	4.9	0	3336
964	WOOL	wool	4.86	0	36717
965	WORLD	world	4.36	0	36783
966	BRAKE	brake	4.44	0	3552
967	YEAST	yeast	4.72	0	36944
968	ACORN	acorn	4.96	0	267
969	CIGARETTE	cigarette	4.88	0	5043
97	THROUGH	through	2.9	0	32297
970	COCONUT	coconut	4.79	0	5439
971	MUST	must	2.13	0	20831
972	BE ABLE	can	4.55	0	4182
973	NOODLE	noodles	4.96	0	21605
974	TOBACCO	tobacco	4.88	0	32496
975	SPINACH	spinach	4.77	0	29965
976	WEAR	wear	3.61	0	36126
977	ARROW	arrow	4.97	0	1590
978	WAVE	wave	4.55	0	36088
979	FARMER	farmer	4.54	0	11581
98	ALL	all	2.27	0	802
980	HEEL	heel	4.86	0	14705
981	ELBOW	elbow	5	0	10132
983	CONVICT	convict	4.11	0	6527
984	WORK (LABOUR)	work	3.48	0	36737
985	VINEGAR	vinegar	4.89	0	35704
986	TOMATO	tomato	5	0	32537
987	REMAIN	remain	1.96	0	26362
988	ACQUIT	acquit	2.13	1	285
989	CLEAR	clear	3.55	0	5208
99	HUNCHBACK	hunchback	4.32	0	15391
990	CREEK (TIDAL)	creek	4.87	0	7050
991	FRY	fry	4.37	0	12972
992	CLIFF	cliff	4.71	0	5248
994	BOW	bow	4.61	0	3481
995	QUIVER (FOR ARROWS)	quiver	3.83	0	25420
996	DEAF	deaf	3.27	0	7642
998	PUT	put	2.5	0	25271
999	JOINT	joint	4.37	0	17732
